id,age,height,weight,inseam,armLength,shoulderLength,chestCirc,waistCirc,hipCirc,kneeCirc,calfCirc,armCirc,headCirc
6_2345,34,1577,49,684,517,374,845,627,937,343,335,254,541
6_2346,39,1549,57,680,503,379,918,821,956,350,338,301,539
6_2347,39,1702,67,796,567,390,954,774,988,377,362,303,553
6_2348,39,1679,65,730,524,379,896,772,984,367,377,305,586
6_2349,36,1599,46,717,501,358,786,636,840,301,324,285,548
6_2350,38,1572,69,703,528,389,1047,886,978,345,381,344,545
6_2351,39,1617,59,745,535,387,946,797,956,328,326,319,540
6_2352,37,1564,58,718,529,380,961,808,926,350,354,312,561
6_2353,38,1577,47,705,508,361,814,641,873,326,308,255,558
6_2354,39,1569,50,688,491,368,867,703,872,317,309,298,561
6_2355,37,1639,52,748,537,419,872,718,892,327,330,288,548
6_2356,39,1492,60,651,460,384,926,811,937,363,370,317,531
6_2357,35,1664,56,770,548,379,889,683,936,336,343,291,548
6_2358,39,1697,57,794,582,396,851,711,919,345,339,248,550
6_2359,35,1684,59,771,529,377,887,657,937,352,354,281,545
6_2360,39,1587,63,703,495,394,935,764,1000,366,375,323,552
6_2361,35,1604,57,720,532,385,924,719,944,348,339,345,552
6_2362,37,1567,52,690,484,359,877,712,895,331,335,286,568
6_2363,39,1462,50,631,469,345,851,676,887,364,351,304,538
6_2364,36,1632,48,735,531,379,834,642,866,332,321,295,563
6_2365,38,1589,52,712,541,401,890,721,923,322,329,297,597
6_2367,36,1654,54,760,541,386,874,711,927,334,318,279,596
6_2368,39,1554,52,700,505,358,855,695,877,328,332,314,545
6_2369,37,1617,52,752,527,358,897,688,884,332,334,310,548
6_2370,36,1602,58,715,497,390,919,762,929,346,356,303,574
6_2371,35,1584,61,725,517,376,889,806,965,364,368,303,585
6_2372,37,1619,102,722,521,429,1170,1186,1205,426,434,425,587
6_2373,37,1574,49,701,500,387,874,635,877,327,324,269,578
6_2374,37,1577,52,697,492,367,839,677,926,325,321,321,573
6_2375,38,1602,50,715,524,406,858,653,887,327,335,288,587
6_2376,36,1627,46,744,528,374,782,628,860,321,315,261,562
6_2377,38,1602,58,719,505,356,933,746,974,347,336,290,566
6_2378,36,1544,53,696,503,338,846,693,910,347,358,278,574
6_2379,36,1574,56,742,512,359,884,754,922,351,357,276,577
6_2380,39,1527,48,681,483,378,824,703,880,323,322,269,595
6_2381,37,1589,47,713,506,343,778,621,872,331,335,257,562
6_2382,37,1562,56,726,495,388,929,758,874,338,363,315,571
6_2383,38,1592,50,714,496,370,870,716,869,326,319,289,566
6_2384,38,1642,57,760,519,361,895,754,942,368,352,295,567
6_2386,38,1647,62,743,535,395,917,748,980,355,366,298,553
6_2387,37,1659,59,740,522,401,924,745,962,350,355,293,589
6_2388,28,1617,52,725,525,372,873,627,889,332,338,300,576
6_2389,29,1589,58,706,510,378,901,725,925,349,365,323,580
6_2439,54,1620,52,723,539,377,894,733,913,348,347,289,569
6_2440,49,1505,51,669,477,357,900,794,939,362,348,313,545
6_2441,62,1540,54,662,506,384,940,799,925,359,340,298,550
6_2442,59,1569,76,655,534,379,1051,1019,1019,408,401,369,578
6_2443,56,1512,56,638,500,390,983,905,945,353,330,330,551
6_2444,58,1579,51,722,534,384,888,807,888,351,323,278,553
6_2445,60,1561,56,687,525,388,919,894,923,346,337,318,576
6_2446,54,1477,57,613,437,370,950,888,937,349,343,310,589
6_2447,62,1466,46,612,452,375,892,790,851,356,321,276,541
6_2448,59,1624,60,711,526,386,999,867,908,356,343,320,573
6_2449,61,1594,58,673,506,367,937,847,916,359,353,283,570
6_2450,61,1490,58,649,474,378,987,892,919,346,339,336,582
6_2451,59,1587,66,708,569,352,988,1017,1027,362,366,345,565
6_2452,59,1415,49,597,462,355,888,832,894,337,333,318,584
6_2453,50,1442,41,608,474,351,820,688,826,328,324,256,562
6_2454,65,1567,67,675,529,379,1082,964,1016,371,349,352,601
6_2455,55,1526,45,641,486,365,849,718,859,329,333,280,543
6_2456,60,1586,56,664,514,352,918,779,917,357,359,295,563
6_2457,62,1500,59,670,494,415,991,960,941,353,351,319,581
6_2458,50,1587,52,701,528,378,837,778,906,358,341,292,554
6_2459,47,1523,56,649,497,370,933,789,952,368,367,313,569
6_2460,59,1563,69,676,507,400,1037,902,1030,410,411,353,550
6_2461,53,1617,66,710,525,383,988,882,971,363,367,342,596
6_2462,60,1593,53,666,517,359,909,781,913,342,323,297,576
6_2463,50,1569,53,676,490,371,913,801,907,361,348,290,566
6_2464,54,1626,67,689,520,370,965,912,1019,407,384,321,587
6_2465,55,1670,53,746,529,377,900,825,913,326,298,294,574
6_2466,58,1551,53,678,523,373,933,811,909,362,353,293,562
6_2467,53,1561,54,679,500,350,903,763,957,354,339,313,552
6_2468,57,1645,64,716,527,379,955,839,962,366,362,342,567
6_2469,57,1556,58,688,531,361,913,865,963,362,375,293,559
6_2470,50,1553,66,685,503,410,1072,906,978,376,375,367,586
6_2471,50,1616,52,679,501,359,868,724,891,361,334,297,562
6_2472,50,1658,59,722,531,387,910,794,984,360,345,293,568
6_2473,52,1666,57,750,544,369,917,819,930,347,353,285,566
6_2474,54,1570,59,663,518,347,987,836,954,349,345,312,583
6_2475,53,1575,56,687,498,383,928,765,939,380,369,312,587
6_2476,56,1558,54,685,507,376,929,817,891,335,344,292,561
6_2477,65,1538,56,645,509,373,913,822,961,354,334,319,572
6_2478,56,1531,65,654,492,361,1032,970,991,368,364,347,587
6_2479,50,1694,63,735,533,379,946,839,1025,370,364,303,584
6_2480,48,1615,63,698,526,382,992,874,978,369,368,295,574
6_2481,52,1587,57,669,508,386,961,811,910,352,346,304,561
6_2482,54,1583,61,668,503,413,1002,849,935,373,386,330,583
6_2483,50,1568,51,687,517,391,895,769,885,332,349,285,564
6_2484,52,1522,52,656,497,365,922,815,904,355,346,312,578
6_2485,58,1597,58,681,504,398,942,810,928,373,366,302,575
6_2486,59,1458,51,606,481,355,960,885,891,327,320,309,550
6_2487,54,1557,56,683,504,367,936,826,912,358,336,296,562
6_2488,52,1507,54,639,502,360,943,870,935,343,332,292,565
6_2489,55,1586,66,688,517,392,1033,953,982,359,370,335,565
6_2490,54,1590,53,682,508,377,893,739,914,344,342,291,572
6_2491,59,1528,60,635,500,357,970,877,964,365,351,323,555
6_2492,58,1649,57,712,547,390,931,865,922,350,345,283,560
6_2493,44,1579,56,655,512,379,910,792,933,363,339,304,565
6_2494,57,1573,65,640,489,389,1003,969,971,384,391,312,562
6_2495,56,1603,65,678,530,397,1030,941,961,360,365,337,599
6_2496,56,1538,58,647,515,361,945,846,955,348,345,320,553
6_2497,57,1590,60,681,505,378,951,879,956,372,350,324,602
6_2498,57,1585,64,691,522,360,976,880,978,379,370,335,585
6_2499,41,1682,60,736,545,397,941,790,939,366,376,271,564
6_2500,57,1579,56,689,511,355,945,864,926,352,350,299,567
6_2501,43,1689,59,734,554,379,919,803,968,378,377,314,554
6_2502,49,1635,55,724,542,400,894,759,914,352,330,293,561
6_2503,47,1520,43,651,489,365,821,660,834,341,319,256,569
6_2504,49,1683,60,724,509,353,872,770,961,379,350,285,579
6_2505,52,1505,48,647,475,353,902,836,855,322,327,275,564
6_2506,55,1572,60,679,502,391,983,883,952,380,335,336,574
6_2507,61,1586,58,682,504,404,949,875,930,367,349,317,565
6_2508,52,1610,57,696,553,369,958,863,971,331,330,305,547
6_2509,53,1562,58,667,505,365,945,836,951,369,357,322,561
6_2510,51,1625,52,730,529,378,861,754,906,377,370,268,575
6_2511,45,1635,58,714,513,408,912,758,955,374,374,298,583
6_2512,41,1629,59,696,507,381,940,771,937,362,374,325,560
6_2522,55,1605,63,681,515,380,997,823,1021,374,363,335,574
6_2523,59,1621,59,685,517,377,924,816,936,371,351,297,571
6_2524,59,1494,51,627,494,369,939,819,903,346,344,309,562
6_2525,57,1634,61,703,523,388,938,856,992,351,361,305,584
6_2526,63,1526,53,651,501,381,949,855,885,350,347,298,579
6_2527,61,1610,60,707,519,415,966,856,910,357,375,312,565
6_2528,67,1522,58,655,506,369,907,856,963,387,394,294,571
6_2529,68,1442,54,616,486,397,959,906,932,367,340,324,564
6_2530,66,1489,44,628,492,371,847,779,857,325,305,283,586
6_2531,61,1523,56,644,505,363,976,891,892,334,356,292,557
6_2532,62,1658,66,722,518,407,1003,888,1017,383,356,342,579
6_2533,43,1631,57,721,529,364,867,783,937,359,361,288,588
6_2534,54,1570,58,665,518,368,927,863,958,372,349,298,562
6_2535,52,1593,57,678,532,362,937,851,965,344,336,315,545
6_2536,57,1642,60,742,539,399,972,897,905,350,358,329,567
6_2537,46,1577,46,674,507,370,836,702,901,339,331,281,590
6_2538,51,1598,58,663,487,380,923,823,951,352,334,318,572
6_2539,63,1559,65,656,528,361,1014,938,978,392,378,345,563
6_2540,62,1643,60,716,528,426,937,889,969,342,328,292,563
6_2541,63,1623,70,719,535,374,974,984,1002,397,396,320,590
6_2542,63,1521,54,645,506,379,954,872,933,345,333,307,562
6_2543,61,1557,61,689,519,368,954,903,982,359,370,315,582
6_2544,65,1510,51,664,494,376,923,822,882,354,351,289,552
6_2545,67,1538,54,669,528,356,911,899,938,359,343,297,542
6_2546,66,1542,68,662,507,385,1011,982,1013,394,381,352,544
6_2547,65,1480,33,640,485,353,732,578,753,298,272,248,539
6_2548,63,1444,54,613,455,362,981,909,912,341,346,304,588
6_2549,62,1475,51,629,488,371,881,864,908,371,340,300,539
6_2550,64,1656,67,751,540,411,974,880,1006,383,366,319,596
6_2551,68,1602,71,689,554,388,1042,1000,1013,389,393,328,589
6_2552,65,1549,51,704,530,367,869,868,895,347,336,282,548
6_2553,58,1533,66,646,514,352,1012,950,1004,408,389,359,559
6_2554,64,1589,63,710,539,381,1030,914,972,348,340,333,573
6_2555,59,1403,55,573,460,364,975,983,934,340,333,322,556
6_2556,69,1495,66,621,496,373,1027,1056,1014,372,364,355,572
6_2557,60,1498,60,628,507,380,963,930,987,372,352,334,591
6_2558,56,1475,57,620,476,377,972,894,932,354,340,320,566
6_2559,63,1595,74,702,520,404,1078,990,1007,384,391,388,579
6_2560,65,1543,47,675,519,361,867,798,859,330,324,284,581
6_2561,66,1573,52,675,514,353,900,825,885,347,340,300,564
6_2562,63,1468,67,603,494,356,997,927,990,446,408,369,569
6_2563,66,1506,59,633,506,372,931,918,945,367,363,324,574
6_2564,62,1500,52,646,499,383,946,871,921,337,348,301,549
6_2565,67,1505,57,655,506,371,957,915,929,352,353,341,576
6_2566,64,1621,56,705,531,418,946,854,901,356,356,329,573
6_2567,65,1534,46,636,481,350,820,727,873,347,342,274,544
6_2568,64,1543,64,669,528,404,1011,984,991,376,359,339,581
6_2569,63,1532,75,636,506,387,1076,1036,1047,413,403,367,574
6_2570,63,1532,60,635,518,377,943,911,953,372,367,335,574
6_2571,60,1419,48,613,469,365,906,859,895,315,316,304,573
6_2572,66,1602,67,685,533,411,1042,973,1023,375,371,339,561
6_2573,61,1513,60,621,500,358,975,893,972,369,345,342,559
6_2574,61,1546,49,654,513,360,878,734,918,354,352,287,556
6_2575,58,1570,53,679,519,378,901,784,930,343,322,312,562
6_2576,65,1619,68,690,530,386,1028,928,1019,374,376,327,572
6_2577,51,1587,56,688,536,401,935,796,920,359,366,310,557
6_2578,68,1498,57,634,472,378,977,928,913,352,343,335,575
6_2579,66,1514,70,645,491,395,1070,1056,987,379,387,412,589
6_2580,66,1489,51,612,453,370,909,846,896,354,344,284,553
6_2581,65,1567,58,666,508,395,954,833,967,349,354,324,552
6_2582,65,1540,57,657,507,373,967,914,907,356,344,305,590
6_2583,67,1558,57,669,511,393,969,952,927,349,326,297,569
6_2584,64,1610,63,671,522,389,987,899,964,348,347,325,567
6_2585,63,1579,54,682,538,395,866,827,902,374,349,307,545
6_2586,60,1577,70,705,553,402,1032,1035,1014,415,389,350,566
6_2587,66,1598,59,704,516,399,906,812,967,373,394,274,579
6_2588,51,1508,58,639,496,371,946,878,971,373,380,333,542
6_2589,67,1505,70,659,501,379,998,980,1052,452,414,313,590
6_2590,68,1484,58,745,498,377,998,947,930,343,348,336,558
6_2591,60,1554,59,649,501,397,959,859,939,370,354,316,563
6_2592,61,1503,51,634,527,380,897,811,937,338,336,303,569
6_2593,49,1524,51,666,505,343,907,807,919,350,340,304,565
6_2594,54,1493,50,640,474,365,877,805,877,334,326,286,574
6_2595,64,1540,64,636,516,409,996,935,983,397,361,333,594
6_2596,56,1542,53,659,484,372,898,786,908,358,361,289,565
6_2597,69,1519,62,642,518,402,1044,952,959,362,338,348,570
6_2598,60,1563,53,665,492,386,917,828,867,361,351,318,567
6_2599,65,1496,53,625,487,378,936,834,918,364,343,316,556
6_2631,53,1559,50,657,489,358,839,720,898,342,349,288,563
6_2632,61,1546,63,666,499,385,1017,923,966,364,369,354,592
6_2633,67,1540,53,674,519,360,928,868,910,337,320,319,534
6_2634,63,1492,53,655,489,388,958,885,885,330,340,312,573
6_2635,65,1613,74,694,542,400,1023,990,1093,429,409,332,594
6_2636,65,1487,74,612,469,385,1098,1098,1034,389,375,364,570
6_2637,66,1535,58,646,505,367,951,849,959,373,366,325,564
6_2638,68,1477,60,636,495,384,966,936,927,374,378,336,552
6_2639,63,1501,46,646,487,363,863,809,889,340,321,281,532
6_2640,48,1566,71,644,503,389,1029,936,1002,397,388,347,593
6_2641,66,1652,67,735,538,405,1042,943,948,351,384,314,562
6_2642,53,1628,69,701,504,414,1022,946,995,377,390,341,565
6_2643,57,1616,65,697,546,368,955,937,999,367,369,322,574
6_2644,54,1518,59,660,526,365,984,924,937,368,344,338,560
6_2645,59,1619,66,680,518,415,1044,911,999,366,368,340,568
6_2646,62,1506,65,666,510,359,1026,988,974,389,367,365,566
6_2647,54,1582,60,684,501,349,911,889,981,374,362,283,583
6_2648,54,1614,52,723,538,377,857,792,889,360,342,275,538
6_2649,46,1576,59,671,508,380,924,821,970,368,373,319,567
6_2650,52,1563,45,670,509,387,843,692,863,313,301,300,547
6_2651,55,1501,49,645,496,389,907,778,862,334,334,307,549
6_2652,54,1611,56,711,520,387,943,818,891,350,334,319,548
6_2653,51,1590,60,710,532,387,946,856,982,378,369,309,540
6_2654,58,1568,56,669,516,411,910,806,950,354,338,304,569
6_2655,56,1534,59,652,490,394,992,863,932,361,364,328,556
6_2656,52,1622,48,703,511,396,875,737,888,326,320,276,557
6_2657,52,1575,57,706,508,397,958,831,944,356,355,332,570
6_2658,62,1473,55,630,482,363,957,907,920,359,344,318,551
6_2659,51,1579,53,678,492,407,906,752,916,365,341,294,573
6_2660,64,1424,49,595,452,358,958,885,885,346,334,283,545
6_2661,65,1651,48,728,508,398,851,703,883,349,340,265,556
6_2662,65,1509,51,669,511,365,908,833,920,349,337,303,542
6_2663,60,1623,61,717,517,396,970,882,943,372,359,325,569
6_2664,65,1484,49,644,500,362,911,812,898,334,335,315,544
6_2665,60,1584,56,683,502,365,911,802,917,367,361,308,556
6_2666,62,1603,61,656,479,386,954,784,968,384,377,315,565
6_2667,59,1554,45,684,540,361,831,713,869,315,294,262,568
6_2668,50,1594,59,685,544,374,945,825,963,351,355,336,570
6_2669,59,1595,59,681,516,380,937,857,960,390,367,325,564
6_2670,55,1628,61,714,546,367,964,895,963,358,359,311,588
6_2671,53,1626,69,710,547,384,1031,959,1038,367,364,351,570
6_2672,64,1417,53,613,494,366,967,1009,968,349,315,292,558
6_2673,67,1467,50,622,550,412,888,853,876,333,321,291,577
6_2674,61,1511,43,643,496,377,856,718,854,323,307,269,547
6_2675,60,1487,53,621,473,386,898,782,911,376,362,305,565
6_2676,60,1563,57,704,524,383,966,885,938,366,351,331,578
6_2677,48,1651,85,729,537,457,1141,1114,1096,402,414,453,589
6_2678,63,1505,53,620,484,393,932,827,909,367,325,327,538
6_2679,42,1600,66,691,510,381,997,871,1020,386,384,320,582
6_2680,55,1594,56,690,549,402,962,822,923,359,331,300,563
6_2681,59,1512,57,646,505,375,964,893,941,354,365,344,549
6_2682,57,1561,53,667,519,382,945,847,894,332,307,320,528
6_2683,58,1549,48,680,532,379,914,786,875,333,326,299,561
6_2684,60,1553,50,669,495,375,858,761,920,344,346,287,575
6_2685,51,1643,64,689,527,387,1009,906,976,364,357,333,554
6_2686,52,1561,52,652,509,347,865,829,920,335,340,291,599
6_2687,57,1635,58,706,530,398,981,842,928,360,322,306,555
6_2688,60,1506,61,640,494,402,1057,987,978,348,324,326,577
6_2689,61,1571,90,654,513,400,1163,1203,1219,411,414,399,561
6_2690,58,1589,63,679,529,341,943,879,1041,371,375,307,566
6_2691,60,1533,55,658,509,403,906,841,932,355,350,314,570
6_2692,58,1681,63,728,554,377,960,861,952,363,363,346,554
6_2693,56,1606,54,692,518,379,916,822,931,355,336,308,567
6_2694,63,1495,54,652,515,364,960,904,922,363,330,318,558
6_2695,50,1538,55,671,519,353,881,857,943,376,360,306,583
6_2696,45,1521,46,615,475,376,874,719,857,330,340,273,566
6_2697,48,1588,56,665,513,407,937,783,935,370,377,290,579
6_2698,60,1576,79,682,521,381,1086,1009,1085,432,418,376,587
6_2699,51,1643,52,735,551,391,931,783,894,332,337,316,570
6_2700,67,1554,62,671,516,369,983,947,942,374,362,348,556
6_2701,60,1483,68,610,494,388,1043,974,990,404,398,351,562
6_2702,58,1534,54,656,519,370,932,820,912,354,347,324,555
6_2703,59,1473,47,610,468,371,860,777,888,332,337,303,565
6_2704,66,1546,65,653,505,381,990,946,960,370,387,330,565
6_2705,58,1571,75,660,501,455,1099,994,1036,383,386,410,582
6_2706,48,1671,72,743,570,369,1012,964,1006,355,385,350,541
6_2707,52,1585,65,676,509,393,978,933,981,372,388,324,574
6_2708,58,1599,63,668,510,402,949,964,958,373,360,324,593
6_2709,56,1503,55,636,495,412,941,898,926,355,343,308,530
6_2710,60,1619,68,700,544,417,1024,1009,1011,364,371,334,561
6_2711,65,1558,54,673,507,375,894,860,896,349,360,349,571
6_2712,58,1493,58,619,459,382,975,895,951,355,346,316,583
6_2713,60,1556,62,674,536,385,970,876,940,372,380,341,570
6_2714,59,1630,70,699,542,404,986,988,1034,355,352,324,573
6_2715,55,1551,64,630,478,442,991,990,980,370,373,370,553
6_2732,51,1622,53,718,534,389,899,804,919,346,334,307,551
6_2733,55,1653,67,707,518,395,947,928,997,382,373,323,570
6_2734,49,1622,51,685,506,394,869,702,916,364,359,291,546
6_2735,63,1528,61,626,505,395,1014,959,954,371,352,322,572
6_2736,60,1531,54,656,489,391,940,841,928,353,348,315,571
6_2737,61,1540,57,687,532,366,987,929,934,349,333,329,536
6_2738,64,1668,64,717,533,383,940,902,966,372,351,314,587
6_2739,55,1605,58,713,525,403,920,830,973,360,340,352,557
6_2740,49,1563,49,675,508,385,861,768,896,340,330,326,554
6_2741,51,1558,53,669,493,390,910,765,919,356,354,311,566
6_2742,48,1501,53,639,488,381,957,839,924,351,342,299,549
6_2743,54,1560,54,671,488,364,904,746,923,366,367,310,561
6_2744,57,1539,49,656,493,372,909,797,887,319,305,288,552
6_2745,50,1594,70,687,524,423,1013,953,1076,385,374,333,564
6_2746,47,1581,57,645,491,354,921,803,957,360,347,316,577
6_2747,52,1599,58,694,515,397,930,844,937,350,357,343,576
6_2748,55,1576,52,689,526,370,907,825,921,344,324,311,541
6_2749,64,1590,68,688,529,410,1024,927,1013,378,385,338,570
6_2750,55,1508,45,644,486,345,819,723,859,318,320,308,558
6_2751,52,1602,60,699,530,373,934,848,946,375,365,334,582
6_2752,61,1463,49,614,477,379,917,845,877,337,329,295,556
6_2753,51,1555,53,677,505,367,929,818,901,356,339,305,556
6_2754,58,1492,54,643,498,405,946,877,916,336,335,351,552
6_2755,62,1637,60,741,537,399,945,880,1011,378,364,310,573
6_2756,57,1487,57,603,455,385,964,932,963,351,364,316,570
6_2757,58,1472,62,607,475,398,1061,1004,949,356,349,353,576
6_2758,68,1539,52,666,491,397,898,823,890,354,333,317,563
6_2759,59,1576,62,656,521,383,1053,894,963,366,355,341,572
6_2760,57,1562,63,633,491,388,983,846,944,380,364,325,584
6_2761,58,1489,54,644,471,363,942,890,977,329,331,314,551
6_2762,55,1549,53,686,526,389,915,873,911,342,331,300,562
6_2763,65,1483,56,633,484,383,983,900,920,351,350,319,545
6_2764,64,1524,49,695,534,369,845,787,878,365,352,299,559
6_2765,58,1561,62,678,516,400,992,927,949,358,355,323,584
6_2766,58,1600,72,668,536,415,1050,989,999,382,393,351,603
6_2767,59,1493,57,624,506,362,999,897,942,343,333,320,538
6_2768,65,1526,54,664,498,372,943,854,903,359,346,303,556
6_2769,56,1520,58,630,486,384,970,918,962,347,334,335,557
6_2770,56,1513,49,650,497,364,883,820,890,325,320,312,555
6_2771,57,1562,59,674,518,379,956,920,944,357,362,332,559
6_2772,50,1615,58,681,530,375,931,818,928,352,352,314,577
6_2773,56,1536,55,648,512,398,953,871,901,333,349,317,563
6_2774,55,1602,62,680,516,399,948,832,946,374,382,359,563
6_2775,65,1545,58,642,511,374,956,883,942,344,341,327,558
6_2776,51,1498,65,621,511,383,1057,951,1026,363,370,341,580
6_2777,58,1485,40,652,482,371,795,682,818,318,297,255,544
6_2778,59,1604,60,712,545,380,969,948,945,363,353,306,559
6_2779,53,1552,55,676,516,375,939,839,883,358,361,312,589
6_2780,61,1566,66,671,516,395,1026,939,973,387,373,342,558
6_2781,58,1583,55,711,539,381,925,845,917,343,346,292,568
6_2782,59,1561,63,670,516,422,1022,910,951,380,352,347,559
6_2783,50,1520,45,629,464,372,832,687,869,338,326,290,555
6_2784,49,1591,52,701,515,382,895,741,895,352,342,295,532
6_2785,49,1602,56,674,521,399,922,782,966,342,336,314,551
6_2786,57,1535,53,651,494,367,883,791,918,387,356,295,552
6_2787,47,1548,57,640,487,388,893,792,958,389,387,315,581
6_2788,57,1526,52,648,485,377,890,768,907,357,354,312,568
6_2789,65,1593,63,687,513,392,1013,903,961,364,349,327,573
6_2790,56,1560,66,660,501,400,993,910,1018,384,392,332,563
6_2791,54,1583,56,696,530,381,913,804,933,346,371,298,586
6_2792,55,1501,57,644,483,411,1007,889,940,363,355,306,532
6_2793,62,1563,60,689,528,389,984,924,968,353,340,308,564
6_2794,66,1499,57,618,501,390,975,890,963,362,354,331,579
6_2795,56,1640,69,712,536,423,1011,998,955,395,381,337,607
6_2796,57,1548,57,688,504,403,976,857,909,345,358,325,554
6_2797,54,1531,61,649,473,382,953,888,995,370,369,315,571
6_2798,57,1565,64,664,503,405,987,910,1029,396,384,340,587
6_2799,58,1666,61,750,535,384,956,869,970,359,380,295,575
6_2800,52,1583,52,678,513,408,880,755,895,344,333,301,557
6_2801,60,1599,68,660,492,398,1004,947,1021,382,371,339,584
6_2802,58,1514,69,665,502,399,1085,1018,995,404,378,355,557
6_2803,56,1607,65,668,510,430,1027,843,990,379,392,322,573
6_2804,64,1520,54,641,499,419,968,871,896,333,330,354,570
6_2805,60,1581,59,651,504,382,986,855,956,366,338,323,574
6_2806,54,1633,66,701,531,409,1016,887,967,370,375,316,578
6_2807,60,1616,66,695,534,419,1060,966,951,367,362,366,566
6_2808,55,1529,62,642,490,389,997,922,989,351,357,352,549
6_2809,45,1590,49,690,494,387,803,685,908,351,357,277,563
6_2810,42,1661,59,717,507,383,880,758,951,366,360,305,580
6_2811,54,1484,45,652,483,364,887,765,882,333,304,284,550
6_2812,43,1715,64,753,571,411,917,766,1004,390,378,316,586
6_2813,55,1579,50,685,486,387,832,738,885,351,345,273,553
6_2814,68,1597,64,668,516,429,1001,904,961,379,390,337,569
6_2815,57,1568,60,678,503,408,974,881,943,376,369,322,528
6_2816,44,1600,64,690,540,392,1010,965,930,357,370,297,564
6_2817,50,1584,60,686,508,429,990,883,940,349,350,326,567
6_2818,51,1576,60,671,515,426,972,817,922,366,366,340,569
6_2819,54,1625,70,692,514,418,993,992,992,349,367,307,582
6_2820,53,1525,52,664,508,388,950,873,905,337,322,317,573
6_2821,63,1561,53,667,519,416,975,824,911,344,340,308,566
6_2822,64,1536,51,654,513,410,899,827,908,346,329,321,562
6_2823,57,1564,75,679,526,386,1061,1071,1071,397,409,386,602
6_2824,69,1502,55,638,483,405,963,897,888,348,351,336,563
6_2825,58,1492,54,627,477,386,972,919,904,336,334,307,559
6_2826,58,1571,66,667,529,390,992,960,1018,359,347,365,564
6_2827,62,1537,65,660,534,413,1015,991,1044,379,379,344,574
6_2828,59,1513,54,615,485,374,941,868,904,340,344,336,581
6_2829,58,1443,48,622,486,368,933,830,882,330,332,320,528
6_2830,60,1524,43,628,501,398,828,656,864,320,315,279,528
6_2831,65,1585,72,670,508,399,1071,984,1049,379,392,367,572
6_2887,52,1580,53,685,532,378,926,804,909,335,330,316,555
6_2888,65,1599,64,700,528,385,989,1025,946,350,360,331,544
6_2889,62,1607,53,695,547,397,895,788,911,356,360,315,567
6_2890,64,1586,71,677,515,401,1043,955,1035,389,376,336,563
6_2891,42,1596,72,691,522,408,1010,913,1023,384,404,372,583
6_2892,62,1559,55,675,582,382,861,819,963,369,349,307,551
6_2958,46,1599,52,696,526,391,928,747,899,350,341,303,582
6_2959,51,1584,59,663,500,404,980,838,948,349,351,358,572
6_2960,40,1685,55,732,525,398,873,720,912,348,362,304,581
6_2961,51,1611,67,703,495,409,969,868,1002,367,376,340,577
6_2962,49,1561,50,704,519,374,894,752,857,316,351,323,559
6_2963,53,1525,51,668,487,380,901,769,902,349,356,303,564
6_2964,50,1575,55,670,507,379,898,772,933,364,356,311,572
6_2965,46,1662,53,748,535,421,831,707,905,354,371,331,570
6_2966,45,1494,44,644,478,384,853,705,862,342,321,289,547
6_2967,42,1520,58,641,478,432,930,807,1006,379,379,313,562
6_2968,44,1506,55,645,489,357,919,854,939,344,339,328,551
6_2969,43,1598,54,675,505,386,916,799,913,350,350,328,592
6_2970,52,1556,61,644,475,409,1008,887,955,367,356,350,559
6_2971,53,1563,65,667,520,405,1020,887,942,396,376,351,587
6_2972,42,1566,55,696,495,388,941,770,899,351,360,315,568
6_2973,43,1624,65,685,515,377,890,815,1029,408,413,318,591
6_2974,42,1555,48,685,493,347,814,689,911,344,321,290,566
6_2975,49,1648,58,720,520,395,914,817,917,358,356,328,559
6_2976,53,1583,48,699,522,374,885,694,856,350,336,290,547
6_2977,49,1678,58,733,542,394,897,762,956,363,347,289,583
6_2978,51,1531,48,654,498,383,900,756,870,320,316,305,559
6_2979,43,1544,68,653,508,411,1038,930,972,364,383,357,565
6_2980,43,1722,61,767,562,407,905,823,975,379,369,308,566
6_2981,53,1585,75,670,507,403,1054,959,1045,397,404,383,577
6_2982,40,1569,51,690,512,374,865,722,899,347,343,337,561
6_2983,43,1558,64,666,494,418,1006,976,995,368,360,351,576
6_2984,61,1599,50,711,509,409,917,768,855,331,321,298,561
6_2985,54,1625,63,691,536,400,970,839,942,365,374,330,582
6_2986,46,1646,54,715,502,397,895,750,964,355,343,291,571
6_2987,44,1587,54,660,509,388,889,797,935,355,336,299,580
6_2988,41,1620,51,706,510,432,891,741,914,329,330,336,575
6_2989,46,1570,49,700,539,367,865,723,884,345,337,311,570
6_2990,47,1655,65,716,542,408,986,907,963,361,390,325,583
6_2991,43,1601,62,711,521,406,968,829,921,364,377,333,584
6_2992,50,1459,47,630,470,356,901,762,854,327,335,310,556
6_2993,47,1612,60,696,509,396,902,836,973,362,360,310,571
6_3029,52,1519,45,659,462,348,850,735,846,330,306,276,568
6_3030,49,1587,79,669,493,410,1100,1039,1094,414,427,367,571
6_3031,48,1612,61,702,508,386,967,801,990,367,368,334,569
6_3032,55,1619,60,700,527,424,931,820,986,363,354,311,579
6_3033,52,1576,50,672,503,398,870,730,879,346,340,291,545
6_3034,45,1481,66,629,469,390,985,948,1039,382,388,354,562
6_3035,44,1558,59,694,519,369,994,851,985,348,353,327,569
6_3036,43,1649,61,735,532,407,975,787,952,363,365,323,562
