id,age,height,weight,inseam,armLength,shoulderLength,chestCirc,waistCirc,hipCirc,kneeCirc,calfCirc,armCirc,headCirc
6_3037,42,1726,57,766,539,411,859,698,925,375,371,290,589
6_3038,43,1564,60,660,509,392,980,885,961,370,354,320,552
6_3039,48,1602,49,705,515,377,891,735,879,325,310,290,563
6_3040,48,1542,49,654,494,364,889,784,899,340,329,297,525
6_3041,52,1562,55,678,506,400,923,829,933,337,338,322,553
6_3042,44,1627,55,713,510,408,908,804,914,343,350,326,564
6_3043,41,1653,64,748,556,397,970,905,972,354,362,334,584
6_3044,44,1600,74,701,530,400,1031,991,1033,376,412,376,568
6_3045,49,1662,54,723,536,368,914,792,893,343,331,338,576
6_3046,54,1668,62,732,536,409,916,818,995,381,358,331,564
6_3047,52,1548,57,643,476,391,956,836,928,348,356,315,559
6_3048,45,1534,54,663,497,368,912,818,938,333,332,310,588
6_3049,54,1583,50,708,508,368,880,732,935,354,332,287,545
6_3050,47,1593,63,685,528,406,963,858,930,373,386,351,590
6_3051,45,1628,56,698,530,365,886,776,912,349,338,324,563
6_3052,44,1540,53,665,507,394,911,803,930,331,361,316,572
6_3053,52,1597,59,710,538,388,967,894,913,350,335,307,558
6_3054,52,1577,51,681,515,387,908,762,932,345,338,300,531
6_3055,47,1545,55,655,501,385,929,795,953,351,350,292,572
6_3056,52,1563,57,658,499,406,965,788,1022,359,362,340,540
6_3057,47,1554,49,642,490,358,854,730,875,344,341,292,573
6_3058,45,1616,78,664,497,402,1015,982,1104,445,429,389,560
6_3059,49,1610,59,696,517,370,909,791,941,364,351,329,572
6_3060,53,1560,57,655,487,376,940,796,963,351,358,318,567
6_3061,42,1637,51,711,509,396,922,718,905,348,329,291,564
6_3062,47,1661,65,709,539,378,955,922,986,373,359,327,587
6_3080,48,1546,58,666,531,374,969,898,939,352,346,313,555
6_3081,53,1562,57,676,529,391,976,837,899,347,357,333,568
6_3082,41,1646,60,712,518,406,940,787,954,356,361,323,559
6_3083,50,1590,65,693,536,398,967,876,1001,381,383,344,543
6_3084,48,1604,56,696,514,374,924,812,923,358,349,314,547
6_3085,41,1593,55,699,522,358,899,782,960,351,355,309,555
6_3086,45,1675,61,724,541,410,943,801,962,369,360,294,548
6_3087,52,1532,57,668,524,377,933,865,929,356,339,308,549
6_3088,45,1537,74,641,494,408,1083,997,1093,405,387,361,574
6_3089,60,1618,54,725,519,394,885,760,913,346,344,306,564
6_3090,44,1566,57,659,501,360,930,817,936,369,338,311,550
6_3091,41,1730,64,771,546,410,883,776,994,430,385,311,570
6_3092,47,1567,60,668,522,372,957,869,1005,361,344,312,555
6_3093,45,1631,55,704,511,416,908,808,941,352,326,279,581
6_3094,51,1552,60,661,488,369,936,905,951,368,375,306,563
6_3095,53,1519,55,643,478,382,954,877,924,336,343,312,563
6_3096,52,1597,60,691,492,401,957,829,966,375,365,315,565
6_3097,46,1567,52,684,490,391,896,713,918,333,343,305,559
6_3098,50,1627,70,700,525,423,1000,905,1050,381,385,358,569
6_3099,46,1701,55,781,536,392,911,741,905,345,344,296,566
6_3100,50,1529,46,660,470,377,847,667,840,339,333,288,550
6_3101,63,1574,68,665,517,395,996,949,1002,374,362,348,594
6_3102,66,1552,65,657,523,390,990,952,958,359,366,310,565
6_3103,52,1636,70,725,547,415,1030,903,1008,391,391,379,564
6_3104,61,1559,55,693,539,357,911,864,922,346,348,311,554
6_3105,42,1647,66,714,533,392,926,888,1031,385,381,338,571
6_3114,60,1480,55,628,481,375,968,884,953,352,332,336,535
6_3115,67,1492,49,636,499,377,907,836,863,318,304,291,540
6_3116,63,1617,52,714,522,415,896,790,917,341,322,289,560
6_3117,63,1533,56,664,534,381,922,874,944,355,321,294,571
6_3118,63,1592,61,715,531,394,915,868,951,371,355,325,559
6_3119,67,1527,63,653,510,390,993,959,966,378,349,346,585
6_3120,61,1621,59,708,520,383,952,810,934,371,349,321,584
6_3121,66,1530,50,668,515,373,934,774,884,340,328,329,561
6_3122,64,1531,53,649,490,398,933,840,923,363,329,307,559
6_3123,66,1532,53,639,477,377,896,825,890,347,347,321,553
6_3124,67,1517,52,679,522,373,920,824,945,364,332,306,562
6_3125,66,1432,41,621,480,370,843,767,800,315,275,282,549
6_3126,63,1528,55,669,518,357,878,854,918,365,372,317,542
6_3127,41,1637,51,733,520,412,899,700,867,337,348,283,568
6_3128,48,1598,41,720,515,373,791,623,791,323,314,240,569
6_3129,62,1472,61,626,484,369,980,896,1012,381,370,367,550
6_3130,63,1537,60,654,493,399,962,855,947,376,385,317,559
6_3131,63,1480,44,620,487,391,890,749,837,315,309,311,564
6_3132,66,1544,57,677,509,391,957,891,939,358,352,328,559
6_3133,66,1530,57,637,509,357,978,902,941,370,323,314,568
6_3134,64,1578,80,656,480,403,1064,1074,1074,416,389,389,595
6_3135,64,1528,47,674,503,379,863,758,890,340,312,271,545
6_3136,49,1493,48,678,515,359,863,773,899,346,337,311,552
6_3137,66,1496,52,637,484,357,905,853,922,347,324,307,563
6_3138,69,1515,58,643,508,412,1008,928,955,360,345,316,551
6_3139,44,1587,65,665,510,404,1021,895,964,370,354,342,562
6_3140,44,1658,48,747,516,363,809,692,894,359,322,270,551
6_3141,60,1510,64,635,495,397,1033,977,976,368,364,363,569
6_3142,66,1505,64,624,500,411,981,924,967,380,393,360,579
6_3143,66,1557,61,663,502,400,997,924,944,377,379,301,567
6_3144,47,1553,56,660,481,398,971,822,888,346,360,316,542
6_3145,49,1642,61,732,529,409,960,839,928,341,370,317,573
6_3146,45,1593,57,677,509,386,949,785,910,369,342,311,569
6_3147,44,1590,51,680,505,404,865,713,929,355,334,286,550
6_3148,48,1624,49,746,530,384,865,683,858,344,341,258,548
6_3149,68,1515,60,645,523,384,959,884,968,371,348,351,569
6_3150,65,1517,56,630,495,380,934,873,953,359,341,326,562
6_3151,65,1552,59,679,516,399,970,917,945,346,342,332,570
6_3152,67,1509,52,651,509,375,911,876,908,341,350,311,564
6_3153,43,1683,62,733,529,377,880,763,985,388,378,298,590
6_3154,49,1553,66,688,511,405,1036,996,1007,356,348,346,563
6_3169,49,1634,51,724,507,410,862,691,905,344,339,288,550
6_3170,47,1604,53,700,526,390,907,769,932,334,324,315,536
6_3172,69,1478,57,647,501,374,927,922,962,366,348,335,545
6_3173,40,1661,59,722,523,411,947,841,972,357,344,294,557
6_3215,49,1585,47,665,503,382,833,669,852,341,333,298,558
6_3216,43,1615,48,736,525,394,814,694,858,342,332,273,556
6_3217,42,1592,49,681,515,384,867,699,914,338,328,295,549
6_3218,66,1595,62,685,536,430,1000,951,953,373,341,327,573
6_3219,67,1598,66,691,575,422,967,946,993,359,367,340,575
6_3220,47,1572,56,669,481,385,912,773,958,377,370,312,530
6_3221,45,1654,56,710,512,399,897,794,934,373,340,297,574
6_3222,43,1708,57,763,556,425,877,769,952,354,341,267,589
6_3223,44,1555,60,667,494,386,911,824,1032,382,366,323,556
6_3224,41,1649,67,725,544,394,939,855,1022,411,386,326,577
6_3319,41,1652,79,720,538,432,1059,978,1019,386,409,373,558
6_3320,66,1563,66,689,529,402,956,1000,994,383,382,328,584
6_3321,66,1518,58,648,502,399,981,916,901,339,340,352,575
6_3322,66,1512,57,624,488,397,962,861,901,343,351,321,542
6_3323,68,1549,47,701,520,398,861,694,893,349,344,282,553
6_3324,67,1532,53,667,483,350,912,884,908,343,320,304,569
6_3325,65,1570,67,669,539,387,1017,912,997,385,388,336,551
6_3326,67,1574,61,705,578,388,975,949,995,378,353,357,568
6_3327,66,1553,52,638,486,392,886,745,921,349,333,290,563
6_3328,65,1524,49,654,509,382,913,848,868,331,305,322,550
6_3329,68,1522,55,655,494,381,909,866,905,396,422,287,553
6_3330,69,1468,51,615,466,392,918,897,934,343,320,304,553
6_3331,69,1525,57,649,502,377,936,849,925,349,364,318,552
6_3332,68,1514,57,675,486,389,979,940,917,356,336,308,556
6_3333,68,1530,54,656,517,382,928,874,902,346,332,310,548
6_3334,69,1518,58,665,528,398,972,860,945,370,353,331,566
6_3335,69,1461,48,603,498,415,900,850,898,322,308,314,555
6_3416,66,1550,58,679,540,358,937,925,965,356,340,312,554
6_3417,65,1550,60,663,526,406,1043,961,923,330,320,316,559
6_3418,66,1570,54,650,501,366,928,827,901,353,331,313,553
6_3419,68,1568,63,666,538,377,982,899,957,377,359,324,580
6_3420,66,1521,58,646,478,382,905,846,992,388,349,329,556
6_3421,47,1488,42,635,478,362,815,660,819,316,315,277,549
6_3422,45,1632,54,721,521,391,925,759,905,349,347,283,555
6_3423,69,1494,46,646,496,390,864,802,854,334,298,290,533
6_3424,67,1487,70,606,493,372,977,1015,1121,414,409,364,572
6_3425,66,1503,69,627,495,390,1042,1053,1022,378,364,363,560
6_3426,69,1570,66,673,520,370,967,961,987,384,376,346,554
6_3427,69,1623,70,705,555,381,1043,984,988,399,379,313,582
6_3428,43,1593,51,692,512,381,887,761,885,326,336,285,548
6_3429,50,1654,70,692,549,427,1010,904,1000,374,389,331,578
6_3430,43,1549,51,658,497,378,895,780,895,339,343,294,562
6_3431,41,1594,56,681,504,384,874,778,958,371,366,314,562
6_3432,43,1568,54,665,504,374,916,754,913,369,347,317,545
6_3433,41,1704,61,762,557,411,945,739,951,372,378,304,582
6_3434,43,1528,47,645,509,374,839,746,892,338,331,283,534
6_3435,43,1611,58,732,514,421,952,796,955,350,352,319,582
6_3436,41,1545,53,673,498,379,891,769,933,359,364,315,543
6_3437,47,1550,52,646,497,390,905,716,935,346,330,342,563
6_3438,45,1558,57,680,498,396,911,847,931,360,366,325,541
6_3439,44,1537,60,673,502,402,964,953,958,358,355,347,552
6_3456,41,1666,52,715,525,400,855,684,890,346,337,315,573
6_3457,43,1620,51,692,496,383,901,777,877,336,320,299,569
6_3458,43,1578,59,630,486,375,937,802,937,343,359,340,595
6_3459,41,1557,64,670,489,399,982,894,1019,366,371,328,552
6_3497,44,1549,46,645,477,347,811,687,852,340,324,291,553
6_3498,45,1557,59,660,513,405,971,872,957,372,342,315,569
6_3499,40,1633,64,709,507,384,943,857,949,370,371,331,553
6_3500,40,1579,60,685,490,391,914,862,983,366,368,336,543
6_3501,43,1546,53,665,482,404,885,787,918,360,363,303,560
6_3502,42,1705,75,729,526,408,987,937,1035,405,400,336,589
6_3503,45,1636,69,715,507,415,1005,886,1008,376,401,341,565
6_3504,42,1603,64,665,509,406,1000,857,957,352,383,344,574
6_3505,41,1601,51,735,518,369,859,822,855,358,340,255,546
6_3506,48,1496,50,640,468,387,919,786,900,334,344,326,553
6_3507,42,1555,50,664,486,384,872,734,894,346,334,303,550
6_3508,45,1644,54,714,525,395,877,705,915,366,357,294,566
6_3509,49,1568,61,657,469,370,972,822,988,391,367,334,568
6_3510,48,1615,51,688,501,411,879,699,891,347,351,312,583
6_3511,47,1624,49,677,511,405,840,653,876,345,327,297,573
6_3512,49,1487,54,625,488,382,937,839,919,349,359,328,539
6_3513,43,1598,67,707,531,391,947,852,1024,372,395,350,574
6_3514,45,1594,57,698,512,402,897,782,944,353,353,305,558
6_3515,49,1574,62,663,519,395,979,877,980,366,347,340,566
6_3516,43,1561,54,682,507,385,929,788,919,361,358,324,556
6_3517,43,1626,55,707,509,425,909,773,909,340,344,305,570
6_3518,43,1673,52,726,515,394,807,754,892,337,352,287,576
6_3519,48,1609,58,702,531,366,950,804,928,359,361,317,563
6_3520,49,1528,62,656,486,390,955,889,1015,364,374,326,560
6_3521,48,1567,53,675,514,392,924,777,916,353,346,297,553
6_3522,44,1619,52,729,524,370,852,779,917,345,343,289,548
6_3523,47,1655,59,741,542,377,863,771,960,379,380,313,567
6_3524,43,1564,45,670,481,363,835,680,870,319,316,269,555
6_3525,41,1574,50,663,484,388,868,744,869,335,345,290,568
6_3526,41,1511,52,633,480,392,884,737,917,358,351,326,548
6_3527,41,1634,74,718,526,428,1060,924,1070,387,380,358,561
6_3528,44,1542,54,669,496,377,889,795,976,360,358,312,545
6_3529,43,1632,55,717,513,385,877,779,938,361,355,301,568
6_3530,43,1632,66,688,522,401,978,860,981,385,384,356,579
6_3531,47,1653,60,731,535,424,908,816,976,371,361,319,579
6_3532,44,1571,51,679,499,372,880,730,871,337,326,295,571
6_3538,47,1618,67,701,543,422,1024,887,1013,370,365,350,582
6_3539,50,1612,55,698,510,377,883,806,908,339,353,309,547
6_3540,43,1636,56,719,514,413,899,751,924,348,380,325,552
6_3541,44,1591,56,687,510,377,883,764,951,355,379,329,569
6_3542,49,1565,69,687,527,405,1027,912,1004,384,408,377,559
6_3543,46,1645,89,717,538,426,1170,1117,1134,395,403,371,576
6_3544,46,1552,58,676,498,374,941,866,961,366,376,326,550
6_3545,40,1628,56,704,517,415,900,724,918,348,296,315,574
6_3546,50,1554,47,696,495,373,847,762,887,338,321,280,545
6_3547,42,1621,54,719,529,380,871,748,924,371,373,320,565
6_3548,44,1559,51,679,506,382,863,728,911,367,347,308,553
6_3549,50,1505,57,642,474,369,908,845,992,380,364,304,553
6_3550,42,1643,63,709,541,415,952,910,968,358,365,364,567
6_3551,46,1593,47,685,500,390,836,716,884,322,310,269,559
6_3552,44,1583,54,715,516,389,896,795,926,360,341,285,550
6_3553,45,1573,79,664,521,412,1075,1034,1094,408,426,360,569
6_3554,40,1552,55,659,494,394,905,801,958,342,344,317,556
6_3555,47,1587,64,682,490,387,943,840,976,372,385,291,571
6_3565,41,1607,70,702,541,431,1007,873,1029,394,406,365,568
6_3566,44,1584,63,692,533,400,963,873,992,364,376,324,572
6_3567,43,1545,58,659,495,388,948,873,959,371,356,335,552
6_3568,49,1660,56,743,528,386,842,718,913,348,361,286,559
6_3569,40,1548,45,670,492,369,819,668,861,326,324,278,537
6_3570,44,1550,62,681,512,393,949,844,948,376,365,333,565
6_3597,46,1509,53,677,504,377,933,819,915,338,347,317,578
6_3598,44,1672,127,726,567,456,1296,1396,1418,461,456,435,612
6_3599,49,1567,60,691,510,387,971,829,966,367,358,337,555
6_3600,49,1604,56,720,547,414,926,788,960,359,334,324,561
6_3609,46,1585,52,692,513,398,932,758,895,347,330,324,556
6_3610,46,1554,48,678,498,389,889,720,883,343,321,295,543
6_3612,46,1564,51,687,501,376,875,736,927,344,331,319,547
6_3613,47,1622,53,770,510,386,877,754,908,342,346,286,563
6_3614,40,1686,72,823,531,420,988,824,1036,395,421,323,583
6_3615,40,1544,58,736,498,384,976,874,942,363,369,332,573
