id,age,height,weight,bellyCirc,waistCirc,wristCirc,neckCirc,ArmLength,ThighCirc,shoulderWidth,Hips,armfitCirc,inseam,bodyLength,headCirc,hipLength,bodyvalue,type
510e_3dm,40,156,52,73,72,13,30,51,51,39,94,30,70,22,56,23,227,40avgf
514e_3dm,50,148,50,79,73,12,29,48,55,35,91,39,62,25,54,25,241,50avgf
515e_3dm,50,158,56,82,77,13,31,55,54,39,91,32,75,25,55,23,247,50tf
516e_3dm,40,155,48,73,67,12,29,49,50,38,86,37,68,24,56,26,225,40avgf
517e_3dm,50,155,47,73,72,12,28,52,49,36,86,41,69,25,53,24,233,50tf
518e_3dm,50,155,54,81,76,13,29,53,51,40,92,36,70,24,53,25,247,50tf
542e_3dm,50,155,49,78,68,12,29,52,48,34,88,39,70,26,55,25,234,50tf
543e_3dm,50,150,53,80,81,13,32,50,49,38,86,35,66,25,55,24,249,50avgf
544e_3dm,30,155,49,70,69,12,29,50,51,39,87,40,66,25,55,26,228,30avgf
547e_3dm,40,156,48,72,72,12,29,53,47,37,87,35,72,20,53,22,227,40qf
548e_3dm,40,154,53,76,73,13,29,51,51,39,89,33,70,26,53,23,235,40avgf
549e_3dm,50,155,51,76,73,12,29,50,53,37,93,32,69,20,55,24,232,50avgf
552e_3dm,60,154,60,93,88,13,33,52,57,39,95,39,68,23,56,24,280,60qf
553e_3dm,50,159,64,91,85,13,35,51,51,40,92,44,69,29,56,25,284,50rtf
554e_3dm,50,150,54,86,81,12,30,51,54,36,91,35,66,25,54,24,256,50avgf
562e_3dm,60,152,57,90,85,13,33,50,52,37,94,36,65,24,56,25,268,60avgf
563e_3dm,40,155,53,81,78,12,30,53,51,40,91,33,70,26,56,22,245,40qf
564e_3dm,50,158,63,83,83,14,32,55,56,40,100,37,71,22,56,26,266,50avgf
565e_3dm,50,156,55,84,82,13,30,53,51,39,89,42,71,25,55,24,263,50tf
566e_3dm,50,159,62,90,88,13,29,53,52,39,96,38,73,24,54,24,278,50tf
567e_3dm,40,156,56,81,77,13,31,51,51,37,92,35,68,24,57,23,249,40avgf
568e_3dm,30,159,52,76,67,11,27,54,53,38,93,36,75,25,55,25,231,30avgf
569e_3dm,50,156,56,80,78,13,29,53,55,39,94,36,69,23,54,23,250,50tf
570e_3dm,50,153,58,89,88,14,35,50,50,37,87,42,69,25,55,23,277,50avgf
571e_3dm,60,151,48,78,73,12,31,53,49,39,86,45,67,26,54,24,244,60qf
572e_3dm,60,160,75,99,97,17,36,59,59,40,100,42,75,25,56,24,313,60qf
573e_3dm,60,147,65,97,95,14,35,52,55,37,97,42,65,29,56,24,299,60qf
574e_3dm,50,150,53,85,84,13,31,50,51,36,89,43,68,26,57,24,265,50avgf
575e_3dm,50,156,63,99,93,13,34,54,54,39,94,41,71,24,55,28,296,50tf
576e_3dm,40,151,62,88,87,13,32,51,58,40,99,45,65,30,54,23,282,40avgf
577e_3dm,40,160,58,80,80,13,30,55,52,38,92,45,71,26,55,25,263,40qf
578e_3dm,50,156,63,92,86,14,33,51,55,39,94,44,66,25,55,26,285,50rtf
579e_3dm,30,158,52,75,71,11,29,50,52,40,89,41,71,25,54,25,239,30avgf
580e_3dm,50,161,64,88,85,14,32,57,53,37,92,41,74,27,54,25,278,50tf
581e_3dm,50,149,51,80,78,12,29,47,52,38,88,36,63,22,53,25,245,50avgf
582e_3dm,60,148,38,64,59,12,27,48,40,35,79,35,62,24,53,24,196,60avgf
583e_3dm,50,149,49,78,79,12,29,49,49,40,89,34,65,21,55,20,240,50avgf
584e_3dm,40,153,45,67,64,11,28,52,46,39,84,36,66,23,55,26,212,40qf
586e_3dm,60,153,67,95,98,14,33,52,58,39,98,38,72,23,54,22,298,60qf
590e_3dm,40,154,54,78,74,13,30,51,50,38,91,41,64,23,55,25,247,40avgf
591e_3dm,40,154,53,79,75,13,29,53,53,39,91,35,68,24,56,25,242,40qf
592e_3dm,40,152,53,79,69,62,33,50,54,37,95,37,67,22,54,23,238,40avgf
593e_3dm,30,157,57,76,71,13,29,51,53,37,92,36,70,23,55,24,240,30avgf
594e_3dm,50,156,59,89,86,13,34,50,50,43,91,36,67,24,55,29,270,50avgf
595e_3dm,30,157,53,82,77,12,28,51,50,39,92,36,69,25,53,24,248,30avgf
596e_3dm,30,164,55,72,69,13,28,51,52,40,94,39,71,24,55,28,235,30avgf
597e_3dm,50,149,56,80,78,13,29,49,53,39,93,35,65,23,54,23,249,50avgf
598e_3dm,40,154,51,77,74,13,28,51,49,36,88,39,68,25,56,24,241,40avgf
599e_3dm,60,154,71,106,94,13,33,52,59,38,98,39,65,22,54,26,310,60qf
600e_3dm,60,150,53,85,80,14,33,51,52,36,89,40,66,23,55,22,258,60avgf
601e_3dm,50,158,73,100,94,15,36,55,60,39,101,36,71,24,57,25,303,50avgf
602e_3dm,50,154,53,88,85,12,31,53,50,33,89,39,67,23,52,24,265,50tf
603e_3dm,50,147,49,78,76,12,31,50,50,34,90,36,65,24,54,24,239,50avgf
604e_3dm,50,154,49,81,74,13,28,51,46,37,86,37,69,23,53,25,241,50avgf
605e_3dm,40,157,50,78,75,12,29,54,48,38,86,41,70,26,53,23,244,40qf
617e_3dm,40,154,53,74,69,13,30,46,51,38,92,41,66,27,55,22,237,40avgf
618e_3dm,60,149,46,85,76,13,30,48,42,37,82,44,64,29,56,24,251,60avgf
619e_3dm,40,160,49,74,69,12,29,51,51,39,88,41,74,24,56,21,233,40avgf
620e_3dm,40,156,48,75,71,12,30,52,49,35,86,44,69,26,57,23,238,40qf
621e_3dm,40,152,52,80,75,11,28,52,53,35,93,36,71,23,54,24,243,40qf
622e_3dm,40,157,52,78,72,13,30,51,49,38,86,37,71,26,56,23,239,40avgf
623e_3dm,60,151,58,89,88,14,31,53,51,38,90,34,68,22,57,23,269,60qf
624e_3dm,60,141,46,88,84,13,30,48,45,33,86,34,62,22,53,21,252,60avgf
625e_3dm,50,147,55,81,79,13,32,47,57,36,89,34,65,22,54,0,249,50avgf
626e_3dm,50,152,62,92,90,13,31,51,55,40,95,40,69,23,55,23,284,50rtf
627e_3dm,30,156,51,75,71,13,29,50,50,38,91,42,68,25,56,24,239,30avgf
628e_3dm,30,156,59,88,81,12,31,54,57,38,94,38,74,23,53,22,266,30avgf
629e_3dm,30,160,52,68,65,13,29,54,49,39,89,35,73,25,56,23,220,30sqllf
630e_3dm,30,155,47,66,66,11,28,53,45,38,85,39,68,24,55,24,218,30avgf
631e_3dm,30,160,54,74,71,13,29,54,51,37,93,39,71,25,57,25,238,30sqllf
632e_3dm,60,146,64,96,91,16,35,49,60,38,93,37,64,23,55,24,288,60avgf
633e_3dm,60,141,58,96,90,12,30,48,58,39,95,35,59,25,56,23,279,60avgf
634e_3dm,60,156,61,93,87,14,32,52,53,37,93,35,69,24,55,25,276,60qf
635e_3dm,50,154,63,94,88,13,32,52,55,37,93,38,70,26,58,22,283,50avgf
636e_3dm,50,160,65,85,88,14,32,54,53,39,91,38,71,24,55,23,276,50tf
637e_3dm,50,154,56,88,81,14,29,49,53,35,93,38,68,24,54,24,263,50avgf
638e_3dm,50,149,58,0,0,0,0,49,0,35,93,38,65,24,57,23,96,50avgf
639e_3dm,50,148,52,83,76,13,30,52,54,36,92,38,65,25,55,24,249,50tf
640e_3dm,50,150,57,84,79,14,31,50,54,37,92,36,67,24,57,23,256,50avgf
641e_3dm,50,164,67,94,90,14,33,54,52,38,92,33,72,22,55,26,284,50tf
642e_3dm,50,143,53,84,81,12,30,53,53,38,90,35,67,22,55,21,253,50qf
657e_3dm,60,146,54,89,86,13,33,50,52,35,93,45,63,29,55,23,274,60avgf
658e_3dm,50,159,54,81,75,13,29,54,50,38,92,44,72,25,55,26,254,50tf
659e_3dm,40,161,50,74,68,13,30,54,47,42,86,41,74,26,56,22,233,40qf
660e_3dm,30,153,46,68,66,11,28,49,48,36,87,33,68,24,55,22,213,30avgf
661e_3dm,20,160,45,63,59,12,27,52,45,41,88,39,74,25,55,22,206,20rtf
662e_3dm,40,148,59,81,83,14,32,50,56,38,93,39,65,27,57,23,262,40btf
663e_3dm,40,156,69,95,96,14,35,56,59,42,97,40,70,26,55,25,300,40qf
664e_3dm,20,155,56,79,78,13,31,52,51,40,91,33,70,22,56,23,246,20rtf
665e_3dm,30,158,50,76,69,12,29,52,50,37,91,40,69,24,53,25,235,30avgf
666e_3dm,30,160,55,78,77,13,27,53,52,34,90,39,73,23,54,24,249,30avgf
667e_3dm,40,165,64,89,84,14,33,54,56,39,96,37,74,23,56,25,274,40qf
668e_3dm,50,151,56,87,87,12,31,52,53,36,90,38,69,24,54,23,268,50tf
669e_3dm,30,159,55,77,69,13,30,54,52,35,92,44,74,27,55,25,245,30avgf
670e_3dm,50,155,49,77,72,12,29,50,51,37,89,38,70,23,54,24,236,50avgf
671e_3dm,40,160,66,93,87,13,29,54,57,38,100,37,70,25,54,26,283,40qf
672e_3dm,50,158,59,83,82,13,32,53,50,36,92,40,72,28,54,24,264,50tf
673e_3dm,50,151,57,83,86,14,32,51,51,36,90,39,68,27,55,24,265,50avgf
674e_3dm,50,157,59,87,85,13,33,50,49,38,87,44,69,29,55,24,275,50avgf
675e_3dm,60,154,59,91,84,13,32,53,53,36,91,48,69,31,55,25,282,60qf
676e_3dm,50,152,52,80,75,13,30,52,48,36,89,45,68,30,57,24,252,50avgf
677e_3dm,30,148,45,72,67,11,30,49,52,39,89,34,67,26,54,22,218,30avgf
678e_3dm,40,150,41,63,64,13,29,51,45,36,80,42,68,28,53,22,210,40avgf
679e_3dm,40,160,62,83,75,13,31,54,57,41,96,41,73,27,55,25,261,40qf
680e_3dm,40,153,59,75,70,13,31,47,55,38,96,35,64,22,57,25,239,40avgf
681e_3dm,40,153,57,86,79,13,29,53,54,40,92,39,69,23,55,24,261,40qf
682e_3dm,30,168,56,71,67,12,30,56,51,39,91,40,80,24,57,26,234,30avgf
696e_3dm,30,151,43,68,64,12,27,50,47,38,85,39,68,27,54,24,214,30avgf
697e_3dm,50,150,56,85,77,14,31,49,54,38,94,41,64,26,55,25,259,50avgf
698e_3dm,60,158,51,78,69,12,30,52,52,35,88,44,68,25,54,27,242,60qf
699e_3dm,40,159,69,88,87,12,34,51,57,40,99,41,67,29,56,26,285,40avgf
701e_3dm,60,157,63,97,95,15,36,54,52,40,91,40,71,26,53,24,295,60qf
702e_3dm,50,153,57,85,85,14,30,52,51,36,91,39,69,27,54,23,266,50tf
703e_3dm,40,145,54,81,84,13,33,51,48,37,88,38,63,24,56,23,257,40btf
704e_3dm,40,160,54,73,75,13,30,54,48,37,87,36,72,24,56,24,238,40qf
705e_3dm,50,156,71,96,93,15,34,53,55,41,97,35,67,22,55,27,295,50tf
706e_3dm,50,146,50,85,81,13,34,49,47,36,84,36,61,25,57,23,252,50avgf
713e_3dm,30,163,53,74,69,12,28,54,54,39,92,34,74,26,57,26,230,30avgf
715e_3dm,40,167,68,88,80,13,31,55,57,40,98,35,74,25,56,27,271,40qf
716e_3dm,30,154,46,74,69,12,27,51,47,40,86,43,69,26,53,22,232,30avgf
717e_3dm,60,159,57,82,77,14,30,54,52,38,91,42,74,27,53,23,258,60qf
718e_3dm,50,149,52,80,78,13,31,52,51,37,89,43,65,27,56,24,253,50avgf
719e_3dm,50,150,53,81,75,13,30,50,54,38,89,42,63,26,56,25,251,50avgf
720e_3dm,50,153,53,81,78,12,30,50,49,39,87,39,66,26,57,24,251,50avgf
721e_3dm,60,153,68,104,96,15,36,53,57,39,93,42,69,28,56,23,310,60qf
722e_3dm,30,161,57,81,74,12,28,54,54,41,94,46,72,27,55,26,258,30avgf
723e_3dm,40,153,61,84,84,14,32,52,55,38,95,44,68,28,56,25,273,40qf
724e_3dm,40,157,68,91,91,15,35,53,55,40,93,42,71,25,55,25,292,40qf
725e_3dm,60,159,66,97,93,14,34,55,54,42,96,43,73,26,57,25,299,60qf
726e_3dm,60,152,64,102,97,13,31,51,55,38,95,35,66,24,54,22,298,60avgf
727e_3dm,60,156,59,89,85,13,32,54,54,37,96,41,69,26,55,24,274,60qf
728e_3dm,40,164,68,89,80,14,30,55,58,41,101,38,72,24,56,27,275,40qf
729e_3dm,40,151,56,85,81,13,29,52,47,37,93,39,67,26,56,26,261,40qf
730e_3dm,50,152,52,84,77,12,29,52,50,36,88,40,70,26,56,21,253,50qf
739e_3dm,50,150,57,83,82,13,36,51,53,36,92,37,68,26,54,24,259,50avgf
740e_3dm,50,158,54,83,83,12,32,55,49,39,89,37,72,26,55,24,257,50tf
741e_3dm,50,153,42,75,66,10,28,51,45,36,82,36,69,28,54,22,219,50avgf
742e_3dm,50,157,55,85,81,12,29,54,51,40,89,39,71,24,53,25,260,50tf
743e_3dm,50,150,59,86,84,13,32,50,56,39,95,34,66,26,56,24,263,50avgf
744e_3dm,50,163,72,91,91,15,36,55,55,39,95,36,73,31,57,26,290,50avgf
745e_3dm,30,165,54,71,69,11,29,54,52,37,91,41,75,26,58,24,235,30sqllf
746e_3dm,50,156,64,0,0,0,0,52,0,36,98,36,71,25,56,25,100,50avgf
747e_3dm,40,149,51,79,76,13,31,49,51,37,88,40,66,24,55,23,246,40avgf
748e_3dm,40,152,63,89,81,12,31,50,63,35,107,39,66,24,54,26,272,40btf
749e_3dm,60,152,41,77,69,11,29,53,40,36,79,37,68,25,52,26,224,60qf
750e_3dm,30,161,53,74,66,12,31,53,53,40,90,38,74,24,57,27,231,30avgf
751e_3dm,30,154,50,73,67,12,28,51,49,36,87,39,69,28,55,25,229,30avgf
762e_3dm,60,158,52,81,76,12,30,53,49,40,90,39,71,29,56,24,248,60qf
763e_3dm,60,151,64,94,91,14,38,53,52,39,94,41,64,27,56,26,290,60qf
764e_3dm,60,148,51,87,80,13,31,49,48,37,85,45,66,27,54,24,263,60avgf
765e_3dm,50,160,70,99,92,14,35,55,55,39,94,41,71,28,59,26,302,50avgf
766e_3dm,40,160,70,96,90,14,33,58,57,39,98,38,71,24,56,26,294,40qf
767e_3dm,50,147,44,66,65,66,30,50,47,36,87,41,63,28,55,24,216,50avgf
768e_3dm,50,162,65,0,0,0,0,56,0,41,96,44,71,27,56,27,109,50avgf
769e_3dm,50,148,58,89,83,14,35,50,54,37,95,44,65,26,55,23,274,50avgf
770e_3dm,30,159,50,71,65,12,29,54,48,37,87,40,74,27,57,27,226,30tf
771e_3dm,50,156,62,94,87,13,35,53,53,41,92,41,68,23,57,25,284,50avgf
772e_3dm,60,155,64,92,91,13,34,52,54,41,93,41,70,25,56,23,288,60qf
773e_3dm,40,160,57,82,80,13,30,55,50,39,89,39,72,24,54,25,258,40qf
774e_3dm,50,155,61,92,83,14,31,51,54,40,97,39,68,24,56,26,275,50avgf
775e_3dm,30,157,61,75,70,12,32,53,61,38,98,37,71,25,57,26,243,30avgf
776e_3dm,60,154,54,83,76,14,31,51,50,36,93,41,67,23,57,26,254,60avgf
777e_3dm,30,162,55,75,65,12,28,54,53,40,94,38,76,27,57,28,233,30avgf
778e_3dm,60,148,54,86,82,13,33,51,53,36,91,39,66,30,55,24,261,60avgf
779e_3dm,30,155,46,70,61,11,34,52,48,39,87,37,70,25,54,26,214,30avgf
780e_3dm,30,165,55,71,65,12,30,54,54,40,94,43,72,24,55,31,234,30avgf
781e_3dm,50,159,75,108,100,14,32,53,61,37,101,36,70,33,58,26,319,50avgf
782e_3dm,50,156,52,81,78,12,29,53,46,37,87,40,71,25,56,25,251,50avgf
783e_3dm,50,154,68,95,91,13,35,52,58,40,103,44,69,26,56,24,298,50avgf
784e_3dm,40,155,58,78,75,13,33,51,55,37,97,40,67,26,57,24,251,40avgf
785e_3dm,30,161,52,74,67,13,31,57,49,41,90,41,76,26,56,25,234,30avgf
786e_3dm,50,152,52,81,78,14,31,54,47,39,88,40,69,26,55,24,251,50tf
788e_3dm,50,149,48,81,75,12,28,51,47,38,89,40,65,25,55,24,244,50avgf
789e_3dm,40,151,57,81,83,13,30,49,52,38,90,42,65,27,54,25,263,40btf
790e_3dm,30,156,60,85,80,13,34,51,57,40,97,40,71,24,56,23,265,30bqf
791e_3dm,50,154,59,88,87,15,33,52,52,36,95,38,67,26,56,26,272,50avgf
792e_3dm,50,154,58,81,79,13,34,51,55,40,96,45,66,25,57,26,263,50avgf
793e_3dm,50,154,64,97,93,14,31,52,51,38,94,38,68,25,56,0,292,50avgf
794e_3dm,50,159,62,93,89,13,34,55,50,39,94,36,71,26,55,25,280,50tf
795e_3dm,30,166,66,83,77,13,32,55,59,40,100,38,72,24,58,28,264,30tf
796e_3dm,60,158,73,104,100,18,38,53,58,38,99,38,69,26,57,27,315,60qf
797e_3dm,40,150,58,82,88,15,33,52,55,39,93,31,68,28,55,24,259,40qf
798e_3dm,50,162,66,94,81,15,36,54,58,40,101,41,73,26,59,29,282,50avgf
807e_3dm,60,146,64,100,98,15,32,51,58,34,95,39,64,21,55,23,301,60avgf
808e_3dm,60,155,73,102,99,17,37,54,61,41,103,39,68,26,57,25,313,60qf
809e_3dm,60,148,61,90,93,15,36,51,50,40,91,39,65,23,55,24,283,60avgf
810e_3dm,60,156,52,81,78,14,31,54,51,41,87,40,72,22,53,24,251,60qf
811e_3dm,60,145,44,86,73,14,31,51,46,36,85,38,65,28,53,25,241,60avgf
812e_3dm,60,148,58,96,87,16,36,52,55,34,95,36,68,27,55,23,277,60qf
813e_3dm,30,157,61,86,79,15,32,56,58,42,97,34,72,31,58,27,260,30tf
814e_3dm,30,154,59,83,76,14,30,51,61,38,101,41,67,26,55,30,259,30avgf
815e_3dm,50,150,50,81,72,15,32,51,54,36,89,40,68,23,55,25,243,50avgf
816e_3dm,60,150,72,108,104,16,37,51,62,39,102,41,68,27,54,24,325,60avgf
817e_3dm,30,164,55,75,67,14,32,53,56,39,92,41,74,26,56,33,238,30avgf
826e_3dm,60,148,65,102,99,16,37,52,57,42,98,38,66,23,58,24,304,60qf
828e_3dm,60,161,68,95,90,16,37,54,58,41,95,37,74,28,55,25,290,60qf
829e_3dm,60,152,57,89,90,15,32,51,51,37,93,33,64,27,55,25,269,60avgf
830e_3dm,60,147,48,86,78,14,31,50,50,37,88,38,62,24,55,26,250,60avgf
831e_3dm,50,142,46,82,79,14,30,49,50,34,86,37,63,27,53,24,244,50avgf
832e_3dm,30,158,59,79,72,14,33,53,59,37,95,37,70,27,57,26,247,30sqllf
833e_3dm,30,162,43,66,58,12,30,52,46,38,82,37,77,29,56,28,204,30avgf
834e_3dm,50,147,60,90,89,15,34,51,56,38,94,37,64,30,56,26,276,50avgf
835e_3dm,60,151,68,98,96,15,37,51,60,41,99,36,66,28,57,24,298,60avgf
836e_3dm,30,166,63,81,70,15,33,55,58,42,96,40,74,23,57,30,254,30avgf
837e_3dm,30,172,62,82,72,14,31,55,56,40,96,39,77,23,57,30,255,30avgf
838e_3dm,50,159,57,87,75,15,32,56,52,34,94,40,72,23,56,29,259,50avgf
839e_3dm,50,153,59,0,0,0,0,51,0,38,94,39,68,22,55,23,98,50avgf
840e_3dm,50,149,59,91,90,15,35,49,55,35,92,36,65,28,57,23,276,50avgf
841e_3dm,40,153,53,79,75,14,31,52,51,37,92,39,67,26,55,27,246,40qf
842e_3dm,60,157,63,87,88,16,35,54,55,40,93,39,70,27,54,23,277,60qf
843e_3dm,60,145,55,89,91,15,32,51,54,35,94,35,67,24,55,21,270,60avgf
844e_3dm,60,157,63,90,86,15,40,54,55,40,92,42,68,25,58,26,281,60qf
845e_3dm,60,146,54,89,92,16,33,50,51,38,87,34,62,27,58,23,269,60avgf
846e_3dm,60,148,60,86,85,17,35,52,58,39,100,33,64,25,58,22,264,60qf
847e_3dm,50,154,52,81,76,14,30,54,52,39,93,35,68,27,53,28,244,50tf
848e_3dm,30,160,58,80,73,15,31,51,57,38,92,36,70,29,57,27,247,30avgf
849e_3dm,20,158,54,75,66,14,30,51,55,40,94,38,68,25,55,31,233,20rtf
850e_3dm,60,161,63,91,85,16,37,54,57,40,95,43,72,28,56,26,282,60qf
853e_3dm,60,151,65,96,92,16,36,52,59,36,101,41,64,28,57,26,294,60qf
854e_3dm,60,159,70,101,100,15,34,58,59,38,100,41,71,27,54,25,312,60qf
855e_3dm,50,166,68,90,85,16,34,55,56,40,95,44,74,28,56,26,287,50avgf
856e_3dm,20,167,57,82,73,15,33,60,55,40,94,41,80,29,56,25,253,20btf
857e_3dm,40,155,50,76,70,15,30,55,52,36,90,41,69,26,54,25,237,40qf
858e_3dm,60,154,60,92,88,15,34,55,52,37,96,48,69,29,56,25,288,60qf
859e_3dm,60,154,49,86,74,14,31,52,50,39,90,41,65,26,55,29,250,60qf
860e_3dm,60,154,53,83,74,15,32,52,53,36,90,41,65,27,56,30,251,60qf
861e_3dm,50,156,58,91,87,14,32,54,53,38,93,37,71,24,56,24,273,50avgf
862e_3dm,50,146,53,93,87,15,32,50,49,38,88,41,64,26,55,23,274,50avgf
863e_3dm,50,144,43,82,75,13,29,48,47,33,84,46,63,29,54,23,246,50avgf
864e_3dm,30,162,61,82,74,15,32,57,59,41,97,40,75,25,59,28,257,30avgf
865e_3dm,30,157,43,67,61,13,31,51,46,34,84,40,71,28,57,27,211,30avgf
866e_3dm,60,155,57,88,84,15,32,56,52,33,92,45,72,27,55,24,274,60qf
867e_3dm,30,163,58,81,74,14,30,53,54,37,92,42,74,27,56,27,255,30avgf
868e_3dm,60,148,55,90,78,15,34,50,54,39,93,34,65,27,56,27,257,60avgf
869e_3dm,30,160,59,78,71,14,32,53,59,39,96,33,73,26,56,29,241,30avgf
870e_3dm,40,166,62,86,77,16,33,55,54,38,95,39,75,31,57,30,264,40qf
871e_3dm,60,151,51,79,72,14,31,52,51,39,88,37,65,26,55,28,239,60qf
874e_3dm,40,154,62,85,84,16,34,52,60,39,98,39,68,31,56,23,270,40qf
875e_3dm,40,158,80,105,103,16,35,55,67,41,110,41,74,27,56,22,329,40qf
876e_3dm,30,155,52,78,71,14,34,50,53,41,89,37,67,24,56,28,238,30avgf
877e_3dm,30,159,55,81,75,15,31,53,53,34,89,41,72,27,56,26,252,30tf
878e_3dm,40,156,60,82,75,16,32,54,56,41,96,43,70,26,57,27,260,40qf
879e_3dm,60,155,55,83,80,14,31,51,54,37,92,38,68,27,57,24,256,60avgf
880e_3dm,50,155,66,96,91,16,37,52,55,42,93,43,69,28,57,25,296,50avgf
881e_3dm,30,161,45,64,60,14,29,55,46,38,86,45,73,29,57,27,214,30avgf
882e_3dm,30,166,50,70,63,13,30,55,52,37,90,44,76,28,56,25,227,30avgf
883e_3dm,40,157,51,75,68,14,31,51,52,38,89,39,70,27,56,27,233,40avgf
884e_3dm,50,154,53,78,72,14,30,54,54,35,93,43,67,26,57,29,246,50avgf
885e_3dm,50,146,56,83,85,15,36,47,54,38,92,38,62,26,57,25,262,50avgf
904e_3dm,30,165,51,67,64,14,29,54,52,40,90,36,74,25,57,27,218,30avgf
905e_3dm,30,154,44,66,62,14,29,52,48,37,86,38,69,30,55,26,210,30avgf
906e_3dm,50,169,64,82,71,15,33,58,58,40,99,35,73,28,56,31,252,50avgf
907e_3dm,30,160,56,80,75,14,33,53,53,40,89,41,71,23,58,26,252,30avgf
908e_3dm,30,163,68,88,82,15,32,57,59,40,102,39,74,26,57,27,277,30avgf
909e_3dm,30,152,53,81,73,14,30,51,55,38,94,39,67,25,53,28,246,30avgf
910e_3dm,40,159,57,80,74,14,32,51,55,36,93,36,66,28,58,31,247,40avgf
911e_3dm,30,152,65,92,86,16,37,52,60,39,99,37,68,24,55,27,280,30avgf
928e_3dm,40,161,71,94,92,17,37,56,59,43,99,40,73,27,59,25,297,40qf
929e_3dm,30,167,50,73,66,13,28,59,51,38,90,36,80,25,56,26,225,30avgf
930e_3dm,30,159,50,76,68,12,30,52,51,38,90,38,70,24,55,30,232,30avgf
931e_3dm,30,149,42,67,69,13,28,51,48,35,84,43,68,28,53,21,221,30avgf
932e_3dm,40,152,52,77,74,14,31,52,53,34,93,40,67,25,57,26,243,40qf
933e_3dm,30,157,60,86,75,15,32,53,57,39,100,37,69,21,55,27,258,30avgf
934e_3dm,30,169,60,79,70,14,30,56,56,39,93,39,76,26,57,32,248,30tf
935e_3dm,30,159,53,79,68,14,31,53,54,38,91,35,70,27,53,29,235,30avgf
936e_3dm,50,148,58,92,92,14,32,53,56,36,92,36,66,27,54,23,278,50tf
937e_3dm,60,153,65,103,97,15,35,52,56,38,100,35,69,25,56,24,300,60qf
938e_3dm,60,156,76,109,104,17,38,57,58,43,100,41,70,28,56,25,330,60qf
939e_3dm,30,157,59,84,75,15,33,53,55,37,97,36,67,28,56,29,254,30tf
940e_3dm,30,154,56,86,79,14,30,51,52,38,92,38,69,28,56,25,259,30avgf
941e_3dm,30,159,60,82,76,15,31,53,56,37,97,37,69,29,55,30,255,30avgf
942e_3dm,30,164,54,70,62,14,29,54,56,37,94,41,75,25,55,28,227,30avgf
943e_3dm,50,152,64,98,89,16,34,53,56,38,100,43,67,26,55,23,294,50tf
944e_3dm,60,155,56,88,86,15,33,53,52,38,90,43,68,27,56,26,273,60qf
945e_3dm,50,161,63,84,85,15,33,55,56,41,98,40,72,25,56,25,272,50avgf
946e_3dm,20,163,54,76,69,14,30,55,52,39,92,45,74,28,55,28,244,20btf
947e_3dm,50,156,50,78,78,14,30,55,49,38,89,40,72,28,54,24,246,50tf
948e_3dm,30,163,51,72,65,13,30,54,51,41,91,41,74,28,55,29,229,30avgf
955e_3dm,30,152,50,70,63,14,30,50,55,39,93,29,68,18,55,27,212,30avgf
956e_3dm,30,152,63,87,81,14,33,49,63,38,101,34,65,24,57,29,265,30avgf
957e_3dm,30,158,47,69,67,13,28,51,51,37,88,32,73,21,56,25,215,30avgf
958e_3dm,30,158,51,73,65,14,30,51,54,39,91,43,69,26,55,28,232,30avgf
959e_3dm,30,153,46,70,63,13,29,52,51,38,88,42,69,27,55,24,221,30avgf
960e_3dm,30,151,48,77,72,13,31,51,50,35,87,44,68,29,52,28,241,30avgf
961e_3dm,30,163,59,82,77,14,32,55,54,39,93,42,74,26,56,28,260,30tf
962e_3dm,40,158,65,88,83,58,32,53,59,42,104,43,71,27,55,27,279,40qf
963e_3dm,40,152,63,93,92,14,33,53,58,38,98,44,68,30,56,24,292,40qf
964e_3dm,30,161,67,93,87,15,35,54,57,42,97,43,72,27,56,27,290,30tf
965e_3dm,30,155,49,70,67,15,31,50,50,39,86,43,68,26,56,25,229,30avgf
966e_3dm,30,158,60,86,82,14,31,52,56,37,94,44,69,27,54,24,272,30avgf
967e_3dm,50,159,80,105,100,17,39,54,62,39,100,39,71,27,58,28,324,50avgf
968e_3dm,60,154,68,103,99,16,38,53,53,39,93,36,66,28,57,25,306,60qf
969e_3dm,60,145,52,86,85,15,34,50,54,34,93,36,66,30,54,21,259,60avgf
970e_3dm,60,156,55,84,82,15,33,52,53,35,89,36,68,28,56,26,257,60qf
971e_3dm,30,158,53,74,68,13,32,53,54,39,93,38,70,27,59,27,233,30avgf
972e_3dm,60,150,53,88,83,16,34,52,49,38,88,40,65,27,57,27,264,60qf
973e_3dm,30,158,52,76,67,13,29,53,57,37,95,38,72,22,54,25,233,30avgf
974e_3dm,50,160,68,90,83,16,33,55,59,42,105,34,72,24,57,28,275,50avgf
975e_3dm,50,156,47,77,71,13,30,53,49,40,88,37,71,26,54,28,232,50tf
976e_3dm,40,147,49,77,75,14,31,49,52,37,87,39,62,24,55,28,240,40avgf
977e_3dm,40,156,54,75,70,14,30,51,55,35,92,41,68,23,56,29,240,40avgf
1005e_3dm,30,165,59,78,68,14,31,56,57,36,102,39,74,24,57,30,244,30avgf
1006e_3dm,30,151,51,80,71,12,31,50,54,37,90,38,66,23,56,28,240,30avgf
1007e_3dm,30,156,55,78,72,15,29,52,55,39,94,36,69,28,57,27,241,30avgf
