id,age,height,weight,bellyCirc,waistCirc,wristCirc,neckCirc,ArmLength,ThighCirc,shoulderWidth,Hips,armfitCirc,inseam,bodyLength,headCirc,hipLength,bodyvalue,type
10-F-3D0051,20,158,50,75,67,15,31,52,52,40,86,37,71,55,57,22,229,20rtf
10-F-3D0052,20,153,51,80,72,15,32,54,53,39,90,39,69,53,56,20,242,20btf
10-F-3D0053,20,161,59,81,71,16,30,55,58,40,93,38,75,57,56,23,249,20btf
10-F-3D0054,30,154,44,72,64,14,29,53,49,39,86,34,70,55,56,20,214,30avgf
10-F-3D0055,30,155,47,68,62,15,32,52,55,38,87,34,69,59,54,23,211,30avgf
10-F-3D0056,30,157,51,73,62,16,30,51,55,39,90,35,70,55,57,19,221,30avgf
10-F-3D0057,20,162,58,86,76,16,32,55,55,44,97,37,73,59,56,21,257,20btf
10-F-3D0058,20,155,52,74,67,16,29,50,55,40,92,38,67,57,54,20,231,20rtf
10-F-3D0059,20,174,70,88,77,17,35,59,60,42,101,42,82,62,61,23,277,20btf
10-F-3D0060,20,156,57,78,71,15,33,53,59,39,94,38,69,56,58,21,244,20btf
10-F-3D0061,30,161,55,75,66,17,31,56,56,39,92,38,73,57,56,21,234,30avgf
10-F-3D0062,20,160,69,88,77,16,32,55,62,41,105,43,70,61,58,22,277,20btf
10-F-3D0063,20,167,63,84,70,16,32,57,63,40,98,39,75,61,57,23,256,20btf
10-F-3D0064,20,161,56,81,67,16,30,53,57,40,97,39,71,60,55,22,243,20btf
10-F-3D0065,20,163,53,79,68,17,30,55,53,40,93,41,74,58,56,22,241,20btf
10-F-3D0066,30,164,54,73,67,18,30,58,54,36,94,36,75,57,58,21,230,30avgf
10-F-3D0067,30,161,48,72,60,16,30,56,54,40,91,36,72,58,55,22,216,30avgf
10-F-3D0068,30,156,51,78,69,15,30,53,54,36,91,36,72,54,56,20,234,30avgf
10-F-3D0069,30,156,52,73,66,16,31,51,52,35,90,38,69,55,55,20,229,30avgf
10-F-3D0070,20,156,56,84,74,16,31,53,56,37,95,39,72,55,55,21,253,20btf
10-F-3D0071,20,157,58,84,76,16,31,52,60,40,99,39,72,57,55,21,257,20rtf
10-F-3D0072,20,160,60,81,68,16,30,54,60,37,97,38,74,57,57,20,247,20btf
10-F-3D0073,30,157,55,75,67,17,31,56,58,40,92,39,70,56,59,21,236,30avgf
10-F-3D0074,30,158,55,72,67,17,32,56,57,41,94,37,76,53,56,19,231,30avgf
10-F-3D0075,30,156,48,76,68,16,30,51,52,39,90,37,68,55,54,21,229,30avgf
10-F-3D0076,30,165,51,77,66,16,31,55,53,41,91,37,73,58,55,21,231,30avgf
10-F-3D0077,20,165,58,78,73,16,31,55,57,38,95,39,71,61,60,23,248,20btf
10-F-3D0078,30,157,48,72,64,17,29,56,53,35,88,35,72,55,55,21,219,30avgf
10-F-3D0079,30,171,55,69,64,16,30,57,51,39,91,36,79,61,58,22,224,30avgf
10-F-3D0110,30,171,50,73,63,17,30,57,50,41,92,35,81,58,58,21,221,30avgf
10-F-3D0111,30,166,50,76,68,15,29,56,52,40,89,37,76,59,58,22,231,30avgf
10-F-3D0112,30,157,44,73,65,15,28,56,50,39,84,33,73,57,55,22,215,30avgf
10-F-3D0113,20,158,59,82,81,16,32,53,56,43,93,39,72,54,58,21,261,20btf
10-F-3D0114,20,171,57,78,71,16,31,56,53,44,93,39,79,61,56,21,245,20btf
10-F-3D0115,30,161,45,68,62,15,29,53,48,40,87,36,73,58,54,20,211,30avgf
10-F-3D0116,20,165,54,80,68,15,31,56,55,42,94,38,76,58,57,21,240,20btf
10-F-3D0117,30,153,41,69,63,14,28,50,48,38,84,34,70,55,54,20,207,30avgf
10-F-3D0118,20,162,66,85,78,17,34,53,63,40,104,39,71,59,59,20,268,20btf
10-F-3D0119,20,169,59,85,70,16,31,58,55,42,93,39,78,60,54,19,253,20btf
10-F-3D0120,20,169,79,95,83,19,38,53,64,45,105,47,73,63,59,24,304,20btf
10-F-3D0121,20,155,58,82,74,16,31,49,59,41,94,41,68,56,60,19,255,20rtf
10-F-3D0122,20,163,73,91,83,18,34,52,64,41,104,37,73,57,59,20,284,20rtf
10-F-3D0123,30,172,51,71,61,16,31,57,52,41,90,36,78,59,57,21,219,30avgf
10-F-3D0124,20,166,61,84,74,17,31,56,55,40,97,40,73,62,57,21,259,20btf
10-F-3D0125,30,156,46,66,60,16,30,49,54,37,89,36,69,56,57,21,208,30avgf
10-F-3D0126,20,165,61,86,74,16,31,52,60,41,99,39,72,58,58,21,260,20rtf
10-F-3D0127,20,155,52,78,64,17,30,51,55,41,93,39,69,53,56,22,233,20rtf
10-F-3D0128,20,166,60,84,73,16,31,56,59,38,95,40,76,57,58,24,257,20btf
10-F-3D0129,20,161,54,78,68,17,30,52,54,42,93,38,72,58,58,21,238,20rtf
10-F-3D0130,20,158,60,84,74,18,31,52,60,40,97,41,73,57,56,22,259,20rtf
10-F-3D0131,30,150,48,75,66,15,30,48,55,39,90,35,67,53,55,18,224,30avgf
10-F-3D0132,20,159,49,72,63,16,32,52,51,40,90,36,72,57,58,20,220,20rtf
10-F-3D0133,30,167,46,70,60,16,29,53,47,38,84,35,76,61,56,23,211,30avgf
10-F-3D0134,20,161,54,78,70,17,31,54,54,41,92,38,73,56,57,19,240,20btf
10-F-3D0135,20,170,70,92,82,18,33,55,64,47,101,41,80,59,57,20,285,20btf
10-F-3D0136,20,169,65,86,76,16,32,55,59,43,98,41,79,59,57,21,268,20btf
10-F-3D0137,30,166,52,74,65,16,30,56,51,42,90,38,77,57,55,20,229,30avgf
10-F-3D0138,20,157,46,74,63,16,31,51,52,41,88,35,73,55,55,20,218,20rtf
10-F-3D0139,30,160,57,84,75,16,32,51,57,39,95,39,74,55,56,19,255,30avgf
10-F-3D0140,30,165,51,77,65,15,31,53,53,41,90,36,74,60,55,22,229,30avgf
10-F-3D0201,20,168,59,80,71,16,32,55,53,42,95,38,74,61,57,22,248,20btf
10-F-3D0202,30,163,46,72,64,14,29,55,52,38,88,37,76,59,56,24,219,30avgf
10-F-3D0203,20,165,63,79,72,16,30,54,63,39,99,39,74,59,57,23,253,20btf
10-F-3D0204,20,158,55,80,74,16,34,53,57,39,91,41,70,58,55,22,250,20btf
10-F-3D0205,30,159,53,79,71,16,30,51,51,38,90,37,73,56,55,21,240,30avgf
10-F-3D0206,30,164,49,70,65,15,29,55,52,37,89,36,76,56,55,17,220,30avgf
10-F-3D0207,30,155,57,80,75,15,32,50,56,36,95,40,68,58,55,22,252,30avgf
10-F-3D0208,30,162,50,74,65,15,30,54,54,38,91,35,72,59,55,22,224,30avgf
10-F-3D0209,30,154,50,71,67,16,30,52,55,37,93,36,69,56,56,20,224,30avgf
10-F-3D0210,30,151,60,82,75,17,31,52,61,36,97,38,67,56,56,21,255,30avgf
10-F-3D0211,30,153,46,73,67,15,29,52,49,36,86,36,69,54,57,19,222,30avgf
10-F-3D0212,30,166,50,71,66,16,30,55,52,39,91,34,77,60,52,22,221,30avgf
10-F-3D0213,30,168,54,76,68,16,30,58,53,43,92,37,78,61,55,23,235,30avgf
10-F-3D0214,30,155,50,77,71,17,32,54,56,36,88,38,71,53,56,17,236,30avgf
10-F-3D0215,30,165,49,71,61,15,29,56,51,34,88,36,77,56,55,20,217,30avgf
10-F-3D0216,30,161,42,68,61,15,29,55,46,39,85,34,77,54,55,19,205,30avgf
10-F-3D0217,20,150,52,80,71,14,31,53,57,35,94,37,68,54,57,19,240,20btf
10-F-3D0218,30,157,45,63,60,16,31,50,52,38,86,32,70,56,56,22,200,30avgf
10-F-3D0219,20,156,59,78,70,16,32,55,63,37,98,38,72,58,57,21,245,20btf
10-F-3D0220,30,159,48,70,64,15,31,54,52,36,89,34,73,56,56,21,216,30avgf
10-F-3D0221,30,164,47,72,65,15,29,57,48,36,88,36,78,57,55,20,220,30avgf
10-F-3D0222,30,155,47,70,63,15,31,52,51,39,87,35,70,56,58,21,215,30avgf
10-F-3D0223,20,163,59,78,69,15,30,56,58,36,93,39,77,54,56,20,245,20btf
10-F-3D0224,30,162,54,74,65,17,31,54,56,37,90,37,73,60,59,24,230,30avgf
10-F-3D0225,20,165,79,88,87,18,36,56,66,42,106,44,71,63,57,19,298,20btf
10-F-3D0226,20,153,67,94,90,15,36,53,61,41,103,40,71,54,57,16,291,20btf
10-F-3D0227,20,157,54,78,69,16,31,54,56,38,94,38,71,56,54,22,239,20btf
10-F-3D0228,30,156,47,72,67,15,31,51,56,36,92,35,68,55,54,19,221,30avgf
10-F-3D0259,20,156,70,98,87,16,36,51,63,41,102,44,70,56,55,20,299,20rtf
10-F-3D0260,30,159,51,78,66,15,31,53,54,40,90,37,73,56,55,20,232,30avgf
10-F-3D0261,20,164,60,83,70,16,32,55,57,40,98,41,73,59,57,23,254,20btf
10-F-3D0262,20,161,56,78,70,17,32,54,54,39,91,40,72,58,54,21,244,20btf
10-F-3D0263,20,155,44,72,63,16,28,51,49,40,85,33,71,55,54,20,212,20rtf
10-F-3D0264,30,157,43,73,66,15,29,51,48,41,86,35,73,56,50,19,217,30avgf
10-F-3D0265,30,152,49,73,69,15,30,49,54,39,88,37,68,56,55,21,228,30avgf
10-F-3D0266,20,170,57,82,67,16,30,55,55,42,94,39,77,64,55,25,245,20btf
10-F-3D0267,20,166,53,76,68,17,31,56,48,38,90,41,77,59,56,22,238,20btf
10-F-3D0268,20,153,54,81,70,15,32,52,55,40,90,37,68,53,56,21,242,20rtf
10-F-3D0269,20,167,58,77,62,16,30,52,55,42,96,42,70,64,55,26,239,20rtf
10-F-3D0270,30,156,67,86,79,16,33,50,61,39,99,41,70,56,57,21,273,30avgf
10-F-3D0271,30,160,43,67,61,16,29,53,46,40,83,35,75,57,56,19,206,30avgf
10-F-3D0272,20,160,54,80,70,17,34,52,52,40,91,38,72,59,58,23,242,20rtf
10-F-3D0273,20,160,56,82,69,15,30,56,57,39,93,39,71,57,54,22,246,20btf
10-F-3D0274,20,157,54,80,70,16,31,51,55,40,93,39,69,61,55,22,243,20rtf
10-F-3D0275,30,162,50,77,63,16,32,52,51,37,88,37,74,57,57,22,227,30avgf
10-F-3D0276,30,156,58,81,73,16,32,51,59,39,97,40,70,55,56,19,252,30avgf
10-F-3D0277,20,159,57,80,67,16,31,53,56,40,93,39,71,59,55,23,243,20btf
10-F-3D0278,20,161,55,78,69,17,31,53,56,41,97,39,72,58,57,22,241,20btf
10-F-3D0279,30,158,50,74,65,16,31,53,54,40,89,35,73,58,54,22,224,30avgf
10-F-3D0280,20,160,57,84,73,16,31,53,58,42,97,40,75,58,55,22,254,20btf
10-F-3D0281,30,160,48,74,65,16,31,55,49,38,90,36,75,57,56,21,223,30avgf
10-F-3D0282,30,165,49,74,67,15,30,55,51,43,88,38,76,61,54,23,228,30avgf
10-F-3D0283,30,161,53,77,66,16,30,53,56,38,95,36,73,58,55,20,232,30avgf
10-F-3D0284,30,161,48,77,66,15,30,57,49,41,88,35,76,56,55,18,226,30avgf
10-F-3D0285,30,156,53,78,65,16,30,51,55,37,90,37,69,57,57,21,233,30avgf
10-F-3D0286,20,165,61,84,73,16,31,53,60,42,96,40,74,58,57,21,258,20btf
10-F-3D0287,20,167,62,88,74,16,31,53,58,39,100,38,74,59,58,23,262,20btf
10-F-3D0288,30,155,45,76,64,16,28,53,47,38,83,34,71,55,53,20,219,30avgf
10-F-3D0289,20,160,58,83,73,17,32,54,55,39,97,40,70,59,56,22,254,20btf
10-F-3D0290,20,157,56,82,73,17,32,50,55,42,91,38,72,54,54,19,249,20rtf
10-F-3D0321,30,153,47,79,66,17,30,52,49,39,88,37,69,54,53,19,229,30avgf
10-F-3D0322,30,154,59,83,71,17,32,50,59,39,99,38,65,57,57,22,251,30avgf
10-F-3D0323,30,153,46,69,64,15,29,50,50,37,88,34,68,56,56,21,213,30avgf
10-F-3D0324,30,161,48,68,59,18,30,53,55,38,87,36,73,57,55,22,211,30avgf
10-F-3D0325,20,162,61,86,77,16,33,55,56,42,96,43,74,57,57,22,267,20btf
10-F-3D0326,20,160,50,73,63,15,31,51,54,40,91,37,71,59,55,23,223,20rtf
10-F-3D0327,30,150,55,84,76,16,31,48,57,37,95,38,67,54,58,22,253,30avgf
10-F-3D0328,20,174,54,87,73,17,33,55,59,44,98,39,80,65,59,25,253,20btf
10-F-3D0329,20,156,65,82,70,15,31,48,57,42,96,37,69,56,54,20,254,20rtf
10-F-3D0330,30,152,43,72,59,15,29,49,50,36,83,34,68,56,56,21,208,30avgf
10-F-3D0331,20,154,57,86,74,17,32,50,58,41,92,38,70,56,57,21,255,20rtf
10-F-3D0332,20,162,58,81,69,16,31,54,57,43,94,38,73,59,57,23,246,20btf
10-F-3D0333,20,163,59,82,72,18,32,56,56,42,95,42,75,56,58,19,255,20btf
10-F-3D0334,30,168,48,75,65,15,30,57,52,40,88,37,79,58,56,21,225,30avgf
10-F-3D0335,20,157,54,74,68,15,31,52,55,40,91,40,70,59,55,23,236,20rtf
10-F-3D0336,30,152,43,70,58,15,31,49,50,35,84,34,73,53,55,19,205,30avgf
10-F-3D0337,20,165,61,80,69,18,32,55,56,41,97,38,76,58,59,22,248,20btf
10-F-3D0338,30,162,56,76,67,17,32,54,55,40,95,39,76,58,55,21,238,30avgf
10-F-3D0339,20,159,55,78,68,17,32,51,52,40,92,38,71,58,58,23,239,20rtf
10-F-3D0340,30,160,48,74,62,15,29,52,52,41,90,35,75,58,55,24,219,30avgf
10-F-3D0341,20,159,55,78,71,17,30,53,54,38,90,39,71,59,57,21,243,20btf
10-F-3D0342,30,167,51,74,63,15,30,53,52,42,89,37,75,61,57,23,225,30avgf
10-F-3D0343,20,163,62,79,79,16,31,55,58,42,98,38,75,59,56,22,258,20btf
10-F-3D0344,30,157,45,74,66,15,29,47,50,38,86,34,68,60,54,24,219,30avgf
10-F-3D0345,20,171,84,97,82,18,40,56,66,41,98,49,73,64,62,25,312,20btf
10-F-3D0346,30,163,52,77,66,16,31,55,51,40,91,39,75,59,59,22,234,30avgf
10-F-3D0347,20,173,66,84,73,16,33,59,58,43,102,39,81,62,58,23,262,20btf
10-F-3D0348,20,161,63,87,76,17,33,53,60,41,98,41,70,60,57,22,267,20btf
10-F-3D0349,20,155,49,77,68,16,31,50,50,41,87,37,69,55,57,18,231,20rtf
10-F-3D0380,20,158,62,84,77,17,33,55,59,37,97,40,67,60,58,19,263,20btf
10-F-3D0381,30,155,53,78,76,15,33,52,57,35,91,37,66,58,57,22,244,30avgf
10-F-3D0382,20,162,58,76,73,15,31,56,52,37,93,39,71,60,56,22,246,20btf
10-F-3D0383,20,159,55,90,70,16,32,55,58,37,95,37,67,58,55,23,252,20btf
10-F-3D0384,30,157,50,73,67,14,30,52,53,36,88,35,72,57,55,21,225,30avgf
10-F-3D0385,20,161,60,82,74,17,32,53,60,39,100,38,71,59,57,23,254,20btf
10-F-3D0386,20,163,59,83,73,16,32,58,58,36,93,38,74,58,57,24,253,20btf
10-F-3D0387,30,159,49,74,65,14,29,52,54,34,90,37,72,54,55,20,225,30avgf
10-F-3D0388,30,158,47,69,64,15,29,54,53,35,88,36,72,56,55,20,216,30avgf
10-F-3D0389,30,159,49,70,65,17,30,54,52,40,88,35,73,55,56,19,219,30avgf
10-F-3D0390,30,154,48,67,63,17,30,52,55,37,89,35,69,55,53,21,213,30avgf
10-F-3D0391,30,162,57,74,65,17,32,54,57,40,91,37,71,59,57,22,233,30avgf
10-F-3D0392,20,165,55,79,72,16,33,59,53,38,90,34,75,56,57,19,240,20btf
10-F-3D0393,20,160,57,79,68,16,30,55,55,37,93,40,71,58,55,22,244,20btf
10-F-3D0394,30,163,50,72,65,16,30,56,56,37,98,35,75,60,56,22,222,30avgf
10-F-3D0395,20,164,58,88,68,16,31,53,58,36,95,38,73,60,55,23,252,20btf
10-F-3D0396,30,164,55,73,66,17,31,55,57,32,96,41,72,60,56,23,235,30avgf
10-F-3D0397,20,158,57,84,75,16,31,53,59,36,94,41,71,55,54,20,257,20btf
10-F-3D0398,20,164,60,78,70,15,32,54,58,37,93,40,74,57,53,21,248,20btf
10-F-3D0399,30,156,50,73,66,15,31,52,59,38,90,38,69,58,54,21,227,30avgf
10-F-3D0400,20,164,54,79,69,16,32,57,53,38,93,37,75,58,56,21,239,20btf
10-F-3D0401,30,149,46,73,65,15,28,50,53,36,88,36,65,56,56,20,220,30avgf
10-F-3D0402,30,160,63,68,62,17,33,53,59,37,88,36,71,57,54,22,229,30avgf
10-F-3D0403,20,157,48,85,77,15,30,54,55,36,98,40,70,59,55,22,250,20btf
10-F-3D0404,20,168,71,90,80,17,34,58,64,38,104,42,77,58,57,20,283,20btf
10-F-3D0405,20,163,57,79,70,17,33,55,60,37,94,40,73,59,55,21,246,20btf
10-F-3D0406,30,158,49,78,68,16,30,53,56,36,89,34,69,59,54,23,229,30avgf
10-F-3D0407,20,167,57,77,70,18,30,57,58,40,96,38,77,59,56,21,242,20btf
10-F-3D0408,30,152,53,79,83,17,33,52,53,36,89,39,67,54,56,18,254,30avgf
10-F-3D0409,30,155,51,74,68,15,31,55,51,36,88,36,74,54,55,20,229,30avgf
10-F-3D0410,20,157,62,87,80,15,34,55,59,39,98,40,71,56,55,20,269,20btf
10-F-3D0411,30,162,52,75,70,15,31,55,55,38,91,36,72,57,58,21,233,30avgf
10-F-3D0412,30,167,56,73,65,16,31,54,54,40,94,35,73,61,61,23,229,30avgf
10-F-3D0413,30,158,44,71,64,15,29,52,48,35,83,34,71,57,54,19,213,30avgf
10-F-3D0414,30,155,46,75,66,15,29,54,52,35,87,38,72,52,52,20,225,30avgf
10-F-3D0415,30,155,54,80,71,15,32,52,56,35,91,37,69,56,55,22,242,30avgf
10-F-3D0416,20,155,53,79,72,16,32,53,53,35,91,39,68,56,56,21,243,20btf
10-F-3D0417,20,162,58,83,70,17,33,55,56,40,94,38,73,57,58,21,249,20btf
10-F-3D0418,30,154,46,75,64,15,30,53,51,35,88,35,70,55,53,21,220,30avgf
10-F-3D0419,20,166,62,83,75,16,34,57,59,41,98,42,73,60,57,21,262,20btf
10-F-3D0420,30,153,53,79,61,16,32,54,61,38,96,37,67,56,56,22,230,30avgf
10-F-3D0421,30,156,46,73,63,16,29,54,57,35,88,37,70,55,54,21,219,30avgf
10-F-3D0422,30,163,51,77,67,16,32,56,51,34,90,39,73,60,56,22,234,30sqllf
10-F-3D0423,20,164,55,76,68,16,31,57,53,42,91,38,74,59,57,22,237,20btf
10-F-3D0424,30,164,48,67,61,15,29,57,52,38,88,36,74,57,53,19,212,30avgf
10-F-3D0425,30,171,53,74,67,15,30,58,53,39,92,37,79,61,57,22,231,30avgf
10-F-3D0426,20,162,66,83,76,18,34,55,59,40,101,42,70,59,56,20,267,20btf
10-F-3D0427,30,149,65,89,83,17,33,51,64,35,99,47,67,54,54,19,284,30bqf
10-F-3D0428,30,157,54,79,71,16,30,52,57,38,94,37,69,56,56,22,241,30avgf
10-F-3D0429,20,154,53,79,70,16,32,54,54,38,93,40,68,56,55,22,242,20btf
10-F-3D0430,20,159,54,79,68,15,32,55,54,39,91,38,69,56,56,20,239,20btf
10-F-3D0431,30,166,54,74,64,16,30,57,54,42,92,39,76,60,55,22,231,30avgf
10-F-3D0432,30,159,49,68,61,16,29,53,54,36,89,36,69,59,55,22,214,30avgf
10-F-3D0433,20,154,44,69,62,15,31,51,49,40,84,35,69,54,55,20,210,20rtf
10-F-3D0434,30,156,51,76,65,15,33,54,56,33,93,38,70,57,55,22,230,30avgf
10-F-3D0435,20,169,58,86,75,16,33,59,57,39,97,39,76,61,58,23,258,20btf
10-F-3D0436,30,171,54,75,65,17,30,56,52,37,89,37,76,62,56,23,231,30sqllf
10-F-3D0437,30,153,49,76,69,16,29,54,55,34,89,36,70,54,52,21,230,30avgf
10-F-3D0470,30,160,67,89,84,18,34,54,59,38,95,47,69,58,57,21,287,30tf
10-F-3D0471,30,159,50,66,61,16,30,50,56,36,91,37,67,58,55,20,214,30avgf
10-F-3D0472,30,161,48,71,67,15,31,56,49,37,85,37,76,55,55,19,223,30avgf
10-F-3D0473,30,151,60,84,78,17,32,53,60,38,93,40,67,54,57,20,262,30tf
10-F-3D0474,30,170,67,92,85,16,37,62,56,38,92,43,80,55,59,22,287,30tf
10-F-3D0475,30,157,53,83,76,15,31,54,55,39,90,35,73,54,56,21,247,30sqllf
10-F-3D0476,30,159,64,93,80,17,34,54,57,38,98,40,71,60,58,23,277,30tf
10-F-3D0477,30,168,52,74,66,15,31,57,51,36,91,37,77,57,56,17,229,30sqllf
10-F-3D0478,30,168,57,77,68,15,31,57,56,38,93,37,74,62,57,21,239,30sqllf
10-F-3D0479,30,148,51,81,73,15,30,49,56,36,92,38,64,54,54,19,243,30avgf
10-F-3D0480,30,159,59,87,77,16,32,57,60,39,99,39,73,56,55,19,262,30avgf
10-F-3D0481,30,161,61,86,79,17,32,53,59,37,96,41,70,60,56,25,267,30tf
10-F-3D0482,30,157,47,73,67,15,30,54,50,36,88,36,70,59,54,24,223,30avgf
10-F-3D0483,30,162,46,68,61,15,29,55,50,37,89,35,73,58,54,21,210,30avgf
10-F-3D0484,30,166,52,75,67,15,32,58,51,36,90,38,77,59,55,23,232,30avgf
10-F-3D0485,30,149,51,83,75,15,32,51,57,34,92,38,65,54,54,19,247,30avgf
10-F-3D0486,30,155,55,82,78,16,32,54,59,37,97,39,67,57,56,20,254,30tf
10-F-3D0487,30,164,66,85,74,17,33,55,61,37,102,42,75,59,57,22,267,30tf
10-F-3D0488,30,155,52,80,69,15,30,54,53,32,92,37,66,57,54,22,238,30avgf
10-F-3D0489,30,154,48,74,66,15,29,52,57,35,91,36,66,56,53,22,224,30avgf
10-F-3D0490,30,159,51,74,67,15,30,51,55,37,90,36,69,59,57,20,228,30avgf
10-F-3D0491,30,151,52,82,73,15,32,50,54,39,92,36,64,58,54,23,243,30avgf
10-F-3D0492,30,155,55,83,73,17,33,53,55,37,90,43,67,56,56,21,254,30tf
10-F-3D0493,30,151,69,91,83,18,31,51,66,33,104,43,68,52,55,19,286,30bqf
10-F-3D0494,30,160,49,73,66,15,32,55,51,36,89,35,74,57,54,23,223,30avgf
10-F-3D0495,30,160,68,95,87,16,37,53,57,42,95,45,70,62,57,21,295,30tf
10-F-3D0496,30,150,72,102,92,17,35,52,65,38,104,46,62,56,59,18,312,30bqf
10-F-3D0497,30,152,53,82,73,17,33,51,57,35,89,39,68,53,56,19,247,30avgf
10-F-3D0498,30,157,51,77,71,16,32,55,53,37,88,39,72,56,55,19,238,30avgf
10-F-3D0499,30,156,72,97,90,18,40,56,62,39,99,45,68,57,56,23,304,30tf
10-F-3D0559,30,154,51,80,70,16,31,51,53,38,89,39,69,57,55,21,240,30avgf
10-F-3D0560,30,157,53,77,67,16,30,53,60,34,92,40,71,54,57,19,237,30sqllf
10-F-3D0561,30,159,46,72,62,15,30,53,50,37,87,37,70,59,58,22,217,30avgf
10-F-3D0562,30,159,57,80,73,16,31,52,58,37,93,37,70,57,57,22,247,30avgf
10-F-3D0563,30,159,51,81,70,15,29,52,54,39,92,37,70,61,57,24,239,30avgf
10-F-3D0564,30,158,52,74,68,16,31,53,54,37,90,37,70,56,57,19,231,30sqllf
10-F-3D0565,30,164,82,107,94,18,35,57,64,40,106,50,74,57,60,20,333,30tf
10-F-3D0566,30,160,52,74,68,16,30,53,54,37,90,37,70,58,57,20,231,30avgf
10-F-3D0567,30,162,55,77,65,16,32,55,59,39,89,36,71,59,58,22,233,30sqllf
10-F-3D0568,30,161,59,79,68,15,31,54,58,37,90,37,73,59,59,22,243,30sqllf
10-F-3D0569,30,155,55,85,71,16,31,50,61,40,94,38,72,56,55,20,249,30avgf
10-F-3D0570,30,165,70,87,78,17,35,56,61,40,100,42,74,61,59,23,277,30tf
10-F-3D0571,30,152,45,75,64,15,30,50,50,33,87,37,65,56,55,21,221,30avgf
10-F-3D0572,30,160,55,81,74,16,32,52,58,37,94,38,71,59,56,21,248,30avgf
10-F-3D0573,30,161,56,80,67,16,30,54,62,37,92,40,73,58,56,22,243,30sqllf
10-F-3D0574,30,163,57,80,70,15,31,57,60,37,94,38,75,57,56,21,245,30sqllf
10-F-3D0575,30,166,55,79,71,15,30,54,54,42,91,37,74,60,59,22,242,30sqllf
10-F-3D0576,30,159,58,84,76,16,30,56,60,38,93,40,73,58,57,21,258,30tf
10-F-3D0577,30,154,48,78,69,15,32,54,54,39,90,39,69,58,55,20,234,30avgf
10-F-3D0578,30,156,41,72,65,16,30,51,49,39,82,36,71,57,52,20,214,30avgf
10-F-3D0579,30,154,46,72,64,15,30,51,53,39,87,35,71,53,56,18,217,30avgf
10-F-3D0580,20,158,67,93,80,16,33,53,64,41,105,42,68,60,58,24,282,20btf
10-F-3D0581,30,163,62,86,73,16,32,56,66,41,98,40,74,59,58,23,261,30tf
10-F-3D0582,30,169,72,93,79,17,33,60,60,42,102,44,76,61,58,24,288,30tf
10-F-3D0583,30,161,58,83,73,17,31,55,56,40,92,39,73,59,55,23,253,30avgf
10-F-3D0584,30,155,48,77,67,15,31,50,52,37,88,37,69,57,56,21,229,30avgf
10-F-3D0585,30,159,57,88,80,16,36,54,56,40,92,39,71,59,57,22,264,30tf
10-F-3D0586,30,156,46,70,61,17,30,52,48,37,84,35,69,58,57,22,212,30avgf
10-F-3D0587,30,159,44,73,64,16,29,53,54,38,86,34,72,57,54,22,215,30avgf
10-F-3D0588,20,171,57,78,68,17,32,57,57,41,95,37,79,62,57,22,240,20btf
10-F-3D0589,30,149,44,71,64,15,29,49,57,35,85,34,63,54,55,20,213,30avgf
10-F-3D0590,30,156,57,84,69,17,32,54,61,36,100,40,67,61,56,26,250,30tf
10-F-3D0591,30,159,53,80,70,15,30,53,61,39,91,39,74,56,55,22,242,30avgf
10-F-3D0621,30,157,72,100,96,16,36,53,61,40,103,44,69,59,56,18,312,30tf
10-F-3D0622,20,167,57,78,69,16,32,54,58,40,96,38,75,61,55,24,242,20btf
10-F-3D0623,30,155,45,77,65,14,29,52,51,40,89,33,69,55,55,20,220,30avgf
10-F-3D0624,30,166,52,83,69,15,31,55,51,41,88,36,76,60,56,22,240,30sqllf
10-F-3D0625,30,163,67,87,77,17,34,53,62,43,107,40,73,60,57,24,271,30tf
10-F-3D0626,30,159,62,90,81,17,33,54,57,37,93,39,73,55,56,19,272,30tf
10-F-3D0627,30,156,49,76,67,15,31,54,54,39,90,35,72,54,55,20,227,30avgf
10-F-3D0628,30,158,57,85,78,16,33,51,53,41,91,38,69,58,57,19,258,30avgf
10-F-3D0629,30,159,66,87,82,17,34,54,59,44,98,41,70,58,53,21,276,30avgf
10-F-3D0630,30,155,57,85,73,17,33,51,56,40,95,39,69,57,56,21,254,30avgf
10-F-3D0631,30,164,51,74,67,16,29,55,52,42,92,35,76,57,56,21,227,30sqllf
10-F-3D0632,30,159,55,78,71,15,31,53,57,41,91,38,71,58,55,20,242,30avgf
10-F-3D0633,30,160,55,73,66,16,33,55,59,42,92,36,74,56,56,18,230,30sqllf
10-F-3D0634,30,161,50,73,66,15,31,55,52,38,91,35,74,55,55,20,224,30avgf
10-F-3D0635,30,158,66,95,82,15,31,54,63,39,108,40,69,58,55,22,283,30avgf
10-F-3D0636,30,162,54,79,72,16,33,53,50,39,87,40,72,57,56,21,245,30sqllf
10-F-3D0637,30,150,45,78,69,15,28,50,50,40,84,33,69,51,53,17,225,30avgf
10-F-3D0638,30,157,53,77,70,17,33,52,55,42,91,37,67,59,56,24,237,30avgf
10-F-3D0639,30,150,51,84,72,16,31,49,56,39,93,39,67,54,54,21,246,30avgf
10-F-3D0640,30,167,57,79,69,16,31,56,57,39,92,38,77,60,57,24,243,30sqllf
10-F-3D0641,30,159,70,97,86,17,33,52,67,41,103,41,72,57,56,18,294,30bqf
