age,height,weight,bellyCirc,waistCirc,wristCirc,neckCirc,ArmLength,ThighCirc,shoulderWidth,Hips,armfitCirc,inseam,bodyLength,headCirc,hipLength,bodyvalue
60,166,55,78,80,17,34,58,49,40,88,35,75,25,58,24,193
62,157,61,85,87,17,35,52,52,39,89,36,66,23,55,25,208
59,161,68,93,92,18,39,55,59,45,95,36,69,30,55,27,221
26,167,70,80,77,18,37,55,58,46,96,36,74,29,59,27,193
23,168,66,84,81,16,36,59,59,44,93,40,76,28,57,26,205
23,176,84,95,91,16,39,60,69,45,105,40,79,29,57,29,226
21,169,59,72,70,15,37,54,57,41,91,36,74,24,58,26,178
25,170,64,76,75,17,35,59,57,40,94,38,77,25,57,26,189
21,184,70,80,77,16,35,64,58,45,97,33,85,25,56,27,190
24,175,71,82,78,15,35,57,65,44,95,35,76,28,58,29,195
42,161,56,79,77,16,34,55,51,42,88,36,71,28,55,28,192
32,170,74,88,87,15,38,57,61,42,98,39,78,26,58,26,214
30,168,54,73,72,16,33,57,49,39,86,32,76,26,58,25,177
19,178,109,112,104,18,44,63,75,43,117,35,82,28,60,29,251
19,164,56,73,71,15,35,55,55,43,100,34,72,28,57,27,178
57,159,74,98,98,17,43,54,64,39,98,35,65,31,58,31,231
18,172,91,99,95,17,40,58,68,47,109,34,74,28,62,31,228
42,168,66,90,87,16,38,57,62,42,95,34,75,28,57,27,211
65,164,64,87,87,16,38,55,55,38,95,35,72,29,56,29,209
26,171,63,77,75,16,36,56,55,44,91,36,75,29,59,28,188
25,174,75,83,81,17,37,60,58,46,98,33,80,28,60,25,197
25,174,67,79,78,16,36,59,56,44,94,37,79,30,57,26,194
42,166,71,92,91,18,37,56,57,41,99,36,73,28,57,27,219
50,169,76,96,97,17,37,57,66,42,98,39,69,29,58,31,232
25,177,95,97,99,17,41,60,71,49,104,36,80,26,60,26,232
25,175,56,71,69,16,35,58,51,44,88,36,78,25,58,27,176
36,177,78,92,91,16,38,57,62,44,102,34,79,28,58,28,217
62,163,78,101,100,17,41,56,63,42,100,30,73,23,58,25,231
25,167,68,77,75,17,41,59,58,45,93,36,77,29,58,25,188
18,165,54,74,72,16,35,57,52,43,89,33,76,29,57,25,179
18,174,61,70,68,16,35,57,54,41,90,40,77,28,60,27,178
18,170,65,81,79,16,35,57,57,43,95,36,76,25,58,26,196
18,180,87,91,87,18,38,59,67,46,105,35,79,28,57,31,213
19,177,62,78,74,16,35,58,57,43,94,35,80,29,56,28,187
18,162,55,69,67,15,35,53,54,43,89,33,73,25,58,24,169
29,167,51,67,66,15,34,55,49,43,84,35,72,23,57,26,168
55,167,62,86,82,16,37,56,53,41,92,33,73,28,56,27,201
29,167,60,78,77,15,36,53,52,45,89,37,73,27,57,26,192
25,171,73,84,83,16,40,59,60,43,94,42,77,27,58,25,209
47,170,81,93,92,18,40,59,62,45,100,46,73,32,58,32,231
32,171,69,87,84,16,38,58,60,42,96,44,78,27,59,26,215
9,131,29,63,61,13,27,44,47,32,70,42,58,31,53,23,166
25,169,74,84,82,17,39,55,61,45,98,36,73,23,61,27,202
25,177,84,81,81,17,39,63,63,47,100,34,77,29,58,32,196
16,172,78,86,84,17,36,58,62,46,100,36,77,31,58,27,206
16,173,57,70,68,16,33,59,51,44,89,35,81,29,55,28,173
16,175,63,75,72,16,36,57,54,47,90,41,79,26,57,27,188
47,166,77,89,89,18,40,55,63,43,99,40,70,26,59,28,218
17,175,57,73,70,15,32,61,54,42,89,44,84,27,55,26,187
17,174,54,68,66,16,32,59,48,39,85,49,80,28,56,22,183
17,171,60,73,72,16,34,58,51,43,91,40,79,27,56,25,185
44,175,73,85,83,16,38,57,57,42,99,41,77,26,59,28,209
29,178,89,96,94,17,41,60,64,42,102,36,78,28,59,30,226
29,169,79,95,95,16,41,57,62,42,100,38,75,29,57,28,228
29,162,68,83,82,15,36,54,60,41,98,36,73,28,57,26,201
28,164,59,77,78,15,36,56,53,44,92,36,74,27,57,25,191
42,168,68,78,77,17,38,57,58,43,94,36,74,28,57,26,191
9,128,30,67,63,13,29,42,48,33,69,41,55,26,54,21,171
22,175,67,76,74,16,38,58,55,47,95,31,75,26,59,28,181
49,169,74,89,88,17,38,57,56,42,96,43,74,27,58,28,220
21,167,58,75,73,15,37,56,54,41,90,40,75,28,57,26,188
29,171,75,89,86,17,39,59,60,43,98,41,75,27,58,27,216
19,166,69,82,80,16,36,55,59,43,97,39,71,25,59,26,201
23,172,62,72,71,16,36,59,53,44,90,36,78,27,59,26,179
44,170,72,90,86,17,38,56,60,41,99,35,74,28,57,27,211
29,169,98,103,103,18,47,55,75,46,110,42,71,25,60,28,248
29,175,62,71,70,16,36,60,50,47,88,40,78,26,60,27,181
35,169,70,85,86,16,41,58,58,45,94,41,76,26,58,26,212
31,168,51,70,68,15,34,57,47,44,85,38,75,23,56,25,176
18,178,66,77,74,15,35,60,56,41,96,34,83,26,57,26,185
18,168,79,92,90,17,38,56,64,44,99,34,75,27,57,26,216
24,182,81,88,85,16,36,60,64,43,104,38,83,26,59,27,211
24,164,60,80,78,14,35,55,58,40,90,37,72,30,56,28,195
22,173,72,86,83,16,42,61,60,47,105,35,80,26,59,27,204
27,168,64,79,75,16,36,58,58,41,95,33,73,27,58,29,187
18,176,67,78,77,17,36,60,56,44,96,41,81,27,58,25,196
18,170,58,68,67,16,34,59,51,46,89,39,78,27,56,24,174
50,152,70,94,97,17,41,53,58,43,99,40,65,28,60,25,231
18,167,66,79,77,16,37,59,59,42,96,38,76,25,58,26,194
18,176,72,90,86,16,34,60,60,43,99,41,81,29,59,26,217
18,169,62,75,73,16,33,56,56,44,89,38,75,25,59,23,186
19,167,57,70,68,15,35,55,52,40,91,38,73,26,57,25,176
46,165,70,89,88,18,41,57,66,44,96,38,70,23,56,28,215
63,168,72,92,94,18,38,58,55,39,96,39,72,23,57,25,225
18,169,65,78,76,16,36,54,56,42,94,36,72,25,58,26,190
18,173,86,94,92,17,40,62,67,46,105,40,79,28,58,29,226
18,176,69,81,78,15,37,60,61,46,95,37,83,25,58,28,196
10,138,38,65,64,14,30,45,47,36,77,39,63,25,54,23,168
25,171,71,91,90,14,35,59,58,41,97,40,76,26,58,27,221
23,178,63,71,70,16,36,57,53,48,94,37,79,26,59,27,178
24,178,56,72,71,15,34,60,47,44,87,35,82,24,56,29,178
18,179,68,80,77,16,34,59,56,41,97,42,80,28,59,29,199
27,186,85,88,86,18,39,62,68,44,101,40,85,27,60,27,214
35,170,86,96,91,18,42,56,65,46,106,38,73,26,59,29,225
18,167,71,84,82,16,37,58,62,43,100,39,77,28,58,27,205
18,177,61,71,70,16,35,59,54,42,88,42,83,27,56,25,183
18,174,59,75,72,16,37,61,58,46,89,35,81,26,56,28,182
19,169,64,75,74,16,34,57,60,44,92,40,76,28,57,25,189
18,165,70,88,85,17,39,56,62,45,97,39,72,27,58,29,212
19,166,58,70,68,16,34,54,53,43,92,43,74,28,58,25,181
15,167,63,77,74,16,34,58,56,42,94,42,76,24,57,28,193
15,173,56,70,70,15,33,57,52,41,87,40,80,28,56,25,180
15,165,63,77,75,17,34,57,56,42,92,40,75,26,56,25,192
14,159,70,85,84,17,38,56,64,42,98,36,73,26,58,23,205
16,156,42,63,60,14,32,53,45,39,78,36,74,23,56,24,159
15,159,47,67,64,15,31,53,48,38,82,37,74,27,57,24,168
16,166,53,68,66,15,33,55,55,40,86,35,73,24,57,27,169
15,167,85,102,96,17,38,58,67,44,105,36,78,30,55,29,234
15,176,95,103,100,17,39,63,71,47,106,37,84,29,57,28,240
15,172,76,93,89,16,39,56,63,41,100,38,76,25,58,31,220
17,176,68,78,76,16,35,59,57,44,94,38,80,26,57,26,192
16,171,54,70,68,15,34,60,50,43,88,33,79,25,57,26,171
17,171,53,68,67,15,33,54,52,42,89,34,75,28,57,24,169
16,163,74,87,85,17,37,55,63,43,99,36,71,29,58,28,208
16,181,68,81,79,16,37,59,57,42,95,32,79,28,58,27,192
16,178,65,74,72,16,34,60,55,42,93,43,83,30,59,27,189
16,163,55,70,68,15,34,55,50,44,88,37,72,26,57,24,175
16,165,52,69,66,15,32,57,50,40,88,39,77,27,55,25,174
16,160,59,76,75,16,34,53,55,42,89,38,69,27,55,25,189
17,169,83,90,89,17,40,58,65,44,106,43,75,28,58,27,222
16,168,52,66,64,16,32,56,49,42,87,38,77,25,56,26,168
16,167,66,75,74,16,37,60,57,44,94,35,76,25,57,27,184
15,172,58,71,65,16,33,60,52,42,90,42,80,30,55,27,178
15,168,55,67,66,15,33,56,57,40,89,45,73,30,59,27,178
15,166,58,71,71,16,35,56,52,44,90,40,75,26,58,24,182
15,168,67,80,79,16,37,58,57,42,93,35,77,26,56,26,194
16,167,64,78,73,17,35,57,59,43,94,34,74,26,56,28,185
15,173,78,93,89,16,36,61,65,41,104,35,80,30,57,27,217
15,170,53,69,64,15,32,58,52,40,88,33,82,27,57,26,166
20,173,65,78,75,16,36,59,56,47,96,39,77,26,57,28,192
26,177,63,80,79,15,37,58,55,38,92,35,81,28,57,27,194
26,174,72,84,81,18,39,60,60,43,97,35,80,28,58,28,200
18,185,73,80,77,16,39,62,60,46,100,37,86,26,56,27,194
18,178,59,67,66,16,35,62,49,43,90,38,82,26,57,28,171
18,175,78,90,86,17,36,58,61,44,97,39,79,25,59,27,215
18,185,107,111,107,18,41,69,70,45,112,38,91,24,58,28,256
15,167,71,89,85,16,38,57,61,43,98,39,77,28,56,24,213
15,174,71,88,83,16,36,60,59,42,98,35,82,27,56,28,206
15,165,68,83,81,16,35,57,62,41,97,40,77,28,58,26,204
15,169,80,96,92,17,37,58,66,41,104,33,75,24,57,30,221
15,173,56,73,67,15,33,57,51,41,90,39,79,28,54,26,179
15,165,64,77,75,15,36,54,59,41,98,37,72,27,58,27,189
15,166,54,69,68,15,32,56,49,39,88,35,73,26,57,27,172
15,172,80,94,90,18,38,59,66,44,101,37,76,24,57,28,221
15,171,60,77,73,16,34,58,57,41,91,39,79,27,55,25,189
15,170,54,68,67,16,33,58,51,42,86,41,78,27,57,25,176
15,160,81,98,94,17,39,54,71,43,107,44,66,28,60,30,236
16,179,82,86,82,17,37,60,63,40,103,42,81,29,59,30,210
14,169,70,84,81,17,36,59,57,43,96,47,77,29,58,26,212
16,171,59,77,73,15,33,61,55,39,94,38,81,27,58,26,188
15,174,60,72,71,15,33,63,56,42,90,33,84,27,55,25,176
15,161,49,66,66,16,34,53,51,36,84,34,72,27,56,24,166
15,165,59,71,71,15,35,56,55,39,90,34,74,27,57,28,176
15,163,50,68,67,14,35,56,50,41,85,33,75,26,55,27,168
15,180,74,83,78,17,35,61,59,47,100,35,85,28,56,28,196
15,175,62,76,74,17,35,60,53,44,92,32,81,26,57,28,182
16,177,69,78,75,16,33,62,58,41,98,35,83,28,56,28,188
15,168,54,73,70,16,33,56,55,40,89,32,76,26,57,28,175
29,179,78,86,83,17,39,59,60,45,98,38,80,28,59,29,207
14,152,49,74,72,16,33,51,52,39,85,35,68,28,56,25,181
14,165,47,64,63,15,30,55,48,37,85,34,79,28,56,25,161
14,166,58,72,69,15,35,58,54,40,91,38,77,30,56,26,179
14,167,59,73,72,16,35,57,55,41,91,34,76,27,57,25,179
14,154,45,66,66,14,30,52,49,37,82,41,69,24,54,24,173
15,174,64,71,71,17,36,59,54,44,93,30,77,26,57,28,172
14,174,57,73,71,16,33,60,53,39,89,34,84,24,56,27,178
14,159,53,71,68,16,32,52,54,42,89,38,69,24,55,26,177
14,160,52,71,70,15,32,57,52,41,87,35,75,27,55,24,176
15,170,67,81,80,17,36,59,57,43,97,36,78,25,57,27,197
28,174,69,81,79,17,40,61,59,45,96,32,80,29,56,27,192
33,181,86,94,92,17,39,62,64,49,107,33,84,28,60,28,219
40,172,75,92,92,17,39,58,59,45,98,36,76,29,58,29,220
35,178,89,92,95,18,41,62,64,47,104,34,81,29,60,29,221
14,163,53,68,65,15,35,57,54,42,89,34,74,30,56,25,167
14,161,46,63,62,15,32,54,46,42,81,29,72,22,55,25,154
14,174,78,93,89,16,39,58,60,48,100,33,79,26,58,29,215
14,165,54,70,67,14,32,55,53,42,89,35,75,31,57,26,172
14,174,63,71,68,16,34,59,53,44,93,39,82,27,56,27,178
15,162,48,63,62,14,31,54,49,39,82,41,70,25,57,27,166
14,159,52,68,66,15,34,54,52,39,88,30,72,26,59,25,164
14,148,35,58,57,13,29,50,44,37,73,37,70,29,55,24,152
15,168,54,68,65,16,33,56,52,41,88,37,77,29,57,26,170
14,157,43,62,60,15,31,55,45,39,80,36,75,30,54,24,158
14,164,52,70,69,15,32,54,51,41,87,36,73,29,57,26,175
14,160,51,70,68,15,32,53,55,40,84,33,70,27,56,27,171
14,163,49,76,72,14,30,58,54,38,84,33,80,28,54,26,181
15,163,45,69,64,14,30,52,48,39,81,40,75,29,54,24,173
15,165,57,71,68,16,36,55,58,40,90,38,73,28,56,27,177
14,165,52,70,66,15,30,55,49,44,88,39,77,26,55,26,175
14,172,51,66,66,15,31,57,48,40,86,43,79,28,54,26,175
14,160,59,82,80,16,33,54,56,40,89,44,72,26,56,27,206
15,165,85,99,94,17,36,55,69,42,106,39,71,28,57,30,232
14,160,49,69,64,14,30,55,48,40,84,43,75,31,55,25,176
53,167,66,83,83,17,37,55,55,44,91,37,73,25,58,27,203
26,174,75,83,81,17,38,60,62,45,100,39,77,24,58,29,203
34,175,77,93,94,17,41,60,58,48,97,33,79,24,56,29,220
24,179,104,108,107,19,45,62,75,49,111,33,78,23,61,30,248
34,170,71,81,80,16,36,58,60,43,97,34,76,22,57,27,195
36,177,73,89,86,17,38,57,59,44,95,34,76,27,58,29,209
27,170,69,80,78,17,37,56,58,43,98,37,77,26,57,26,195
11,142,29,60,59,12,28,49,42,35,67,35,67,28,51,22,154
12,151,47,70,68,15,34,50,54,38,83,35,68,25,54,26,173
55,162,66,91,89,18,40,51,53,41,93,32,68,28,56,29,212
14,165,66,87,82,17,35,57,66,40,95,33,78,28,55,28,202
15,164,65,88,86,15,36,57,57,40,93,26,75,23,57,26,200
19,174,78,83,80,16,38,58,61,44,101,36,77,26,60,28,199
24,179,76,76,75,17,40,60,58,42,98,35,78,26,59,26,186
17,178,63,77,74,16,37,62,55,42,94,35,83,25,58,28,186
16,183,78,87,78,17,38,64,60,44,101,34,83,23,58,31,199
13,171,55,70,68,15,33,60,53,45,86,37,80,29,55,25,175
14,161,78,98,97,18,36,56,66,39,103,29,74,21,56,24,224
13,155,45,70,66,14,33,53,50,40,84,41,68,26,56,24,177
13,149,40,60,59,15,30,50,48,35,80,45,65,33,53,23,164
13,152,43,66,64,15,31,51,49,36,80,36,69,26,54,22,166
13,165,49,70,68,16,32,54,46,43,83,40,74,26,58,27,178
13,163,52,73,72,15,33,55,53,39,85,41,74,29,58,26,186
13,153,42,64,63,15,30,51,48,38,79,40,69,29,53,24,167
13,165,62,87,83,16,32,58,60,37,93,36,77,25,55,27,206
14,168,54,68,65,16,31,56,52,42,90,35,80,28,55,25,168
13,152,50,78,72,15,32,53,52,37,86,36,70,29,58,26,186
13,159,51,72,70,16,31,53,52,38,84,36,73,26,56,26,178
13,164,73,97,89,16,37,55,68,40,101,40,74,26,58,29,226
13,156,44,63,61,15,30,53,49,40,82,34,71,25,53,24,158
13,162,53,69,68,15,34,54,53,40,87,37,74,27,56,26,174
14,164,72,90,90,16,38,57,67,44,100,35,75,24,57,25,215
13,154,56,82,79,15,33,52,62,36,90,32,70,28,54,26,193
13,160,66,86,83,16,35,57,61,38,97,34,73,28,56,27,203
14,164,56,73,69,16,33,57,58,42,89,36,73,27,58,29,178
10,134,32,61,59,13,29,45,44,33,72,34,62,26,55,21,154
53,155,61,81,82,17,37,53,54,41,89,27,67,22,57,26,190
47,177,85,94,94,18,44,61,65,45,102,29,77,22,59,33,217
11,159,59,91,83,16,36,57,58,40,90,35,77,28,57,26,209
17,170,62,72,71,16,35,57,53,41,89,35,78,27,58,26,178
17,183,71,80,77,16,36,64,57,49,100,32,83,26,59,29,189
37,165,61,76,75,16,37,55,51,43,89,33,71,30,56,29,184
11,148,51,77,75,15,34,51,56,41,84,32,66,25,53,25,184
19,178,84,92,89,18,39,61,62,44,102,31,80,26,60,32,212
12,154,59,87,85,16,33,53,57,38,91,35,71,28,56,0,207
19,182,67,75,73,15,33,61,55,45,97,35,83,24,57,28,183
24,175,69,81,79,17,40,60,56,44,97,34,77,28,57,28,194
12,141,33,61,59,13,29,45,44,37,72,33,66,25,54,23,153
12,155,59,85,80,16,34,53,61,40,92,39,68,26,57,29,204
18,174,58,71,70,15,35,61,50,45,88,30,80,24,58,26,171
12,151,42,67,65,14,31,52,49,37,80,30,69,23,55,25,162
15,168,59,70,68,16,34,58,56,44,96,36,76,26,55,27,174
13,154,52,77,77,15,32,52,54,40,84,32,70,29,55,24,186
12,158,63,85,81,16,35,55,59,40,93,35,74,28,57,25,201
13,169,53,70,66,16,32,58,54,39,85,36,78,29,54,27,172
14,167,58,76,73,15,34,57,53,41,91,28,72,19,58,27,177
13,157,47,68,64,16,31,53,51,39,82,38,68,26,56,27,170
13,154,48,74,71,14,31,51,51,36,84,33,70,23,58,26,178
8,127,25,56,55,12,27,43,41,33,65,37,57,27,52,22,148
9,130,30,62,61,12,29,44,45,35,71,36,57,23,55,22,159
15,164,59,75,74,16,36,56,55,43,90,31,75,25,60,26,180
15,173,60,72,69,16,33,58,53,43,92,31,81,26,56,27,172
15,172,74,85,83,17,36,59,64,45,100,35,75,24,58,30,203
15,173,69,87,82,16,33,60,58,43,97,32,80,23,59,27,201
15,173,66,76,74,15,35,59,58,41,95,41,76,27,59,28,191
25,170,62,75,71,16,35,56,54,43,91,34,78,29,58,27,180
11,139,36,63,61,14,28,47,47,34,76,39,63,29,53,24,163
11,137,34,67,64,13,30,46,46,35,73,31,63,27,54,23,162
11,146,44,72,70,14,33,49,52,39,82,37,66,29,55,23,179
12,153,55,79,76,15,37,53,57,40,89,27,70,22,56,27,182
11,138,51,89,88,15,35,47,57,36,85,38,59,27,54,23,215
37,169,65,82,80,16,36,57,57,42,93,33,73,26,59,27,195
13,153,64,90,88,16,34,52,62,39,94,36,70,28,54,27,214
8,122,35,74,73,14,32,43,53,31,75,36,52,27,54,21,183
9,142,37,68,67,14,33,49,46,35,77,35,65,27,55,23,170
11,143,45,79,76,14,34,51,51,36,82,33,67,27,54,25,188
12,159,46,67,63,15,32,54,49,36,83,32,74,24,55,28,162
13,164,56,70,67,15,33,54,54,31,89,29,74,22,55,27,166
13,162,54,75,71,16,32,54,57,42,89,35,72,25,57,27,181
12,157,49,73,70,15,32,55,51,38,82,34,72,25,55,25,177
56,159,66,85,84,18,40,56,56,41,95,27,70,21,57,28,196
12,160,55,78,72,16,34,57,58,40,87,33,74,25,57,25,183
13,162,59,81,76,16,33,55,57,42,91,29,73,20,56,29,186
9,129,28,59,59,11,27,45,42,33,68,34,58,23,54,22,152
17,173,65,74,73,16,36,57,55,44,93,38,78,27,60,27,185
41,174,83,94,92,18,40,57,67,43,99,43,75,29,58,32,229
11,144,46,82,74,15,32,51,54,33,82,35,66,24,54,25,191
12,143,46,81,77,14,34,50,55,37,86,43,66,27,56,24,201
46,170,75,94,92,16,37,57,62,43,99,34,74,25,56,29,220
9,128,27,60,58,12,28,43,40,33,67,27,59,21,52,19,145
27,180,63,74,73,17,36,60,51,44,88,28,80,23,59,29,175
17,167,57,76,73,14,34,56,54,41,93,29,76,20,56,27,178
15,163,46,66,62,14,30,57,47,39,84,27,77,20,56,26,155
34,174,57,70,68,16,35,60,50,40,87,36,79,29,56,25,174
8,128,25,55,54,13,26,43,38,30,64,26,57,19,53,22,135
11,141,37,67,66,13,30,47,46,37,78,32,62,22,56,23,165
10,142,36,68,64,13,29,48,45,35,76,40,65,26,57,23,172
16,175,66,78,76,16,35,60,55,41,94,32,79,24,57,28,186
16,167,62,77,74,15,35,58,61,43,95,32,74,23,59,27,183
9,132,26,54,53,12,28,46,38,33,64,28,63,19,51,20,135
8,119,22,54,53,12,27,38,35,30,59,43,52,30,53,20,150
11,149,68,96,91,16,35,51,68,38,98,31,66,23,54,29,218
11,145,39,67,65,14,30,49,47,35,77,37,68,28,56,24,169
11,146,41,71,71,14,30,51,47,37,77,29,69,21,54,24,171
18,171,57,72,66,16,35,56,51,46,89,30,76,21,57,29,168
17,176,69,76,73,16,37,59,58,44,97,33,81,25,58,28,182
18,175,66,76,74,15,36,60,60,44,95,35,80,25,56,28,185
18,163,56,69,69,15,36,56,51,42,88,33,75,24,56,25,171
18,181,60,73,71,16,33,64,53,39,91,30,87,22,58,25,174
17,168,54,72,70,15,34,57,50,43,87,31,76,20,54,27,173
52,164,66,85,84,17,37,56,55,43,96,37,69,26,57,29,206
11,151,44,73,68,14,32,50,51,40,81,35,70,24,56,24,176
17,165,76,91,91,16,39,57,66,42,103,29,72,21,59,27,211
10,144,44,77,74,15,32,49,52,36,81,27,65,22,54,25,178
9,135,40,74,74,15,31,44,50,32,77,34,61,23,57,22,182
11,151,62,89,88,16,37,53,60,37,92,30,68,22,58,26,207
12,145,40,66,62,14,30,50,47,39,77,26,67,20,57,24,154
8,139,45,78,74,15,33,46,53,34,81,42,62,29,56,23,194
11,141,34,61,60,14,28,47,44,34,72,37,66,28,55,23,158
10,129,26,58,56,12,27,45,39,32,65,38,59,28,54,19,152
41,165,66,89,84,16,39,56,55,44,92,40,71,31,55,30,213
8,128,30,63,61,14,31,42,45,32,70,39,56,29,54,21,163
17,171,63,74,72,16,36,61,56,45,94,34,77,27,57,28,180
15,171,59,68,66,17,34,59,52,44,89,30,78,23,55,27,164
9,134,32,64,61,13,29,44,45,34,73,28,60,19,53,22,153
10,138,32,58,58,13,30,46,44,35,70,27,63,20,53,22,143
8,128,32,61,61,14,30,43,46,34,73,34,56,19,53,22,156
13,145,37,60,57,14,32,48,45,36,74,27,65,20,55,24,144
10,142,46,80,77,14,32,47,55,35,84,25,61,20,55,25,182
19,164,68,87,82,16,40,54,61,43,95,30,73,22,57,28,199
18,175,80,86,83,18,39,59,61,45,100,34,79,27,59,28,203
9,132,29,59,58,13,27,44,43,33,70,40,61,25,53,21,157
9,131,27,58,57,12,30,44,40,33,66,40,59,27,55,22,155
9,127,24,55,54,11,27,40,37,33,61,40,57,29,51,21,149
9,146,42,72,70,14,30,49,48,36,79,34,65,29,56,26,176
9,134,35,66,63,14,31,45,50,32,75,32,62,24,54,23,161
9,130,28,57,58,14,28,44,40,34,66,30,57,24,55,21,145
11,147,33,59,59,13,29,49,42,37,72,29,69,22,56,20,147
19,177,97,98,95,17,40,62,69,45,111,35,78,25,62,30,228
8,127,24,54,53,12,26,44,38,32,62,39,59,25,50,19,146
9,138,42,77,72,14,32,48,53,36,84,29,62,21,53,23,178
10,135,36,64,63,13,30,50,47,38,75,28,70,21,53,22,155
8,123,21,52,52,12,27,41,34,32,59,29,57,20,52,20,133
38,167,73,86,84,17,40,54,63,42,96,30,69,22,57,29,200
13,158,54,82,73,15,31,54,56,39,91,38,72,29,55,28,193
10,142,38,67,65,13,31,46,48,36,77,32,64,25,54,23,164
9,135,32,63,60,13,30,47,45,35,73,33,62,24,53,22,156
8,124,22,53,53,11,25,40,36,30,63,37,53,27,52,20,143
9,133,31,68,62,12,32,43,48,33,72,35,56,24,55,22,165
13,152,38,63,62,13,31,52,49,35,74,35,69,27,55,27,160
12,152,37,61,58,14,29,51,43,35,74,31,73,26,55,24,150
51,170,70,89,88,16,38,56,57,41,96,44,73,28,57,29,221
61,157,63,93,91,17,38,58,55,41,92,33,73,21,57,24,217
58,162,57,80,77,17,36,55,50,42,88,33,73,19,55,26,190
10,141,31,61,59,13,30,47,40,35,70,42,65,26,52,21,162
10,132,35,70,67,14,30,45,47,34,76,31,62,20,53,20,168
8,132,30,60,57,13,29,44,45,35,69,34,60,21,54,22,151
10,139,43,78,73,14,33,46,53,33,83,38,60,25,55,25,189
11,131,27,54,52,13,28,45,40,31,66,26,59,18,53,21,132
12,157,55,77,74,15,32,54,56,40,86,47,74,26,55,25,198
11,150,37,63,60,14,29,51,45,36,76,37,72,26,54,23,160
44,181,76,88,87,17,39,63,57,46,96,38,83,30,56,28,213
34,166,73,91,91,18,42,57,61,44,97,39,73,29,59,27,221
11,131,39,75,73,14,32,42,52,35,80,37,56,28,55,23,185
15,160,56,80,76,15,33,54,57,40,90,38,73,28,57,26,194
13,169,86,97,94,16,39,59,67,48,103,33,75,23,58,30,224
10,145,52,86,85,15,35,48,56,40,84,34,62,28,55,26,205
12,152,50,76,73,15,32,52,52,38,86,35,68,27,55,26,184
13,164,69,83,81,16,36,58,59,46,98,39,73,26,57,28,203
13,166,52,68,62,16,33,54,50,41,86,34,73,25,58,31,164
13,163,53,73,70,15,32,57,54,41,89,37,77,25,56,25,180
8,137,34,61,60,14,31,44,45,36,74,36,60,26,54,24,157
16,167,53,69,68,16,35,57,55,41,86,34,76,23,56,27,171
9,127,25,53,54,12,28,42,39,33,65,32,56,27,51,21,139
14,169,58,76,70,15,35,55,59,40,90,31,77,24,59,28,177
14,154,51,71,68,15,31,53,53,41,87,36,71,27,56,24,175
12,149,46,67,64,15,31,51,52,37,81,36,70,27,54,23,167
11,145,57,88,86,16,37,49,57,38,91,43,62,29,55,26,217
36,161,49,72,70,14,33,50,52,39,88,41,68,30,58,26,183
33,166,70,77,77,16,39,56,60,44,97,39,73,27,56,26,193
16,166,55,73,70,14,33,56,54,41,89,43,76,28,57,26,186
17,175,63,76,73,15,34,59,56,43,95,35,77,28,58,30,184
16,180,70,81,80,16,37,60,58,44,99,36,81,28,58,29,197
49,164,81,98,97,18,42,54,67,42,101,27,69,20,59,32,222
22,173,69,77,74,16,38,58,56,45,93,38,77,27,58,29,189
24,166,62,80,77,16,36,54,55,41,90,40,72,25,56,30,197
20,166,64,76,73,17,36,55,61,44,93,38,73,28,57,27,187
19,166,72,84,80,16,36,56,60,42,100,37,71,28,58,28,201
35,172,66,79,79,17,36,57,53,43,91,45,77,29,58,27,203
16,165,68,79,78,16,38,57,60,41,98,42,73,27,59,27,199
15,169,67,82,78,16,35,57,61,40,96,46,76,30,57,29,206
11,148,68,96,93,18,36,49,68,38,100,43,64,29,56,29,232
20,170,61,73,71,15,36,58,53,44,90,36,74,26,58,27,180
19,171,66,77,77,16,40,58,60,47,92,40,76,28,60,28,194
19,166,62,81,77,16,39,56,56,41,91,36,73,26,55,29,194
30,171,61,82,78,16,36,59,57,42,92,38,79,26,60,28,198
10,148,38,67,63,14,29,52,46,34,76,43,69,27,56,25,173
10,135,24,51,51,13,27,44,37,34,63,34,62,27,53,21,136
14,158,46,67,64,14,31,53,53,37,84,32,73,28,56,24,163
9,124,22,48,48,12,27,41,36,28,61,38,55,24,51,21,134
9,123,23,52,52,13,26,40,39,30,63,31,54,24,54,20,135
8,127,26,55,55,12,28,41,38,30,66,37,54,26,54,20,147
32,177,79,92,90,16,42,59,62,48,101,37,77,27,60,29,219
31,171,68,80,80,16,38,59,58,44,96,39,79,28,58,27,199
33,179,84,90,88,16,44,60,62,45,103,35,77,24,58,30,213
22,173,78,88,86,17,40,59,63,47,103,41,76,29,59,29,215
14,165,49,67,63,16,32,57,49,40,84,43,76,25,54,26,173
28,168,68,84,83,16,40,43,58,44,81,34,73,26,58,28,201
12,155,50,68,67,16,31,51,53,41,86,38,67,25,55,26,173
12,153,54,85,83,15,34,53,57,36,85,33,69,24,56,26,201
35,176,65,75,74,17,37,57,52,40,92,39,76,27,58,27,188
13,152,46,73,68,14,31,50,54,38,88,32,67,23,55,27,173
9,129,32,65,65,14,30,43,46,34,72,41,57,27,53,24,171
10,150,49,77,72,14,33,52,54,33,85,48,69,31,54,26,197
9,135,37,74,73,13,31,46,49,36,75,41,59,28,55,24,188
8,124,22,52,52,12,26,42,37,31,62,32,57,24,52,20,136
