,age,height,weight,bellyCirc,waistCirc,wristCirc,neckCirc,ArmLength,ThighCirc,shoulderWidth,Hips,armfitCirc,inseam,bodyLength,headCirc,hipLength,shoulderDegree,bodyvalue,type
102,29,177,66,79,77,17,37,61,56,45,93,43,82,61,59,15,29,265,20srtm
103,25,180,69,83,78,17,36,58,55,49,96,42,82,66,59,20,25,272,20avgm
104,26,173,70,80,77,17,36,56,57,42,95,45,76,65,59,20,27,272,20avgm
105,26,163,55,76,74,15,34,55,54,41,89,41,75,58,57,17,26,246,20avgm
106,26,172,74,83,79,18,38,57,60,46,99,48,73,67,59,20,24,284,20avgm
107,25,176,60,74,89,17,34,57,52,48,87,41,82,63,57,18,31,264,20avgm
108,25,177,78,89,85,18,39,58,59,48,100,45,80,63,63,18,28,297,20avgm
109,29,172,68,76,74,17,36,57,55,45,92,47,76,63,58,18,27,265,20avgm
110,25,173,68,84,81,16,36,57,57,46,97,44,78,62,58,18,26,277,20btm
111,28,179,67,78,75,17,37,57,53,47,90,47,82,64,59,17,29,267,20srtm
112,28,162,55,78,72,17,34,54,52,41,87,38,72,58,58,17,23,243,20avgm
113,29,180,69,84,80,17,35,61,55,46,95,45,86,62,62,18,22,278,20avgm
114,27,174,74,87,82,17,37,57,59,47,102,45,77,64,60,18,29,288,20avgm
115,27,176,61,76,70,17,33,57,51,44,91,41,79,62,60,17,27,248,20srtm
116,26,162,87,113,112,18,41,53,64,48,105,48,70,61,62,17,21,360,20avgm
117,25,170,61,80,77,17,37,59,53,46,92,41,81,57,57,15,24,259,20avgm
118,28,170,76,93,102,19,39,56,65,44,100,47,73,64,60,18,24,318,20avgm
119,28,170,68,81,80,17,37,54,60,45,88,45,76,62,57,21,24,274,20avgm
120,27,166,69,89,87,17,40,57,59,44,95,48,75,61,59,18,21,293,20avgm
121,26,174,78,94,88,17,38,59,63,47,101,45,79,59,58,20,24,305,20btm
122,29,171,76,84,84,18,38,57,68,52,98,44,77,63,59,21,27,288,20avgm
123,27,164,81,94,93,20,41,51,72,45,101,47,72,61,61,21,27,315,20avgm
124,29,172,75,84,83,18,40,57,60,47,98,45,78,63,61,19,28,287,20avgm
125,29,175,71,86,81,18,37,55,59,42,96,45,77,62,58,16,24,283,20avgm
126,26,173,73,90,88,17,37,58,62,45,98,46,80,59,59,17,22,297,20avgm
127,26,184,55,70,62,19,33,62,47,44,89,41,85,63,58,16,21,228,20avgm
128,26,174,80,95,86,19,39,59,64,45,101,46,81,64,59,23,26,307,20avgm
129,30,164,56,74,71,18,36,55,52,39,82,41,73,57,57,18,27,242,30avgm
130,29,173,77,88,84,18,41,58,64,50,100,46,80,62,60,20,24,295,20avgm
131,27,175,72,89,83,19,36,57,58,46,98,45,78,61,60,18,25,289,20avgm
132,26,169,53,72,68,17,35,54,49,39,95,41,78,60,59,17,22,234,20avgm
133,27,182,72,83,77,19,35,62,53,45,95,46,83,65,61,21,23,278,20avgm
134,25,183,70,82,75,18,37,62,56,46,94,44,84,66,61,22,23,271,20avgm
135,27,170,65,82,80,17,35,55,57,44,93,43,77,62,61,19,26,270,20avgm
136,27,183,66,81,78,21,35,63,59,48,90,43,89,60,58,17,25,268,20avgm
137,29,185,79,82,78,19,36,63,59,47,99,48,86,68,60,24,22,287,20avgm
138,27,174,67,80,75,17,36,58,58,47,95,44,81,61,59,22,21,266,20srtm
139,28,184,79,87,81,20,36,61,60,45,101,45,84,67,60,21,24,292,20avgm
140,23,178,83,91,84,20,38,61,64,42,104,47,81,66,60,21,23,305,20avgm
141,32,183,69,77,75,19,36,62,52,43,91,43,82,63,60,22,21,264,30avgm
142,32,179,85,97,102,20,37,62,64,46,104,49,80,64,59,24,20,333,30avgm
143,32,180,66,75,73,19,38,61,55,44,91,44,81,63,57,18,29,258,30srtm
144,32,169,63,76,75,18,36,55,56,42,93,40,75,61,57,17,25,254,30avgm
145,31,165,65,85,80,17,37,58,59,44,93,44,74,57,57,19,24,274,30avgm
146,31,165,62,85,83,18,40,56,55,43,88,40,75,57,57,19,29,270,30bqm
147,32,174,85,103,100,18,39,60,68,41,107,51,80,64,58,21,25,339,30avgm
148,33,174,100,112,100,20,42,57,72,46,111,53,76,62,60,18,25,365,30avgm
149,33,174,65,82,80,18,35,59,51,44,91,40,79,63,57,20,30,267,30avgm
150,34,179,63,80,76,17,35,61,51,44,91,41,83,63,55,20,20,260,30avgm
151,31,168,61,74,73,18,35,56,54,42,91,43,77,58,59,17,25,251,30avgm
152,34,169,67,84,82,18,35,57,59,43,95,42,75,60,56,19,23,275,30bqm
153,31,178,83,91,89,19,38,60,62,44,106,47,78,65,59,23,20,310,30avgm
154,34,169,62,76,75,19,37,56,54,44,90,41,75,63,55,20,29,254,30avgm
155,34,177,87,97,95,20,39,61,64,43,103,47,78,65,60,21,21,326,30avgm
156,32,176,67,82,78,18,34,57,58,42,93,42,79,65,56,21,25,269,30bqm
157,33,178,66,78,77,18,35,57,54,44,93,41,77,64,56,20,25,262,30avgm
158,32,177,86,91,90,21,39,60,62,48,106,49,80,62,59,19,24,316,30avgm
159,32,174,58,72,69,19,33,60,51,43,89,39,77,63,58,20,14,238,30avgm
160,32,178,81,87,85,18,37,60,66,47,103,45,81,63,59,21,30,298,30avgm
161,31,174,81,94,93,20,38,59,61,45,99,45,78,64,60,21,29,313,30avgm
162,31,176,82,89,89,19,40,60,62,42,104,47,78,65,60,19,23,307,30avgm
163,32,169,66,82,80,17,35,56,57,43,95,43,74,63,58,19,27,271,30bqm
164,31,170,63,80,78,18,36,56,58,42,91,43,73,63,57,21,23,264,30bqm
165,31,174,69,81,78,17,37,59,57,44,97,45,79,61,56,18,31,273,30avgm
166,33,170,64,79,77,18,37,57,56,45,92,43,77,58,56,18,25,263,30avgm
167,31,161,57,78,75,18,34,54,60,40,92,39,73,58,53,20,28,249,30avgm
168,30,170,54,71,70,18,33,56,50,41,87,40,76,61,59,20,18,235,30avgm
169,31,176,85,97,93,18,37,60,67,47,97,47,76,64,59,20,22,322,30avgm
170,28,169,69,81,79,19,37,57,59,45,98,44,75,62,60,19,29,273,20avgm
171,32,171,61,73,72,18,35,56,51,47,90,41,75,61,57,17,28,247,30avgm
172,32,177,61,75,72,17,34,60,50,47,90,40,81,63,59,21,26,248,30avgm
173,34,171,70,82,81,18,36,56,56,45,95,43,77,62,56,19,27,276,30avgm
174,30,174,79,92,91,18,38,59,61,47,103,45,75,64,60,20,29,307,30avgm
175,33,171,60,73,71,18,35,59,54,40,90,43,76,61,61,19,27,247,30avgm
176,35,175,66,83,81,18,36,62,56,41,93,44,79,62,59,20,19,274,30avgm
177,30,183,90,95,92,19,37,62,67,47,105,51,83,66,59,20,25,328,30avgm
178,31,181,74,80,77,20,37,64,54,48,96,46,85,61,58,18,21,277,30avgm
179,31,173,68,84,82,18,36,59,55,44,95,43,77,61,60,19,23,277,30avgm
180,31,165,63,80,78,17,34,57,56,43,91,42,74,60,59,19,23,263,30bqm
181,30,179,71,84,81,18,38,62,59,45,98,45,80,64,60,21,25,281,30avgm
182,31,167,60,81,78,19,35,56,58,41,90,41,73,60,59,18,31,260,30bqm
183,30,170,59,79,78,18,35,59,49,43,87,42,77,60,57,18,26,258,30srtm
184,34,169,61,77,76,17,35,59,53,41,90,42,77,56,57,18,22,256,30srtm
185,31,174,66,80,74,19,36,62,57,42,95,42,78,61,59,19,21,262,30avgm
186,31,161,46,65,63,16,34,54,46,44,83,37,73,58,55,17,23,211,30avgm
187,32,167,66,81,80,18,36,58,57,42,94,45,74,60,60,19,24,272,30avgm
188,34,172,58,72,69,18,35,57,53,41,89,41,80,62,57,20,24,240,30avgm
189,33,179,67,80,78,20,35,61,55,43,94,42,83,63,60,20,21,267,30avgm
190,32,169,70,86,82,20,36,59,59,44,96,43,77,60,59,19,27,281,30avgm
191,31,166,70,82,80,17,38,58,59,45,95,42,76,59,58,18,25,274,30avgm
192,33,177,63,77,74,19,35,61,52,43,89,42,81,65,58,21,23,256,30avgm
193,32,174,70,83,79,18,35,60,59,43,94,45,79,62,57,20,26,277,30avgm
194,33,181,60,71,69,18,33,59,50,46,90,39,82,65,59,21,26,239,30avgm
195,29,170,69,83,80,19,35,56,58,44,95,45,74,62,60,21,24,277,20avgm
196,26,173,61,75,72,19,34,59,52,42,92,42,78,62,58,20,27,250,20avgm
197,32,169,72,88,84,18,37,55,60,46,97,45,70,63,59,19,26,289,30avgm
198,29,184,66,81,76,18,33,60,52,44,93,43,85,64,59,22,21,266,20srtm
199,36,187,126,117,101,21,43,62,76,52,123,51,80,70,64,22,24,395,30avgm
200,35,171,65,85,79,19,36,57,56,42,95,42,76,63,56,20,19,271,30bqm
201,35,171,63,76,73,17,37,56,51,43,93,41,73,63,60,18,27,253,30avgm
202,38,168,74,88,84,19,36,58,62,44,98,44,74,60,60,18,26,290,30avgm
203,38,184,105,103,98,19,42,64,66,47,108,51,82,67,59,22,21,357,30avgm
204,38,168,42,66,63,15,30,57,43,44,79,34,76,57,52,17,24,205,30avgm
205,37,174,93,100,96,19,40,63,66,47,109,48,75,65,60,21,22,337,30avgm
206,36,181,84,94,90,19,37,62,60,47,102,45,77,65,60,20,21,313,30avgm
207,38,171,64,79,76,18,35,58,57,41,94,43,75,62,57,19,26,262,30avgm
208,38,161,62,76,74,19,37,56,54,44,89,44,71,56,58,17,27,256,30avgm
209,37,172,61,78,71,18,34,59,54,41,89,41,77,59,59,18,23,251,30avgm
210,38,180,67,80,77,18,35,61,55,45,94,42,80,65,59,21,29,266,30avgm
211,38,176,62,77,71,17,34,59,54,41,91,43,80,62,58,21,22,253,30avgm
212,37,177,82,92,83,20,35,60,65,44,101,50,78,64,58,21,23,307,30avgm
213,39,180,59,75,74,18,36,61,48,45,86,44,83,60,57,18,26,252,30srtm
214,36,172,75,89,85,18,37,60,62,43,97,46,76,59,57,20,22,295,30avgm
215,36,172,86,95,88,19,35,58,69,40,108,48,73,63,57,23,24,317,30avgm
216,36,171,66,87,82,19,36,60,56,45,96,43,77,61,59,21,24,278,30avgm
217,39,168,57,76,74,16,35,57,56,41,88,40,73,60,57,19,21,247,30avgm
218,39,177,71,82,78,20,37,61,57,45,96,44,80,63,57,20,28,275,30avgm
219,37,184,89,93,90,19,37,63,66,47,101,51,80,69,59,21,25,323,30avgm
220,37,174,54,72,67,18,34,58,48,40,86,40,79,61,56,16,26,233,30avgm
221,37,177,60,79,73,18,35,58,50,42,89,42,80,61,56,18,21,254,30avgm
222,39,171,71,86,81,17,34,62,58,41,92,47,78,57,58,18,24,285,30avgm
223,38,175,63,74,73,18,35,60,52,45,88,45,81,60,59,20,25,255,30avgm
224,39,161,55,74,73,17,34,54,56,42,88,41,71,57,57,17,25,243,30avgm
225,39,180,71,84,77,18,33,58,57,44,96,43,77,69,56,23,19,275,30avgm
226,37,169,61,77,72,18,35,55,54,42,91,43,73,63,57,19,28,253,30avgm
227,37,177,85,95,87,19,37,59,65,40,104,47,75,66,61,22,20,314,30avgm
228,32,181,64,77,72,19,34,63,55,45,92,41,82,67,57,21,20,254,30srtm
229,30,161,63,86,84,18,36,57,59,42,98,44,67,60,55,17,25,277,30bqm
230,30,167,67,80,78,19,36,57,58,39,93,44,73,61,59,18,21,269,30bqm
231,25,168,58,73,72,18,35,56,54,45,80,43,74,22,57,26,29,246,20avgm
232,26,174,65,81,79,17,36,58,57,46,93,41,78,23,57,29,29,266,20avgm
233,24,174,75,89,86,18,39,56,60,47,98,42,78,23,58,30,30,292,20avgm
234,39,165,49,65,64,17,33,52,53,42,83,48,73,23,54,25,27,226,30avgm
235,26,174,58,75,73,17,37,56,57,44,88,42,78,24,59,26,25,248,20avgm
236,24,172,59,73,72,18,34,55,58,46,89,39,78,23,56,24,28,243,20avgm
237,25,181,61,74,72,18,35,60,51,50,92,41,82,26,57,26,30,248,20avgm
238,22,175,74,88,82,18,37,60,62,46,98,43,80,24,56,29,25,287,20avgm
239,30,179,73,84,80,18,38,58,59,48,98,42,79,22,55,28,27,279,30avgm
240,63,178,84,84,82,20,41,59,63,47,102,41,76,25,60,28,23,291,60brtm
241,31,168,68,85,81,18,35,57,64,43,97,37,75,21,55,27,26,271,30bqm
242,32,180,85,92,89,18,39,61,64,52,108,42,84,23,57,27,29,308,30avgm
243,24,177,80,86,83,19,39,59,61,49,98,42,78,27,57,29,25,291,20avgm
244,24,168,56,72,73,17,36,57,50,44,87,50,77,25,58,25,29,251,20avgm
245,26,175,71,83,77,18,37,59,64,42,97,43,75,25,60,28,23,274,20avgm
246,28,180,57,73,70,17,35,60,53,45,88,43,83,24,56,29,31,243,20avgm
247,24,163,56,78,75,16,36,51,58,41,89,38,67,22,56,27,27,247,20avgm
248,25,176,76,83,81,18,37,59,64,44,97,42,80,24,60,25,27,282,20avgm
249,25,179,69,78,76,18,37,60,58,49,95,40,83,22,60,26,26,263,20avgm
250,32,162,68,92,87,17,37,53,65,43,97,43,69,25,56,25,24,290,30bqm
251,36,170,89,97,95,20,41,56,70,48,108,46,76,26,56,29,27,327,30avgm
252,29,172,60,76,75,18,36,56,56,45,90,42,79,25,55,25,34,253,20avgm
253,31,174,70,88,85,18,39,57,63,46,95,44,77,26,60,27,27,287,30avgm
254,41,176,63,74,73,17,36,57,57,45,95,45,80,23,56,27,29,255,40avgm
255,30,173,73,91,85,18,38,59,59,43,99,44,80,23,61,27,21,293,30avgm
256,29,173,66,75,73,18,37,58,58,45,94,42,80,26,59,23,28,256,20avgm
257,31,184,75,84,84,18,38,62,60,48,98,42,86,25,60,25,26,285,30avgm
258,20,170,65,84,82,18,37,56,55,45,95,38,78,21,65,24,26,269,20avgm
259,62,166,58,76,76,17,35,57,55,42,89,44,77,26,58,20,25,254,60avgm
260,32,170,56,71,70,18,34,57,51,42,87,39,82,25,60,23,24,236,30avgm
261,67,166,74,94,93,19,40,55,57,43,96,44,73,22,57,26,25,305,60avgm
262,39,173,60,76,74,17,35,57,56,43,93,39,80,24,55,23,26,249,30avgm
263,21,179,72,88,78,18,35,61,62,43,97,42,80,23,58,27,24,280,20avgm
264,23,171,61,74,72,18,37,55,55,45,89,40,76,27,56,24,25,247,20avgm
265,23,179,64,71,70,19,35,59,52,45,93,34,83,26,55,22,30,239,20avgm
266,23,180,64,77,75,18,36,60,57,44,94,34,85,25,56,23,29,250,20avgm
267,66,178,65,81,77,17,38,60,55,45,91,37,86,27,58,23,22,260,60avgm
268,23,177,90,94,94,20,41,58,68,46,108,34,80,28,59,23,26,312,20avgm
269,60,156,65,87,87,18,37,54,58,40,94,43,69,29,58,25,24,282,60avgm
270,28,170,69,87,86,18,36,55,58,44,94,37,76,29,57,24,26,279,20avgm
271,49,171,56,68,66,18,36,56,51,42,87,36,80,25,55,23,28,226,40avgm
272,25,173,69,86,82,19,38,60,58,45,94,40,82,27,58,26,27,277,20avgm
273,24,175,71,84,81,18,37,59,59,45,95,35,83,26,57,24,26,271,20avgm
274,51,180,71,84,81,19,38,60,58,47,94,43,88,24,57,25,28,279,50qm
275,68,174,63,75,71,17,34,57,57,46,93,42,82,26,59,24,30,251,60avgm
276,25,166,56,77,75,16,35,56,54,43,90,45,80,24,57,21,26,253,20avgm
277,32,180,77,86,84,19,38,50,60,45,101,44,84,24,60,23,24,291,30avgm
278,21,170,113,123,125,21,52,58,72,47,123,40,77,25,60,25,30,401,20avgm
279,35,174,78,93,89,19,42,59,60,44,98,41,82,24,58,26,25,301,30avgm
280,29,165,64,88,90,18,38,53,53,42,91,37,74,22,58,25,24,279,20avgm
281,60,171,74,95,94,18,40,58,60,41,97,43,77,25,57,26,23,306,60avgm
282,62,182,81,93,93,18,42,61,59,45,97,43,86,25,60,23,27,310,60avgm
283,59,163,75,97,99,19,40,54,60,44,99,44,73,22,57,23,21,315,50qm
284,26,169,75,97,98,18,39,58,60,44,98,43,79,26,58,26,22,313,20avgm
285,23,164,71,96,94,19,40,56,56,41,93,44,78,26,58,25,26,305,20avgm
286,23,160,53,73,72,16,34,54,53,42,86,44,75,23,56,21,23,242,20avgm
287,21,175,80,89,89,19,38,58,63,45,102,44,80,25,58,26,30,302,20avgm
288,25,173,64,80,77,17,36,56,55,46,93,41,79,24,57,25,28,262,20avgm
289,21,167,72,87,87,19,42,56,60,48,94,45,79,26,59,22,32,291,20avgm
290,24,171,63,83,82,17,36,55,55,43,91,39,77,23,56,24,26,267,20avgm
291,42,166,66,89,88,18,38,54,55,45,92,43,74,24,55,23,32,286,40rtm
292,42,165,74,96,98,18,39,56,63,42,100,39,75,28,55,24,26,307,40rtm
293,50,167,72,90,86,18,38,53,60,43,100,43,75,24,55,26,24,291,50qm
294,25,170,72,89,88,18,40,57,58,45,96,48,76,24,56,24,26,297,20avgm
295,25,169,72,88,88,20,43,52,63,46,93,45,76,28,56,24,33,293,20avgm
296,36,171,63,77,74,18,36,56,57,43,94,44,78,26,57,26,29,258,30bqm
297,62,171,64,75,74,17,36,57,55,43,93,43,78,25,55,25,31,256,60avgm
298,25,161,54,74,73,17,34,55,55,41,86,40,76,26,55,23,24,241,20avgm
299,29,156,55,86,85,17,37,52,51,42,88,42,72,26,56,22,28,268,20qm
300,55,173,69,85,83,19,37,60,60,47,96,40,83,23,53,25,30,277,50qm
301,29,167,78,96,96,19,41,57,60,46,99,40,74,23,56,25,31,310,20avgm
302,25,166,82,99,101,18,41,53,68,46,99,44,73,25,57,22,26,326,20qm
303,47,168,77,98,97,19,37,55,67,44,100,42,75,26,55,26,29,314,40rtm
304,32,177,77,92,90,19,42,58,64,47,100,46,80,25,57,26,27,305,30avgm
305,25,167,72,91,92,19,39,53,59,46,97,37,75,25,57,25,26,292,20avgm
306,25,172,65,82,79,17,37,56,55,45,104,35,77,25,57,24,19,261,20avgm
307,29,169,71,88,88,19,40,56,61,45,96,40,76,28,58,23,21,287,20avgm
308,29,170,73,91,86,18,39,57,61,46,97,33,76,23,57,29,26,283,20avgm
309,29,168,69,87,88,19,40,57,64,42,96,35,78,24,56,25,23,279,20avgm
310,28,170,73,87,84,17,39,57,63,46,100,38,80,24,58,25,28,282,20avgm
311,42,169,49,63,63,17,34,55,48,43,96,38,78,24,53,22,26,213,40avgm
312,21,178,101,107,107,19,40,61,69,49,111,41,83,25,57,24,27,356,20avgm
313,29,176,79,90,89,19,38,58,66,43,102,43,79,23,57,28,23,301,20avgm
314,23,176,80,88,88,19,37,58,64,47,100,42,80,23,57,25,24,298,20avgm
315,44,173,71,89,88,18,36,57,61,45,95,45,81,27,56,26,32,293,40rtm
316,29,171,73,89,89,20,42,55,56,46,97,40,78,26,57,24,29,291,20avgm
317,29,175,83,93,93,21,40,57,64,45,95,29,79,19,58,26,26,298,20avgm
318,35,170,91,109,103,20,42,56,69,43,106,43,75,25,58,26,24,346,30bqm
319,31,169,63,80,77,17,38,56,54,47,91,44,79,26,54,22,32,264,30avgm
320,24,173,78,89,87,19,41,56,63,44,98,38,76,22,58,26,29,292,20avgm
321,24,169,60,73,73,18,37,56,52,45,90,39,78,24,53,23,26,245,20avgm
322,22,166,55,72,71,18,35,57,50,43,86,40,75,23,56,23,29,238,20avgm
323,27,179,79,88,87,20,39,62,63,46,99,37,85,21,59,25,24,291,20avgm
324,50,171,58,77,76,18,35,57,53,39,91,41,76,23,56,25,22,252,50qm
325,35,170,75,91,91,19,40,53,65,44,97,27,76,21,57,28,26,284,30avgm
326,20,137,29,56,53,11,25,46,39,36,68,33,65,27,52,21,21,171,20avgm
327,26,179,82,82,81,16,36,60,58,45,99,41,83,26,59,25,25,286,20avgm
328,26,173,73,77,75,15,35,57,56,46,94,33,82,26,59,26,23,258,20avgm
329,40,177,62,73,72,14,34,57,54,39,90,38,83,22,58,25,31,245,40sqm
330,35,182,77,83,77,15,35,60,57,46,101,39,82,24,57,34,27,276,30avgm
331,53,186,85,85,83,14,36,64,57,47,100,40,88,27,58,27,23,293,50avgm
332,26,176,63,72,69,14,34,59,52,47,92,36,81,26,58,28,29,240,20avgm
333,34,170,58,68,67,13,32,55,53,46,85,39,79,23,56,26,32,232,30avgm
334,24,178,70,75,74,14,35,60,53,43,94,37,83,25,59,25,27,256,20avgm
335,34,181,63,68,67,15,33,61,56,45,88,36,86,26,57,25,33,234,30srtm
336,36,183,71,74,73,13,38,63,58,47,93,35,89,28,60,29,29,253,30avgm
337,27,177,67,75,70,15,33,59,53,45,93,33,82,27,58,32,27,245,20avgm
338,51,179,68,81,73,15,33,60,53,41,96,35,81,23,56,28,29,257,50avgm
339,61,167,73,85,80,15,34,54,61,43,100,32,72,23,58,28,27,270,60rtm
340,58,161,63,85,85,14,36,56,50,41,91,36,70,29,58,25,26,269,50qm
341,35,137,37,68,65,11,29,47,47,34,77,34,64,25,54,23,31,204,30avgm
342,32,173,63,76,73,13,31,62,55,42,95,34,78,30,55,28,21,246,30srtm
343,31,169,54,69,66,14,34,56,49,42,87,39,76,27,53,25,29,228,30avgm
344,33,178,67,73,70,15,33,59,53,44,94,38,79,26,56,28,28,248,30srtm
345,22,168,60,74,70,14,32,53,54,44,91,37,75,25,57,25,28,241,20avgm
346,28,177,64,77,73,13,32,59,52,42,94,40,79,26,56,28,28,254,20avgm
347,35,178,80,82,80,14,34,58,60,45,99,42,78,26,61,28,24,284,30avgm
348,36,166,60,72,67,14,32,55,53,40,93,31,72,22,56,27,21,230,30avgm
349,31,171,41,54,54,13,29,57,40,36,77,35,79,25,55,25,24,184,30avgm
350,35,176,62,71,70,14,36,60,50,47,91,27,82,21,58,25,35,230,30avgm
351,28,165,67,80,78,14,36,52,56,39,93,39,71,28,58,26,23,264,20avgm
352,26,165,49,65,63,12,31,53,46,38,85,42,75,28,54,24,28,219,20avgm
353,31,127,27,57,55,10,25,40,41,32,67,40,56,24,53,21,27,179,30avgm
354,30,157,42,63,60,12,29,52,45,39,78,40,75,26,56,21,32,205,30avgm
355,33,171,60,76,72,13,33,57,54,44,89,40,81,24,54,26,31,248,30avgm
356,29,175,56,66,62,14,33,55,48,42,89,41,81,27,57,26,29,225,20avgm
357,31,170,80,87,86,14,38,58,68,43,107,44,76,27,59,28,20,297,30avgm
358,33,166,85,93,94,15,38,54,67,44,105,41,73,26,58,25,24,313,30avgm
359,30,170,60,69,68,14,32,57,53,43,92,38,76,26,55,27,28,235,30avgm
360,29,173,60,72,71,15,32,58,52,45,89,37,81,25,55,26,32,240,20avgm
361,30,167,65,75,73,14,34,57,60,42,92,36,79,22,57,25,28,249,30avgm
362,28,135,31,62,58,10,27,44,43,35,70,38,62,26,52,23,30,189,20avgm
363,27,130,28,57,57,10,24,41,41,33,68,39,59,24,51,21,28,181,20avgm
364,29,175,68,76,73,13,34,58,56,42,94,42,79,24,58,27,25,259,20avgm
365,42,173,81,93,87,14,38,57,63,40,103,39,77,23,60,29,23,300,40avgm
366,31,163,73,88,86,14,37,53,65,43,101,35,68,25,57,28,23,282,30bqm
367,31,168,50,69,66,13,31,56,47,40,84,38,74,23,55,27,20,223,30avgm
368,31,172,76,88,83,14,36,59,60,47,97,41,77,23,59,26,28,288,30avgm
369,36,144,38,65,61,11,27,48,47,34,76,35,68,24,54,22,27,199,30avgm
370,30,170,66,77,73,14,34,56,56,44,92,42,77,24,56,28,33,258,30avgm
371,29,169,74,81,79,14,35,60,62,45,97,41,81,24,58,28,27,275,20avgm
372,32,174,72,81,80,13,34,59,57,44,97,38,82,24,59,27,30,271,30avgm
373,28,163,59,72,72,14,33,54,51,40,91,40,72,28,56,26,27,243,20avgm
374,28,166,60,76,74,13,32,58,52,40,90,39,74,23,57,25,28,249,20avgm
375,35,166,63,79,77,14,36,54,57,43,91,36,72,25,56,29,28,255,30avgm
376,32,169,65,79,78,14,35,58,57,44,93,36,79,25,59,24,28,258,30avgm
377,57,175,60,71,70,14,33,57,51,42,91,36,80,23,57,26,27,237,50qm
378,32,160,57,79,76,15,34,52,51,40,91,38,68,24,57,24,25,250,30avgm
379,30,158,64,87,87,14,37,52,57,43,90,36,67,29,57,27,27,274,30bqm
380,27,165,70,97,93,14,40,56,57,39,96,37,75,24,57,27,25,297,20avgm
381,31,176,68,77,75,13,32,58,58,45,96,37,78,28,57,26,24,257,30avgm
382,30,173,57,69,66,14,33,56,48,42,88,37,77,23,56,26,28,229,30avgm
383,30,154,61,84,85,16,36,55,53,39,92,38,66,21,56,25,23,268,30bqm
384,29,173,72,89,87,15,41,62,57,43,96,43,80,26,59,26,25,291,20avgm
385,28,158,64,89,88,14,37,55,51,38,91,42,72,26,56,25,23,283,20avgm
386,28,172,75,90,92,15,37,60,54,40,96,43,77,24,59,29,23,300,20avgm
387,35,168,66,83,82,14,37,56,53,39,91,42,73,24,58,26,25,273,30bqm
388,22,154,58,82,86,13,35,52,55,40,88,45,69,26,56,24,26,271,20avgm
389,44,184,84,86,82,15,37,64,63,47,101,43,82,25,57,30,28,295,40avgm
390,41,180,82,83,81,15,36,61,61,47,100,41,84,28,59,26,25,287,40avgm
391,52,175,77,86,83,15,35,58,59,45,97,48,82,26,58,25,23,294,50qm
392,29,170,67,82,80,13,34,59,55,42,95,47,76,28,59,25,27,276,20avgm
393,33,178,65,75,70,14,34,60,55,44,92,44,82,24,55,27,28,254,30srtm
394,33,174,71,74,73,14,35,61,56,44,91,38,80,25,58,26,26,256,30avgm
395,33,170,65,77,76,14,36,57,54,42,90,39,76,25,56,26,26,257,30avgm
396,41,169,69,73,74,15,35,57,54,46,93,36,77,24,57,24,27,252,40avgm
397,37,158,65,80,80,15,36,51,53,44,91,37,69,26,58,24,30,262,30avgm
398,51,164,83,93,98,15,39,53,69,46,100,43,70,26,59,26,29,317,50qm
399,54,174,76,82,80,14,35,59,58,46,96,42,78,27,56,25,24,280,50qm
400,47,175,77,82,80,14,36,58,58,43,98,40,79,25,60,26,26,279,40avgm
401,33,182,89,97,95,15,42,63,63,49,103,42,82,29,58,28,27,323,30avgm
402,33,171,70,80,79,13,35,59,57,44,93,43,78,26,57,24,26,272,30avgm
403,30,167,65,83,82,13,34,55,54,42,93,48,72,29,57,27,29,278,30bqm
404,31,177,80,84,80,15,36,59,60,44,101,42,79,25,59,29,21,286,30avgm
405,37,167,65,75,74,13,35,57,56,42,93,34,76,23,56,24,27,248,30avgm
406,34,177,75,77,75,14,35,61,57,43,97,32,80,21,60,26,29,259,30avgm
407,58,171,70,78,76,14,35,58,54,44,96,39,77,25,56,26,29,263,50qm
408,44,168,71,84,81,14,35,57,58,47,97,37,76,24,54,27,30,273,40avgm
409,39,173,74,82,83,14,37,56,58,43,99,39,77,23,59,25,30,278,30bqm
410,57,166,64,76,74,13,34,57,53,38,89,36,75,26,58,25,28,250,50qm
411,57,173,69,85,82,14,35,57,53,41,94,41,78,25,60,29,23,277,50avgm
412,54,176,100,103,102,16,39,59,69,46,105,42,77,25,59,29,24,347,50avgm
413,31,163,68,82,83,15,36,52,58,44,92,42,70,22,56,25,26,275,30avgm
414,37,155,45,67,63,12,29,48,49,41,81,41,78,24,57,23,30,216,30avgm
415,42,152,40,62,60,12,28,47,46,37,77,41,71,27,55,21,31,203,40avgm
416,34,176,90,90,90,15,40,61,67,47,93,40,78,26,60,29,31,310,30avgm
417,29,166,71,84,83,14,36,56,57,43,93,37,74,21,57,25,30,275,20avgm
418,30,171,59,70,68,14,32,58,49,46,86,43,77,26,56,26,28,240,30avgm
419,33,170,51,67,64,16,32,57,45,42,85,39,77,24,55,25,26,221,30avgm
420,34,174,55,70,70,14,35,58,42,37,86,35,80,24,58,27,22,230,30avgm
421,42,167,77,100,96,15,37,57,62,43,97,40,74,25,59,29,27,313,40avgm
422,32,178,106,105,106,17,44,59,73,49,110,35,77,23,60,31,26,352,30avgm
423,30,169,87,97,96,15,40,56,62,43,101,39,74,26,59,30,21,319,30bqm
424,67,168,73,88,84,14,34,55,59,46,97,34,71,27,57,28,29,279,60brtm
