age,height,weight,bellyCirc,waistCirc,wristCirc,neckCirc,ArmLength,ThighCirc,shoulderWidth,Hips,armfitCirc,inseam,bodyLength,headCirc,hipLength,bodyvalue
23,158,50,75,67,15,31,52,52,40,86,37,71,55,57,22,179
23,153,51,80,72,15,32,54,53,39,90,39,69,53,56,20,191
20,161,59,81,71,16,30,55,58,40,93,38,75,57,56,23,190
23,154,44,72,64,14,29,53,49,39,86,34,70,55,56,20,170
23,155,47,68,62,15,32,52,55,38,87,34,69,59,54,23,164
21,157,51,73,62,16,30,51,55,39,90,35,70,55,57,19,170
24,162,58,86,76,16,32,55,55,44,97,37,73,59,56,21,199
23,155,52,74,67,16,29,50,55,40,92,38,67,57,54,20,179
20,174,70,88,77,17,35,59,60,42,101,42,82,62,61,23,207
21,156,57,78,71,15,33,53,59,39,94,38,69,56,58,21,187
20,161,55,75,66,17,31,56,56,39,92,38,73,57,56,21,179
22,160,69,88,77,16,32,55,62,41,105,43,70,61,58,22,208
24,167,63,84,70,16,32,57,63,40,98,39,75,61,57,23,193
20,161,56,81,67,16,30,53,57,40,97,39,71,60,55,22,187
23,163,53,79,68,17,30,55,53,40,93,41,74,58,56,22,188
21,164,54,73,67,18,30,58,54,36,94,36,75,57,58,21,176
24,161,48,72,60,16,30,56,54,40,91,36,72,58,55,22,168
21,156,51,78,69,15,30,53,54,36,91,36,72,54,56,20,183
21,156,52,73,66,16,31,51,52,35,90,38,69,55,55,20,177
23,156,56,84,74,16,31,53,56,37,95,39,72,55,55,21,197
21,157,58,84,76,16,31,52,60,40,99,39,72,57,55,21,199
23,160,60,81,68,16,30,54,60,37,97,38,74,57,57,20,187
21,157,55,75,67,17,31,56,58,40,92,39,70,56,59,21,181
21,158,55,72,67,17,32,56,57,41,94,37,76,53,56,19,176
21,156,48,76,68,16,30,51,52,39,90,37,68,55,54,21,181
20,165,51,77,66,16,31,55,53,41,91,37,73,58,55,21,180
20,165,58,78,73,16,31,55,57,38,95,39,71,61,60,23,190
23,157,48,72,64,17,29,56,53,35,88,35,72,55,55,21,171
22,171,55,69,64,16,30,57,51,39,91,36,79,61,58,22,169
22,171,50,73,63,17,30,57,50,41,92,35,81,58,58,21,171
20,166,50,76,68,15,29,56,52,40,89,37,76,59,58,22,181
23,157,44,73,65,15,28,56,50,39,84,33,73,57,55,22,171
23,158,59,82,81,16,32,53,56,43,93,39,72,54,58,21,202
22,171,57,78,71,16,31,56,53,44,93,39,79,61,56,21,188
22,161,45,68,62,15,29,53,48,40,87,36,73,58,54,20,166
20,165,54,80,68,15,31,56,55,42,94,38,76,58,57,21,186
22,153,41,69,63,14,28,50,48,38,84,34,70,55,54,20,166
23,162,66,85,78,17,34,53,63,40,104,39,71,59,59,20,202
20,169,59,85,70,16,31,58,55,42,93,39,78,60,54,19,194
21,169,79,95,83,19,38,53,64,45,105,47,73,63,59,24,225
20,155,58,82,74,16,31,49,59,41,94,41,68,56,60,19,197
20,163,73,91,83,18,34,52,64,41,104,37,73,57,59,20,211
21,172,51,71,61,16,31,57,52,41,90,36,78,59,57,21,168
24,166,61,84,74,17,31,56,55,40,97,40,73,62,57,21,198
24,156,46,66,60,16,30,49,54,37,89,36,69,56,57,21,162
21,165,61,86,74,16,31,52,60,41,99,39,72,58,58,21,199
21,155,52,78,64,17,30,51,55,41,93,39,69,53,56,22,181
23,166,60,84,73,16,31,56,59,38,95,40,76,57,58,24,197
21,161,54,78,68,17,30,52,54,42,93,38,72,58,58,21,184
20,158,60,84,74,18,31,52,60,40,97,41,73,57,56,22,199
22,150,48,75,66,15,30,48,55,39,90,35,67,53,55,18,176
21,159,49,72,63,16,32,52,51,40,90,36,72,57,58,20,171
21,167,46,70,60,16,29,53,47,38,84,35,76,61,56,23,165
24,161,54,78,70,17,31,54,54,41,92,38,73,56,57,19,186
20,170,70,92,82,18,33,55,64,47,101,41,80,59,57,20,215
20,169,65,86,76,16,32,55,59,43,98,41,79,59,57,21,203
20,166,52,74,65,16,30,56,51,42,90,38,77,57,55,20,177
21,157,46,74,63,16,31,51,52,41,88,35,73,55,55,20,172
23,160,57,84,75,16,32,51,57,39,95,39,74,55,56,19,198
20,165,51,77,65,15,31,53,53,41,90,36,74,60,55,22,178
20,168,59,80,71,16,32,55,53,42,95,38,74,61,57,22,189
20,163,46,72,64,14,29,55,52,38,88,37,76,59,56,24,173
20,165,63,79,72,16,30,54,63,39,99,39,74,59,57,23,190
20,158,55,80,74,16,34,53,57,39,91,41,70,58,55,22,195
24,159,53,79,71,16,30,51,51,38,90,37,73,56,55,21,187
20,164,49,70,65,15,29,55,52,37,89,36,76,56,55,17,171
24,155,57,80,75,15,32,50,56,36,95,40,68,58,55,22,195
24,162,50,74,65,15,30,54,54,38,91,35,72,59,55,22,174
21,154,50,71,67,16,30,52,55,37,93,36,69,56,56,20,174
28,151,60,82,75,17,31,52,61,36,97,38,67,56,56,21,195
23,153,46,73,67,15,29,52,49,36,86,36,69,54,57,19,176
24,166,50,71,66,16,30,55,52,39,91,34,77,60,52,22,171
20,168,54,76,68,16,30,58,53,43,92,37,78,61,55,23,181
20,155,50,77,71,17,32,54,56,36,88,38,71,53,56,17,186
24,165,49,71,61,15,29,56,51,34,88,36,77,56,55,20,168
22,161,42,68,61,15,29,55,46,39,85,34,77,54,55,19,163
22,150,52,80,71,14,31,53,57,35,94,37,68,54,57,19,188
21,157,45,63,60,16,31,50,52,38,86,32,70,56,56,22,155
23,156,59,78,70,16,32,55,63,37,98,38,72,58,57,21,186
23,159,48,70,64,15,31,54,52,36,89,34,73,56,56,21,168
23,164,47,72,65,15,29,57,48,36,88,36,78,57,55,20,173
22,155,47,70,63,15,31,52,51,39,87,35,70,56,58,21,168
21,163,59,78,69,15,30,56,58,36,93,39,77,54,56,20,186
21,162,54,74,65,17,31,54,56,37,90,37,73,60,59,24,176
20,165,79,88,87,18,36,56,66,42,106,44,71,63,57,19,219
20,153,67,94,90,15,36,53,61,41,103,40,71,54,57,16,224
23,157,54,78,69,16,31,54,56,38,94,38,71,56,54,22,185
22,156,47,72,67,15,31,51,56,36,92,35,68,55,54,19,174
26,156,70,98,87,16,36,51,63,41,102,44,70,56,55,20,229
27,159,51,78,66,15,31,53,54,40,90,37,73,56,55,20,181
26,164,60,83,70,16,32,55,57,40,98,41,73,59,57,23,194
29,161,56,78,70,17,32,54,54,39,91,40,72,58,54,21,188
28,155,44,72,63,16,28,51,49,40,85,33,71,55,54,20,168
31,157,43,73,66,15,29,51,48,41,86,35,73,56,50,19,174
29,152,49,73,69,15,30,49,54,39,88,37,68,56,55,21,179
26,170,57,82,67,16,30,55,55,42,94,39,77,64,55,25,188
29,166,53,76,68,17,31,56,48,38,90,41,77,59,56,22,185
25,153,54,81,70,15,32,52,55,40,90,37,68,53,56,21,188
25,167,58,77,62,16,30,52,55,42,96,42,70,64,55,26,181
28,156,67,86,79,16,33,50,61,39,99,41,70,56,57,21,206
25,160,43,67,61,16,29,53,46,40,83,35,75,57,56,19,163
29,160,54,80,70,17,34,52,52,40,91,38,72,59,58,23,188
26,160,56,82,69,15,30,56,57,39,93,39,71,57,54,22,190
28,157,54,80,70,16,31,51,55,40,93,39,69,61,55,22,189
27,162,50,77,63,16,32,52,51,37,88,37,74,57,57,22,177
25,156,58,81,73,16,32,51,59,39,97,40,70,55,56,19,194
26,159,57,80,67,16,31,53,56,40,93,39,71,59,55,23,186
27,161,55,78,69,17,31,53,56,41,97,39,72,58,57,22,186
25,158,50,74,65,16,31,53,54,40,89,35,73,58,54,22,174
25,160,57,84,73,16,31,53,58,42,97,40,75,58,55,22,197
29,160,48,74,65,16,31,55,49,38,90,36,75,57,56,21,175
22,165,49,74,67,15,30,55,51,43,88,38,76,61,54,23,179
22,161,53,77,66,16,30,53,56,38,95,36,73,58,55,20,179
21,161,48,77,66,15,30,57,49,41,88,35,76,56,55,18,178
26,156,53,78,65,16,30,51,55,37,90,37,69,57,57,21,180
28,165,61,84,73,16,31,53,60,42,96,40,74,58,57,21,197
26,167,62,88,74,16,31,53,58,39,100,38,74,59,58,23,200
26,155,45,76,64,16,28,53,47,38,83,34,71,55,53,20,174
29,160,58,83,73,17,32,54,55,39,97,40,70,59,56,22,196
26,157,56,82,73,17,32,50,55,42,91,38,72,54,54,19,193
27,153,47,79,66,17,30,52,49,39,88,37,69,54,53,19,182
21,154,59,83,71,17,32,50,59,39,99,38,65,57,57,22,192
29,153,46,69,64,15,29,50,50,37,88,34,68,56,56,21,167
25,161,48,68,59,18,30,53,55,38,87,36,73,57,55,22,163
23,162,61,86,77,16,33,55,56,42,96,43,74,57,57,22,206
29,160,50,73,63,15,31,51,54,40,91,37,71,59,55,23,173
26,150,55,84,76,16,31,48,57,37,95,38,67,54,58,22,198
27,174,54,87,73,17,33,55,59,44,98,39,80,65,59,25,199
22,156,65,82,70,15,31,48,57,42,96,37,69,56,54,20,189
28,152,43,72,59,15,29,49,50,36,83,34,68,56,56,21,165
26,154,57,86,74,17,32,50,58,41,92,38,70,56,57,21,198
24,162,58,81,69,16,31,54,57,43,94,38,73,59,57,23,188
21,163,59,82,72,18,32,56,56,42,95,42,75,56,58,19,196
21,168,48,75,65,15,30,57,52,40,88,37,79,58,56,21,177
28,157,54,74,68,15,31,52,55,40,91,40,70,59,55,23,182
25,152,43,70,58,15,31,49,50,35,84,34,73,53,55,19,162
27,165,61,80,69,18,32,55,56,41,97,38,76,58,59,22,187
31,162,56,76,67,17,32,54,55,40,95,39,76,58,55,21,182
28,159,55,78,68,17,32,51,52,40,92,38,71,58,58,23,184
30,160,48,74,62,15,29,52,52,41,90,35,75,58,55,24,171
29,159,55,78,71,17,30,53,54,38,90,39,71,59,57,21,188
26,167,51,74,63,15,30,53,52,42,89,37,75,61,57,23,174
26,163,62,79,79,16,31,55,58,42,98,38,75,59,56,22,196
26,157,45,74,66,15,29,47,50,38,86,34,68,60,54,24,174
28,171,84,97,82,18,40,56,66,41,98,49,73,64,62,25,228
26,163,52,77,66,16,31,55,51,40,91,39,75,59,59,22,182
27,173,66,84,73,16,33,59,58,43,102,39,81,62,58,23,196
27,161,63,87,76,17,33,53,60,41,98,41,70,60,57,22,204
23,155,49,77,68,16,31,50,50,41,87,37,69,55,57,18,182
26,158,62,84,77,17,33,55,59,37,97,40,67,60,58,19,201
29,155,53,78,76,15,33,52,57,35,91,37,66,58,57,22,191
25,162,58,76,73,15,31,56,52,37,93,39,71,60,56,22,188
25,159,55,90,70,16,32,55,58,37,95,37,67,58,55,23,197
23,157,50,73,67,14,30,52,53,36,88,35,72,57,55,21,175
28,161,60,82,74,17,32,53,60,39,100,38,71,59,57,23,194
28,163,59,83,73,16,32,58,58,36,93,38,74,58,57,24,194
27,159,49,74,65,14,29,52,54,34,90,37,72,54,55,20,176
27,158,47,69,64,15,29,54,53,35,88,36,72,56,55,20,169
29,159,49,70,65,17,30,54,52,40,88,35,73,55,56,19,170
28,154,48,67,63,17,30,52,55,37,89,35,69,55,53,21,165
25,162,57,74,65,17,32,54,57,40,91,37,71,59,57,22,176
28,165,55,79,72,16,33,59,53,38,90,34,75,56,57,19,185
28,160,57,79,68,16,30,55,55,37,93,40,71,58,55,22,187
29,163,50,72,65,16,30,56,56,37,98,35,75,60,56,22,172
26,164,58,88,68,16,31,53,58,36,95,38,73,60,55,23,194
25,164,55,73,66,17,31,55,57,32,96,41,72,60,56,23,180
29,158,57,84,75,16,31,53,59,36,94,41,71,55,54,20,200
28,164,60,78,70,15,32,54,58,37,93,40,74,57,53,21,188
28,156,50,73,66,15,31,52,59,38,90,38,69,58,54,21,177
24,164,54,79,69,16,32,57,53,38,93,37,75,58,56,21,185
25,149,46,73,65,15,28,50,53,36,88,36,65,56,56,20,174
26,160,63,68,62,17,33,53,59,37,88,36,71,57,54,22,166
26,157,48,85,77,15,30,54,55,36,98,40,70,59,55,22,202
26,168,71,90,80,17,34,58,64,38,104,42,77,58,57,20,212
29,163,57,79,70,17,33,55,60,37,94,40,73,59,55,21,189
25,158,49,78,68,16,30,53,56,36,89,34,69,59,54,23,180
20,167,57,77,70,18,30,57,58,40,96,38,77,59,56,21,185
38,152,53,79,83,17,33,52,53,36,89,39,67,54,56,18,201
26,155,51,74,68,15,31,55,51,36,88,36,74,54,55,20,178
24,157,62,87,80,15,34,55,59,39,98,40,71,56,55,20,207
26,162,52,75,70,15,31,55,55,38,91,36,72,57,58,21,181
26,167,56,73,65,16,31,54,54,40,94,35,73,61,61,23,173
29,158,44,71,64,15,29,52,48,35,83,34,71,57,54,19,169
25,155,46,75,66,15,29,54,52,35,87,38,72,52,52,20,179
27,155,54,80,71,15,32,52,56,35,91,37,69,56,55,22,188
23,155,53,79,72,16,32,53,53,35,91,39,68,56,56,21,190
29,162,58,83,70,17,33,55,56,40,94,38,73,57,58,21,191
26,154,46,75,64,15,30,53,51,35,88,35,70,55,53,21,174
21,166,62,83,75,16,34,57,59,41,98,42,73,60,57,21,200
21,153,53,79,61,16,32,54,61,38,96,37,67,56,56,22,177
25,156,46,73,63,16,29,54,57,35,88,37,70,55,54,21,173
30,163,51,77,67,16,32,56,51,34,90,39,73,60,56,22,183
28,164,55,76,68,16,31,57,53,42,91,38,74,59,57,22,182
26,164,48,67,61,15,29,57,52,38,88,36,74,57,53,19,164
25,171,53,74,67,15,30,58,53,39,92,37,79,61,57,22,178
25,162,66,83,76,18,34,55,59,40,101,42,70,59,56,20,201
36,149,65,89,83,17,33,51,64,35,99,47,67,54,54,19,219
32,157,54,79,71,16,30,52,57,38,94,37,69,56,56,22,187
29,154,53,79,70,16,32,54,54,38,93,40,68,56,55,22,189
24,159,54,79,68,15,32,55,54,39,91,38,69,56,56,20,185
27,166,54,74,64,16,30,57,54,42,92,39,76,60,55,22,177
29,159,49,68,61,16,29,53,54,36,89,36,69,59,55,22,165
23,154,44,69,62,15,31,51,49,40,84,35,69,54,55,20,166
23,156,51,76,65,15,33,54,56,33,93,38,70,57,55,22,179
24,169,58,86,75,16,33,59,57,39,97,39,76,61,58,23,200
30,171,54,75,65,17,30,56,52,37,89,37,76,62,56,23,177
28,153,49,76,69,16,29,54,55,34,89,36,70,54,52,21,181
38,160,67,89,84,18,34,54,59,38,95,47,69,58,57,21,220
32,159,50,66,61,16,30,50,56,36,91,37,67,58,55,20,164
30,161,48,71,67,15,31,56,49,37,85,37,76,55,55,19,175
30,151,60,84,78,17,32,53,60,38,93,40,67,54,57,20,202
30,170,67,92,85,16,37,62,56,38,92,43,80,55,59,22,220
32,157,53,83,76,15,31,54,55,39,90,35,73,54,56,21,194
34,159,64,93,80,17,34,54,57,38,98,40,71,60,58,23,213
34,168,52,74,66,15,31,57,51,36,91,37,77,57,56,17,177
31,168,57,77,68,15,31,57,56,38,93,37,74,62,57,21,182
30,148,51,81,73,15,30,49,56,36,92,38,64,54,54,19,192
34,159,59,87,77,16,32,57,60,39,99,39,73,56,55,19,203
31,161,61,86,79,17,32,53,59,37,96,41,70,60,56,25,206
32,157,47,73,67,15,30,54,50,36,88,36,70,59,54,24,176
28,162,46,68,61,15,29,55,50,37,89,35,73,58,54,21,164
32,166,52,75,67,15,32,58,51,36,90,38,77,59,55,23,180
34,149,51,83,75,15,32,51,57,34,92,38,65,54,54,19,196
31,155,55,82,78,16,32,54,59,37,97,39,67,57,56,20,199
31,164,66,85,74,17,33,55,61,37,102,42,75,59,57,22,201
36,155,52,80,69,15,30,54,53,32,92,37,66,57,54,22,186
33,154,48,74,66,15,29,52,57,35,91,36,66,56,53,22,176
33,159,51,74,67,15,30,51,55,37,90,36,69,59,57,20,177
33,151,52,82,73,15,32,50,54,39,92,36,64,58,54,23,191
34,155,55,83,73,17,33,53,55,37,90,43,67,56,56,21,199
32,151,69,91,83,18,31,51,66,33,104,43,68,52,55,19,217
30,160,49,73,66,15,32,55,51,36,89,35,74,57,54,23,174
33,160,68,95,87,16,37,53,57,42,95,45,70,62,57,21,227
34,150,72,102,92,17,35,52,65,38,104,46,62,56,59,18,240
32,152,53,82,73,17,33,51,57,35,89,39,68,53,56,19,194
32,157,51,77,71,16,32,55,53,37,88,39,72,56,55,19,187
39,156,72,97,90,18,40,56,62,39,99,45,68,57,56,23,232
36,154,51,80,70,16,31,51,53,38,89,39,69,57,55,21,189
31,157,53,77,67,16,30,53,60,34,92,40,71,54,57,19,184
29,159,46,72,62,15,30,53,50,37,87,37,70,59,58,22,171
32,159,57,80,73,16,31,52,58,37,93,37,70,57,57,22,190
34,159,51,81,70,15,29,52,54,39,92,37,70,61,57,24,188
31,158,52,74,68,16,31,53,54,37,90,37,70,56,57,19,179
32,164,82,107,94,18,35,57,64,40,106,50,74,57,60,20,251
29,160,52,74,68,16,30,53,54,37,90,37,70,58,57,20,179
33,162,55,77,65,16,32,55,59,39,89,36,71,59,58,22,178
34,161,59,79,68,15,31,54,58,37,90,37,73,59,59,22,184
32,155,55,85,71,16,31,50,61,40,94,38,72,56,55,20,194
34,165,70,87,78,17,35,56,61,40,100,42,74,61,59,23,207
39,152,45,75,64,15,30,50,50,33,87,37,65,56,55,21,176
32,160,55,81,74,16,32,52,58,37,94,38,71,59,56,21,193
30,161,56,80,67,16,30,54,62,37,92,40,73,58,56,22,187
31,163,57,80,70,15,31,57,60,37,94,38,75,57,56,21,188
33,166,55,79,71,15,30,54,54,42,91,37,74,60,59,22,187
30,159,58,84,76,16,30,56,60,38,93,40,73,58,57,21,200
31,154,48,78,69,15,32,54,54,39,90,39,69,58,55,20,186
39,156,41,72,65,16,30,51,49,39,82,36,71,57,52,20,173
33,154,46,72,64,15,30,51,53,39,87,35,71,53,56,18,171
29,158,67,93,80,16,33,53,64,41,105,42,68,60,58,24,215
33,163,62,86,73,16,32,56,66,41,98,40,74,59,58,23,199
34,169,72,93,79,17,33,60,60,42,102,44,76,61,58,24,216
34,161,58,83,73,17,31,55,56,40,92,39,73,59,55,23,195
39,155,48,77,67,15,31,50,52,37,88,37,69,57,56,21,181
39,159,57,88,80,16,36,54,56,40,92,39,71,59,57,22,207
37,156,46,70,61,17,30,52,48,37,84,35,69,58,57,22,166
30,159,44,73,64,16,29,53,54,38,86,34,72,57,54,22,171
27,171,57,78,68,17,32,57,57,41,95,37,79,62,57,22,183
30,149,44,71,64,15,29,49,57,35,85,34,63,54,55,20,169
32,156,57,84,69,17,32,54,61,36,100,40,67,61,56,26,193
35,159,53,80,70,15,30,53,61,39,91,39,74,56,55,22,189
34,157,72,100,96,16,36,53,61,40,103,44,69,59,56,18,240
26,167,57,78,69,16,32,54,58,40,96,38,75,61,55,24,185
33,155,45,77,65,14,29,52,51,40,89,33,69,55,55,20,175
30,166,52,83,69,15,31,55,51,41,88,36,76,60,56,22,188
33,163,67,87,77,17,34,53,62,43,107,40,73,60,57,24,204
30,159,62,90,81,17,33,54,57,37,93,39,73,55,56,19,210
30,156,49,76,67,15,31,54,54,39,90,35,72,54,55,20,178
39,158,57,85,78,16,33,51,53,41,91,38,69,58,57,19,201
38,159,66,87,82,17,34,54,59,44,98,41,70,58,53,21,210
34,155,57,85,73,17,33,51,56,40,95,39,69,57,56,21,197
30,164,51,74,67,16,29,55,52,42,92,35,76,57,56,21,176
38,159,55,78,71,15,31,53,57,41,91,38,71,58,55,20,187
31,160,55,73,66,16,33,55,59,42,92,36,74,56,56,18,175
35,161,50,73,66,15,31,55,52,38,91,35,74,55,55,20,174
31,158,66,95,82,15,31,54,63,39,108,40,69,58,55,22,217
32,162,54,79,72,16,33,53,50,39,87,40,72,57,56,21,191
33,150,45,78,69,15,28,50,50,40,84,33,69,51,53,17,180
32,157,53,77,70,17,33,52,55,42,91,37,67,59,56,24,184
31,150,51,84,72,16,31,49,56,39,93,39,67,54,54,21,195
30,167,57,79,69,16,31,56,57,39,92,38,77,60,57,24,186
33,159,70,97,86,17,33,52,67,41,103,41,72,57,56,18,224
31,167,62,86,77,16,30,53,60,44,96,39,75,61,53,23,202
35,154,52,77,69,17,30,51,56,35,91,36,68,56,55,19,182
36,156,56,79,73,17,32,50,56,39,93,40,68,59,54,23,192
34,164,52,77,66,16,31,54,51,42,89,40,75,61,56,24,183
37,159,53,79,69,16,30,50,54,37,89,37,69,57,54,21,185
39,158,60,84,71,18,32,51,63,40,97,39,69,60,55,23,194
33,162,54,78,69,16,33,53,57,39,93,38,71,60,56,23,185
31,150,44,69,60,15,28,49,53,34,84,37,62,54,56,21,166
36,163,51,77,68,15,30,53,54,36,94,36,73,57,55,21,181
37,158,74,90,82,17,36,52,68,39,105,45,69,57,53,20,217
37,159,54,83,72,15,34,52,52,37,92,37,68,60,56,24,192
39,160,54,77,72,15,32,53,55,40,91,37,72,57,55,20,186
31,158,62,85,77,16,33,51,59,40,98,39,70,56,56,19,201
30,160,52,79,71,15,31,54,49,40,88,36,74,54,57,19,186
39,159,51,76,64,15,29,52,51,34,88,35,71,57,56,23,175
36,157,46,73,62,15,30,52,49,38,87,34,70,55,53,21,169
37,160,51,76,68,15,31,54,51,33,87,40,75,56,55,20,184
38,164,59,82,73,15,32,55,57,40,99,39,73,60,54,22,194
36,161,51,77,71,15,30,52,48,39,89,38,71,55,55,19,186
38,157,51,76,68,15,31,51,52,36,91,37,70,58,54,21,181
36,167,57,75,63,16,29,54,54,40,94,36,73,62,57,23,174
36,154,53,76,69,15,33,53,52,36,90,36,66,56,53,20,181
39,155,58,85,79,16,32,50,54,40,91,37,67,57,54,19,201
39,153,52,77,71,15,32,50,53,37,90,39,67,56,55,21,187
33,164,54,79,68,16,31,53,53,39,90,39,75,56,55,21,186
38,170,78,96,85,18,36,55,63,42,108,46,74,62,59,21,227
30,164,63,84,74,16,33,55,56,40,97,38,72,60,55,22,196
36,158,61,84,79,16,33,52,59,37,95,39,69,58,57,21,202
38,158,48,73,67,15,31,53,50,39,89,36,72,56,53,20,176
35,164,68,96,86,16,32,54,61,40,104,40,71,60,56,21,222
32,158,45,71,62,14,31,52,50,34,88,34,70,57,54,22,167
38,163,70,93,80,18,34,54,62,42,102,41,71,61,58,23,214
34,159,54,79,68,16,30,51,56,37,91,37,71,59,55,21,184
39,169,72,92,79,16,32,56,62,40,103,44,73,63,56,23,215
36,171,62,82,71,16,30,59,54,43,96,38,82,59,55,21,191
34,166,67,88,73,16,32,53,65,38,106,38,70,62,57,23,199
36,160,53,79,66,15,29,52,54,37,92,36,69,59,55,22,181
39,164,74,96,91,16,36,54,64,40,103,42,73,57,56,18,229
36,150,55,85,73,15,31,48,59,38,97,35,65,57,55,21,193
36,161,68,94,83,17,34,54,64,42,105,38,70,57,56,19,215
37,157,58,86,75,17,32,51,55,38,96,42,67,59,56,22,203
38,154,54,81,76,16,30,50,54,37,94,38,67,55,56,21,195
34,161,54,80,73,16,32,55,51,42,89,37,71,57,56,20,190
34,158,46,71,64,15,29,51,50,37,88,34,71,58,57,20,169
35,164,63,83,75,17,35,54,57,43,95,42,72,58,57,19,200
39,154,47,75,68,15,30,50,54,37,88,35,68,56,54,20,178
30,166,55,77,79,14,32,52,55,37,93,36,76,58,57,22,192
31,167,59,81,70,16,30,55,56,40,94,39,76,62,55,23,190
32,163,55,79,71,16,31,52,56,38,93,38,73,59,57,22,188
34,162,59,82,73,15,33,55,55,39,97,37,73,60,58,23,192
30,158,57,87,75,15,33,51,57,38,93,40,72,56,57,21,202
32,163,71,94,78,16,34,54,64,40,106,41,73,60,57,22,213
33,165,57,85,73,15,35,55,56,40,96,42,75,60,55,24,200
35,163,65,90,78,17,32,55,59,41,101,39,75,58,56,22,207
38,162,58,82,74,16,33,55,56,41,91,38,77,56,55,21,194
34,161,65,86,78,17,35,53,59,41,98,40,73,58,57,21,204
39,162,68,81,75,17,36,53,65,37,105,42,71,59,57,22,198
33,163,49,73,67,15,30,52,50,39,87,34,72,60,55,22,174
31,166,53,78,67,15,31,54,56,39,93,34,74,58,57,21,179
30,165,55,84,69,15,32,51,55,38,98,35,71,63,56,23,188
39,158,69,91,88,17,37,53,59,39,101,45,71,55,57,21,224
35,155,70,95,92,17,37,49,58,39,104,43,67,56,57,18,230
31,152,54,82,81,17,33,52,54,36,92,39,68,53,54,21,202
32,164,52,76,67,15,31,52,51,37,92,37,73,62,58,24,180
31,156,59,88,78,16,32,53,57,37,95,39,70,57,56,23,205
39,161,51,79,69,15,30,51,51,39,90,35,72,59,56,22,183
38,160,49,74,64,14,30,51,50,43,90,36,71,59,56,22,174
37,156,73,101,97,17,38,53,61,40,100,47,70,55,59,17,245
31,163,56,81,73,15,30,55,56,38,96,40,73,58,57,20,194
36,159,45,73,64,15,31,50,49,38,89,36,70,59,54,23,173
34,158,51,80,68,15,32,51,52,40,91,35,70,57,56,23,183
36,162,51,73,66,16,30,54,52,39,89,36,76,57,57,22,175
30,162,70,93,84,17,35,53,65,41,106,42,71,60,57,21,219
34,157,49,75,64,15,29,51,52,40,94,34,68,59,54,23,173
39,155,57,89,79,15,33,51,55,38,96,40,68,57,56,19,208
39,170,67,93,79,17,31,57,57,40,100,42,80,58,58,20,214
39,167,65,85,76,17,32,55,59,37,99,40,73,62,56,23,201
36,159,46,68,61,14,29,52,48,37,86,35,72,56,56,21,164
38,157,69,88,86,16,37,53,59,39,99,45,70,56,57,18,219
39,162,59,85,79,15,33,54,55,39,96,41,75,59,57,21,205
37,157,58,84,79,15,32,55,56,38,93,41,72,53,56,19,204
38,158,47,72,64,16,29,51,48,38,89,34,71,56,57,19,170
39,157,50,84,70,14,31,49,51,38,87,38,69,57,54,21,192
37,163,52,79,70,15,31,54,52,42,91,38,75,58,57,19,187
39,149,60,85,80,17,33,48,57,38,95,38,65,55,56,19,203
35,166,56,82,68,15,31,56,55,39,93,39,77,59,57,24,189
39,170,57,81,71,15,30,58,49,41,92,36,79,55,57,20,188
35,168,59,78,67,16,32,54,57,40,95,39,77,59,58,21,184
39,158,63,85,76,18,33,51,62,42,100,39,70,59,57,22,200
35,159,57,81,72,15,32,52,57,40,95,40,72,57,56,20,193
37,156,52,79,71,16,31,49,53,37,89,37,69,58,56,22,187
39,146,50,73,67,14,31,48,54,36,88,38,63,56,54,21,178
36,162,48,79,65,15,29,53,48,41,87,36,74,57,55,20,180
38,158,52,80,72,15,32,55,49,44,93,38,71,56,55,22,190
36,158,48,77,68,15,30,49,52,37,88,36,70,58,54,20,181
36,165,54,93,69,15,30,54,52,40,93,37,76,60,56,22,199
39,155,52,74,67,15,32,50,53,38,88,38,70,56,58,22,179
37,162,52,80,66,16,30,53,49,36,89,39,75,55,55,19,185
36,160,58,85,75,16,31,51,56,39,93,39,72,59,55,22,199
35,158,61,88,80,16,31,52,59,40,97,40,73,59,55,21,208
37,162,102,115,121,19,41,54,68,42,121,52,72,61,60,19,288
37,157,49,72,63,16,30,50,51,40,88,36,70,58,55,20,171
37,157,52,75,68,15,34,50,53,38,94,38,70,56,55,21,181
38,160,50,74,65,15,29,53,50,41,92,39,72,57,55,22,178
36,163,46,71,62,15,30,52,48,38,87,35,74,57,56,20,168
38,160,58,85,72,15,32,51,57,39,97,40,72,59,57,22,197
36,153,53,75,69,16,32,51,52,37,91,37,70,56,57,21,181
36,157,56,84,75,16,31,54,56,37,93,37,74,54,55,19,196
39,153,48,78,70,15,30,50,51,38,89,35,68,56,53,19,183
37,159,47,76,61,15,29,51,50,35,88,35,71,57,55,21,172
37,155,56,83,75,15,33,51,56,40,89,39,73,55,55,19,197
38,159,50,79,72,16,33,51,50,39,87,36,71,54,55,20,187
38,164,57,85,75,16,32,54,56,38,95,37,76,57,56,21,197
35,167,52,77,64,16,31,57,49,42,87,38,76,62,55,23,179
38,165,62,85,72,16,33,55,57,40,99,40,74,59,57,23,197
37,166,59,85,72,16,31,53,55,40,97,40,74,59,54,21,197
28,160,52,69,63,15,30,54,54,41,88,37,73,55,58,21,169
29,158,58,80,71,16,32,52,59,40,90,38,71,58,58,25,189
