age,height,weight,bellyCirc,waistCirc,wristCirc,neckCirc,ArmLength,ThighCirc,shoulderWidth,Hips,armfitCirc,inseam,bodyLength,headCirc,hipLength,bodyvalue
74,147,60,104,91,16,33,53,54,36,96,37,65,25,56,23,232
73,147,59,97,96,17,33,51,53,35,92,39,62,25,55,27,232
63,151,65,96,92,16,36,52,59,36,101,41,64,28,57,26,229
67,159,70,101,100,15,34,58,59,38,100,41,71,27,54,25,242
58,166,68,90,85,16,34,55,56,40,95,44,74,28,56,26,219
22,167,57,82,73,15,33,60,55,40,94,41,80,29,56,25,196
46,155,50,76,70,15,30,55,52,36,90,41,69,26,54,25,187
63,154,60,92,88,15,34,55,52,37,96,48,69,29,56,25,228
63,154,49,86,74,14,31,52,50,39,90,41,65,26,55,29,201
60,154,53,83,74,15,32,52,53,36,90,41,65,27,56,30,198
59,156,58,91,87,14,32,54,53,38,93,37,71,24,56,24,215
53,146,53,93,87,15,32,50,49,38,88,41,64,26,55,23,221
50,144,43,82,75,13,29,48,47,33,84,46,63,29,54,23,203
22,162,61,82,74,15,32,57,59,41,97,40,75,25,59,28,196
28,157,43,67,61,13,31,51,46,34,84,40,71,28,57,27,168
66,155,57,88,84,15,32,56,52,33,92,45,72,27,55,24,217
26,163,58,81,74,14,30,53,54,37,92,42,74,27,56,27,197
62,148,55,90,78,15,34,50,54,39,93,34,65,27,56,27,202
21,160,59,78,71,14,32,53,59,39,96,33,73,26,56,29,182
48,166,62,86,77,16,33,55,54,38,95,39,75,31,57,30,202
63,151,51,79,72,14,31,52,51,39,88,37,65,26,55,28,188
71,139,55,97,97,16,38,48,54,36,90,40,61,27,55,23,234
71,143,53,107,93,14,33,50,53,33,93,36,62,28,53,23,236
42,154,62,85,84,16,34,52,60,39,98,39,68,31,56,23,208
46,158,80,105,103,16,35,55,67,41,110,41,74,27,56,22,249
34,155,52,78,71,14,34,50,53,41,89,37,67,24,56,28,186
38,159,55,81,75,15,31,53,53,34,89,41,72,27,56,26,197
48,156,60,82,75,16,32,54,56,41,96,43,70,26,57,27,200
64,155,55,83,80,14,31,51,54,37,92,38,68,27,57,24,201
57,155,66,96,91,16,37,52,55,42,93,43,69,28,57,25,230
24,161,45,64,60,14,29,55,46,38,86,45,73,29,57,27,169
23,166,50,70,63,13,30,55,52,37,90,44,76,28,56,25,177
49,157,51,75,68,14,31,51,52,38,89,39,70,27,56,27,182
56,154,53,78,72,14,30,54,54,35,93,43,67,26,57,29,193
51,146,56,83,85,15,36,47,54,38,92,38,62,26,57,25,206
28,165,51,67,64,14,29,54,52,40,90,36,74,25,57,27,167
27,154,44,66,62,14,29,52,48,37,86,38,69,30,55,26,166
59,169,64,82,71,15,33,58,58,40,99,35,73,28,56,31,188
28,160,56,80,75,14,33,53,53,40,89,41,71,23,58,26,196
23,163,68,88,82,15,32,57,59,40,102,39,74,26,57,27,209
23,152,53,81,73,14,30,51,55,38,94,39,67,25,53,28,193
44,159,57,80,74,14,32,51,55,36,93,36,66,28,58,31,190
28,152,65,92,86,16,37,52,60,39,99,37,68,24,55,27,215
45,161,71,94,92,17,37,56,59,43,99,40,73,27,59,25,226
21,167,50,73,66,13,28,59,51,38,90,36,80,25,56,26,175
22,159,50,76,68,12,30,52,51,38,90,38,70,24,55,30,182
39,149,42,67,69,13,28,51,48,35,84,43,68,28,53,21,179
40,152,52,77,74,14,31,52,53,34,93,40,67,25,57,26,191
36,157,60,86,75,15,32,53,57,39,100,37,69,21,55,27,198
31,169,60,79,70,14,30,56,56,39,93,39,76,26,57,32,188
38,159,53,79,68,14,31,53,54,38,91,35,70,27,53,29,182
59,148,58,92,92,14,32,53,56,36,92,36,66,27,54,23,220
68,153,65,103,97,15,35,52,56,38,100,35,69,25,56,24,235
65,156,76,109,104,17,38,57,58,43,100,41,70,28,56,25,254
36,157,59,84,75,15,33,53,55,37,97,36,67,28,56,29,195
39,154,56,86,79,14,30,51,52,38,92,38,69,28,56,25,203
33,159,60,82,76,15,31,53,56,37,97,37,69,29,55,30,195
20,164,54,70,62,14,29,54,56,37,94,41,75,25,55,28,173
55,152,64,98,89,16,34,53,56,38,100,43,67,26,55,23,230
65,155,56,88,86,15,33,53,52,38,90,43,68,27,56,26,217
52,161,63,84,85,15,33,55,56,41,98,40,72,25,56,25,209
25,163,54,76,69,14,30,55,52,39,92,45,74,28,55,28,190
54,156,50,78,78,14,30,55,49,38,89,40,72,28,54,24,196
22,163,51,72,65,13,30,54,51,41,91,41,74,28,55,29,178
22,152,50,70,63,14,30,50,55,39,93,29,68,18,55,27,162
27,152,63,87,81,14,33,49,63,38,101,34,65,24,57,29,202
25,158,47,69,67,13,28,51,51,37,88,32,73,21,56,25,168
23,158,51,73,65,14,30,51,54,39,91,43,69,26,55,28,181
20,153,46,70,63,13,29,52,51,38,88,42,69,27,55,24,175
35,151,48,77,72,13,31,51,50,35,87,44,68,29,52,28,193
39,163,59,82,77,14,32,55,54,39,93,42,74,26,56,28,201
41,158,65,88,83,58,32,53,59,42,104,43,71,27,55,27,214
43,152,63,93,92,14,33,53,58,38,98,44,68,30,56,24,229
37,161,67,93,87,15,35,54,57,42,97,43,72,27,56,27,223
38,155,49,70,67,15,31,50,50,39,86,43,68,26,56,25,180
28,158,60,86,82,14,31,52,56,37,94,44,69,27,54,24,212
54,159,80,105,100,17,39,54,62,39,100,39,71,27,58,28,244
68,154,68,103,99,16,38,53,53,39,93,36,66,28,57,25,238
62,145,52,86,85,15,34,50,54,34,93,36,66,30,54,21,207
60,156,55,84,82,15,33,52,53,35,89,36,68,28,56,26,202
26,158,53,74,68,13,32,53,54,39,93,38,70,27,59,27,180
64,150,53,88,83,16,34,52,49,38,88,40,65,27,57,27,211
25,158,52,76,67,13,29,53,57,37,95,38,72,22,54,25,181
53,160,68,90,83,16,33,55,59,42,105,34,72,24,57,28,207
59,156,47,77,71,13,30,53,49,40,88,37,71,26,54,28,185
43,147,49,77,75,14,31,49,52,37,87,39,62,24,55,28,191
40,156,54,75,70,14,30,51,55,35,92,41,68,23,56,29,186
22,165,59,78,68,14,31,56,57,36,102,39,74,24,57,30,185
30,151,51,80,71,12,31,50,54,37,90,38,66,23,56,28,189
30,156,55,78,72,15,29,52,55,39,94,36,69,28,57,27,186
64,155,58,91,82,15,36,52,53,40,94,36,68,30,55,27,209
62,143,48,80,83,14,32,52,50,37,89,36,66,24,53,22,199
38,146,43,70,65,12,31,50,49,36,87,37,66,28,53,24,172
69,153,60,94,92,16,36,51,54,39,93,39,66,28,56,26,225
65,156,63,94,94,15,36,54,54,39,95,38,66,23,56,24,226
66,148,62,95,92,16,38,53,57,40,95,33,62,27,55,23,220
23,151,42,67,62,12,27,49,51,37,83,38,67,24,53,26,167
46,170,59,84,74,15,31,59,53,40,95,37,78,24,56,29,195
41,155,55,81,78,15,30,52,53,38,92,37,67,24,54,24,196
21,161,47,68,60,13,28,54,51,39,86,33,75,25,55,26,161
21,161,53,78,71,12,29,52,53,38,93,36,74,29,57,28,185
19,159,46,70,66,14,30,55,48,38,87,37,74,29,57,26,173
26,151,45,69,66,12,30,51,49,37,87,38,67,29,56,26,173
67,149,56,89,85,14,34,52,55,38,95,36,66,28,55,25,210
28,152,47,70,66,13,30,50,50,37,88,41,69,27,57,24,177
31,151,44,69,66,13,29,50,48,36,86,39,67,26,54,25,174
28,151,51,79,74,14,30,50,53,36,88,37,67,27,55,24,190
29,165,56,82,78,14,32,56,56,40,91,40,75,24,56,26,200
33,166,53,78,72,14,30,55,50,41,91,38,74,25,55,27,188
36,149,52,78,77,15,31,49,52,38,90,39,64,26,57,23,194
33,160,72,93,86,14,34,56,68,40,98,39,73,25,57,27,218
66,154,65,97,91,16,39,53,54,39,96,38,65,23,57,26,226
67,153,61,94,88,15,35,52,55,39,96,35,69,28,53,23,217
68,156,76,110,107,16,38,54,56,41,102,37,68,29,57,27,254
62,148,47,82,79,15,33,52,47,34,86,40,66,28,56,23,201
30,153,48,73,69,13,29,52,51,36,89,41,68,24,55,26,183
22,165,51,76,65,13,29,55,54,41,92,43,74,25,58,28,184
67,159,61,95,91,15,35,54,50,36,93,44,69,29,57,27,230
67,147,57,95,89,14,34,49,52,37,90,42,63,27,55,25,226
24,163,53,78,70,13,30,57,53,40,91,45,78,30,57,26,193
67,151,64,95,92,18,34,51,54,37,93,37,63,27,57,26,224
57,154,56,89,84,15,33,54,53,42,95,37,67,27,56,24,210
68,157,51,85,81,14,31,56,50,33,91,38,71,24,53,23,204
22,164,50,70,62,12,29,54,52,38,95,35,75,25,56,28,167
22,168,58,75,67,14,29,57,55,39,94,39,77,29,55,30,181
68,148,52,96,87,15,35,52,53,35,91,35,66,28,56,24,218
50,161,56,77,72,15,32,53,53,35,92,36,72,28,57,28,185
45,168,66,89,81,14,32,58,58,43,99,36,76,0,56,28,206
48,152,58,80,81,15,32,53,55,38,93,31,69,24,57,23,192
28,162,48,76,64,13,29,54,51,39,87,29,75,25,55,27,169
38,154,56,84,79,15,31,52,55,40,95,42,70,26,56,24,205
62,151,61,92,92,16,35,51,56,39,96,42,68,25,55,25,226
32,165,74,93,93,17,35,55,60,42,101,41,74,27,58,25,227
35,154,58,87,77,14,33,49,56,39,95,34,68,27,56,24,198
40,154,56,79,75,15,33,50,56,37,93,43,67,0,57,24,197
27,160,42,67,61,13,28,53,46,37,85,41,75,27,54,25,169
24,158,54,72,69,14,32,52,57,40,96,41,69,27,56,29,182
35,158,60,83,71,14,32,51,60,40,99,40,69,27,56,29,194
48,153,53,77,73,15,33,51,53,32,92,47,67,25,57,29,197
45,161,58,85,73,15,33,56,55,39,94,42,73,25,57,28,200
49,159,69,95,92,16,34,54,61,38,104,40,72,26,56,27,227
44,160,57,80,77,15,31,53,54,39,94,41,71,26,56,26,198
49,151,51,79,70,13,30,48,52,36,92,45,65,27,55,27,194
49,150,61,88,87,15,35,50,58,37,96,43,69,25,55,24,218
65,154,65,101,95,15,33,53,55,38,97,45,69,26,54,25,241
23,168,64,88,82,15,33,56,56,43,96,44,77,27,57,26,214
62,153,60,92,91,14,35,52,55,38,93,41,68,26,54,25,224
61,150,63,103,95,14,36,51,55,38,96,42,68,27,56,23,240
19,161,54,73,67,14,30,52,53,44,92,40,72,25,55,28,180
19,159,61,83,77,14,31,52,58,40,94,43,70,29,55,29,203
66,156,54,89,85,16,31,54,52,38,94,37,66,26,57,27,211
62,150,58,99,93,16,34,52,53,40,98,38,64,26,55,27,230
60,154,57,95,88,14,35,53,56,38,93,35,68,28,55,24,218
38,154,56,83,75,14,33,52,57,39,95,37,69,25,57,25,195
60,155,63,91,83,16,31,53,58,39,99,33,65,28,56,29,207
57,150,53,83,80,16,33,50,50,38,89,32,65,28,58,28,195
20,164,60,86,75,14,34,56,58,42,98,36,76,25,57,28,197
46,156,49,77,74,15,33,52,51,37,91,37,71,29,55,0,188
12,150,34,58,54,13,26,48,43,36,75,35,71,25,53,24,147
12,141,32,62,59,12,27,46,44,34,75,36,66,26,53,25,157
23,164,53,74,70,14,30,55,55,39,96,39,77,28,56,27,183
58,162,70,98,95,16,36,55,60,39,100,33,73,27,56,0,226
19,158,54,77,68,14,31,52,56,38,93,35,71,25,57,27,180
64,151,64,104,94,17,35,51,58,37,98,39,65,22,55,0,237
66,147,61,95,94,17,35,52,56,36,96,36,65,27,57,24,225
46,158,62,84,81,16,35,52,58,42,96,35,69,26,57,28,200
22,155,55,79,72,14,30,51,57,40,94,41,69,25,55,29,192
22,159,53,77,69,15,32,55,54,36,94,38,73,26,54,26,184
22,154,57,76,71,16,30,50,59,37,100,42,68,26,55,26,189
21,155,50,72,66,15,33,49,56,37,91,44,69,28,56,28,182
47,160,62,83,80,14,32,52,59,38,100,44,69,27,57,25,207
17,160,50,70,67,14,30,52,53,39,91,43,72,24,55,28,180
19,158,43,68,61,14,29,53,49,37,84,40,72,25,53,28,169
19,164,49,71,66,14,30,57,51,39,90,44,80,26,55,25,181
42,157,59,84,80,16,32,51,56,39,97,41,68,25,57,29,205
27,152,47,73,67,14,32,51,50,36,88,44,70,27,52,25,184
27,156,54,79,70,14,31,53,54,41,92,42,70,27,55,26,191
44,152,46,66,63,15,30,48,51,40,86,43,65,29,55,28,172
25,148,48,75,69,14,30,51,55,36,91,42,68,28,54,25,186
21,161,60,84,73,14,31,57,58,40,97,36,74,25,56,29,193
44,160,61,83,77,15,32,54,57,37,0,40,72,26,55,28,200
19,159,43,66,63,14,29,53,48,37,86,40,72,25,54,27,169
19,159,47,71,64,14,30,53,50,41,89,36,72,29,56,27,171
39,155,51,77,78,15,33,52,52,38,90,35,70,26,55,24,190
50,161,63,88,82,16,33,56,57,43,97,29,70,21,56,28,199
25,163,58,81,79,13,31,55,57,39,95,35,76,30,57,22,195
25,162,55,77,72,14,30,55,56,38,95,42,74,27,55,27,191
24,153,51,73,68,15,30,54,54,37,89,40,70,25,55,25,181
20,161,48,73,67,14,30,54,51,41,87,43,74,26,57,26,183
45,153,54,83,78,15,34,52,53,37,90,40,68,26,57,27,201
23,156,52,78,72,14,32,51,54,38,94,39,71,25,56,28,189
55,152,54,89,85,16,31,51,52,37,91,38,67,26,55,25,212
40,147,45,73,69,13,31,49,49,35,87,41,65,25,55,26,183
21,159,51,75,69,13,30,54,55,38,91,41,73,27,54,26,185
21,154,44,71,67,14,29,50,51,36,86,40,69,26,54,24,178
48,154,72,97,93,18,37,53,64,43,102,36,65,25,56,26,226
48,152,55,85,84,15,33,53,54,39,94,42,69,28,55,23,211
48,151,58,84,83,16,33,51,58,36,97,39,65,27,56,25,206
21,150,44,68,62,14,28,50,51,36,88,39,69,26,55,25,169
47,146,56,88,87,15,34,51,56,38,93,41,63,24,55,22,216
20,165,57,73,65,15,31,54,58,39,96,41,76,25,56,27,179
19,162,51,71,65,14,29,55,53,40,90,35,75,27,55,26,171
23,153,55,80,74,14,30,53,57,35,95,41,69,28,56,25,195
56,151,57,88,82,15,32,52,56,37,95,44,68,26,57,26,214
44,152,68,99,93,16,33,51,66,37,101,38,66,25,53,25,230
39,155,49,75,68,14,31,51,51,36,89,49,70,29,56,29,192
39,158,51,73,70,14,31,53,51,39,91,39,71,27,54,26,182
9,136,36,68,68,13,29,48,48,37,76,44,64,31,55,21,180
21,175,59,71,66,16,32,59,54,41,90,45,81,31,59,30,182
48,167,80,97,99,18,37,57,60,45,106,42,75,27,59,27,238
20,166,51,66,63,14,30,56,52,41,92,29,77,24,54,27,158
21,166,53,69,62,14,29,54,56,39,94,32,78,25,56,28,163
18,158,53,75,67,13,30,53,58,41,92,33,73,28,57,26,175
42,160,62,81,80,16,34,54,57,42,98,43,72,27,56,24,204
26,153,44,70,63,13,32,50,49,39,86,40,71,25,58,26,173
25,158,68,88,90,16,37,54,62,43,101,35,72,27,57,24,213
46,159,54,81,72,15,32,53,54,38,93,31,70,26,55,30,184
45,169,63,86,83,14,36,58,56,40,97,34,77,28,55,27,203
36,161,52,79,74,14,32,54,54,37,90,33,75,28,58,25,186
19,163,55,73,69,15,32,52,55,42,93,33,73,26,56,29,175
39,162,72,89,88,16,36,54,63,40,105,41,72,29,58,26,218
39,158,67,96,87,15,33,51,60,39,100,39,69,28,57,27,222
37,156,61,83,82,16,33,52,56,40,93,43,68,25,57,26,208
36,157,59,77,74,15,32,52,57,39,93,42,68,26,56,29,193
65,151,53,85,84,15,34,52,50,37,86,43,67,27,57,24,212
61,150,54,86,79,15,36,50,51,40,90,43,64,31,56,27,208
20,166,55,74,65,14,32,53,55,38,93,45,75,26,57,31,184
47,149,53,77,74,16,34,52,55,36,89,39,66,27,57,24,190
20,156,54,76,68,14,32,51,57,39,93,42,70,28,56,25,186
11,143,54,83,82,15,33,50,57,40,88,43,64,25,56,23,208
11,144,36,63,60,13,28,48,45,38,76,42,67,25,52,24,165
23,149,46,74,65,14,29,51,53,36,86,38,69,25,56,25,177
20,153,46,73,67,14,29,51,51,38,89,40,66,27,54,28,180
35,156,70,92,88,16,37,53,63,39,103,40,68,26,55,27,220
41,157,66,87,88,17,36,52,61,38,99,46,70,31,59,25,221
49,153,48,77,72,14,31,49,52,36,89,38,66,28,55,27,187
18,165,61,85,75,14,32,56,58,45,100,37,74,24,58,30,197
18,153,54,79,72,15,33,50,56,36,97,36,68,26,56,29,187
18,165,65,83,76,15,34,58,61,37,98,40,77,27,57,28,199
18,165,64,88,78,16,34,57,62,38,100,36,74,26,58,29,202
49,148,50,82,81,14,34,50,49,38,88,42,64,25,55,24,205
18,157,61,87,80,15,32,53,60,41,99,45,69,32,57,25,212
20,154,45,67,63,14,30,50,50,40,88,41,68,26,57,25,171
21,157,51,74,67,14,29,54,54,36,90,36,72,29,57,28,177
20,160,56,74,66,14,31,54,58,39,94,39,73,24,58,28,179
21,161,63,82,75,16,32,55,57,37,92,33,73,28,58,26,190
18,149,41,65,59,14,28,48,51,34,86,34,66,25,55,26,158
19,160,59,83,72,15,30,51,56,40,97,34,71,27,56,28,189
23,166,49,69,65,14,31,56,50,39,90,35,77,26,58,28,169
21,162,56,78,69,15,32,52,56,39,94,37,71,28,57,31,184
22,159,49,77,66,14,30,53,53,38,88,36,72,29,55,28,179
16,156,49,70,62,16,30,53,54,37,87,39,70,22,54,28,171
13,153,41,63,60,15,29,50,48,37,83,35,70,26,54,26,158
24,153,50,74,68,14,32,52,52,38,91,35,68,31,57,28,177
22,165,54,73,68,15,30,52,54,37,93,34,75,27,58,28,175
23,152,45,72,66,13,29,52,53,34,88,37,70,29,55,26,175
27,160,51,73,65,14,31,51,54,36,89,38,73,28,57,29,176
29,155,63,93,88,14,34,52,61,37,97,39,70,27,55,24,220
22,161,48,65,62,14,29,54,53,36,91,43,76,28,53,28,170
21,159,45,65,62,14,30,53,49,35,80,36,72,26,54,25,163
19,145,46,74,69,13,30,47,54,38,87,40,62,22,54,27,183
24,156,55,71,67,14,32,52,56,41,93,39,71,25,58,26,177
20,157,51,75,68,14,29,52,54,38,93,42,71,28,57,28,185
22,157,59,88,81,15,33,55,58,40,95,34,70,28,57,29,203
26,146,63,90,90,14,36,50,61,40,97,40,64,25,57,22,220
20,156,42,69,65,14,31,52,51,37,86,34,69,26,56,26,168
20,159,53,77,69,15,31,52,54,38,91,40,69,28,57,31,186
22,152,50,75,70,15,31,51,52,40,92,47,69,30,56,27,192
21,166,58,81,75,14,31,56,55,41,96,45,76,28,56,29,201
14,160,60,77,70,16,32,55,57,42,96,41,73,26,57,29,188
14,169,55,73,69,15,32,59,53,42,89,39,79,25,56,29,181
29,161,48,71,63,14,32,52,51,38,86,44,70,26,56,28,178
21,163,53,73,64,14,31,54,56,38,92,29,71,21,56,30,166
26,160,54,78,70,14,31,56,55,37,91,41,74,28,57,28,189
22,155,67,81,75,16,32,51,61,38,97,44,68,28,56,29,200
39,156,54,80,72,15,30,49,53,40,93,40,67,26,56,26,192
40,152,51,83,79,15,32,50,53,37,90,44,66,27,52,25,206
21,155,48,70,66,14,33,51,52,39,90,35,66,30,58,28,171
18,161,53,73,67,14,31,54,54,37,93,36,73,24,57,29,176
18,159,45,69,65,13,30,53,48,40,85,40,72,23,54,29,174
18,174,81,97,89,15,35,59,63,45,109,38,81,24,58,28,224
19,155,54,78,71,15,30,51,54,38,91,38,69,27,56,25,187
27,168,56,74,67,15,32,56,53,40,92,35,75,26,59,28,176
23,158,51,78,68,14,31,55,52,38,91,35,74,30,55,29,181
25,160,44,65,61,13,31,54,48,39,85,33,75,27,54,25,159
24,153,56,79,78,14,36,51,55,40,93,35,69,26,55,23,192
19,161,52,77,66,14,32,53,53,39,89,35,72,29,57,28,178
20,162,53,76,68,14,31,55,55,39,92,34,77,25,56,27,178
21,157,51,72,66,14,28,50,57,37,94,36,69,25,55,28,174
46,150,60,82,85,17,35,51,59,38,97,35,65,26,57,25,202
21,162,50,68,63,14,30,52,53,39,90,32,71,27,56,26,163
45,168,63,82,76,16,35,55,55,38,95,37,76,29,59,28,195
23,163,51,75,65,14,30,54,54,39,91,42,74,29,56,30,182
34,165,70,94,87,16,37,56,57,38,96,40,74,25,56,31,221
37,154,52,79,78,14,32,52,55,40,90,40,69,24,53,24,197
32,154,64,84,84,16,33,50,60,37,97,37,67,25,56,23,205
44,156,59,79,79,16,34,54,57,41,95,38,70,29,57,24,196
22,152,54,81,72,14,36,50,56,36,95,39,68,24,54,27,192
17,158,48,69,63,14,31,53,52,38,84,37,73,29,57,26,169
18,162,58,77,68,14,31,53,59,39,98,37,72,25,57,30,182
26,164,52,76,71,15,30,54,52,39,90,38,74,26,56,27,185
23,158,49,77,70,13,29,52,51,36,90,34,72,22,54,26,181
23,166,56,80,72,14,32,57,55,39,95,33,77,27,55,29,185
19,157,52,74,68,14,31,52,55,38,93,34,71,25,56,25,176
18,154,53,82,78,14,32,54,55,40,92,37,71,24,54,23,197
20,161,54,77,66,15,30,54,55,40,95,39,72,26,55,29,182
20,164,57,75,68,15,32,53,56,42,96,37,71,25,57,31,180
21,158,57,80,74,14,32,53,56,41,95,35,72,26,59,29,189
25,158,48,75,70,14,31,55,53,37,88,39,71,25,56,26,184
20,153,42,68,63,14,28,51,48,36,84,42,70,28,55,27,173
22,162,53,74,65,14,33,55,53,38,92,45,75,25,58,29,184
22,165,51,73,65,14,31,54,55,39,92,39,74,26,55,28,177
20,166,64,82,76,15,34,55,59,40,98,46,75,29,59,29,204
22,164,51,70,65,14,31,53,53,39,89,40,75,28,56,28,175
21,164,55,75,68,15,30,55,54,39,92,32,74,23,56,27,175
18,165,51,75,70,14,30,56,50,39,90,34,77,28,56,28,179
31,148,58,93,88,14,34,50,59,39,97,37,64,29,55,25,218
20,170,77,94,87,15,33,56,65,42,106,40,75,29,58,29,221
26,161,63,89,83,14,35,56,58,39,96,45,74,27,56,24,217
38,163,59,81,74,15,33,53,55,39,96,34,73,27,56,29,189
40,161,59,80,76,15,32,56,52,39,93,36,72,27,55,25,192
39,162,55,75,73,15,31,54,58,38,98,39,70,30,54,26,187
18,155,51,77,70,14,30,55,55,42,92,34,74,28,55,22,181
26,164,46,69,65,14,32,53,47,38,86,36,73,30,53,27,170
22,155,46,72,66,14,30,53,51,35,88,35,72,27,56,25,173
31,160,58,81,80,15,33,56,54,40,91,36,75,27,53,24,197
35,162,65,93,89,16,35,55,54,42,97,39,72,24,56,26,221
42,156,52,74,74,15,31,53,53,39,89,35,71,28,58,25,183
12,160,50,72,65,14,29,56,52,38,88,37,75,30,56,26,174
18,165,74,98,89,15,35,55,63,39,104,45,75,29,56,25,232
30,169,57,70,65,15,33,58,55,38,92,42,77,27,55,27,177
17,157,59,77,70,15,32,54,59,42,97,40,72,25,57,28,187
25,163,59,80,71,14,31,53,57,40,96,40,75,23,57,28,191
18,158,50,70,66,14,29,52,55,39,91,33,70,24,55,26,169
19,161,46,64,60,13,29,52,52,37,87,33,72,24,55,27,157
35,157,54,77,72,14,32,54,55,36,93,36,70,27,55,26,185
34,166,62,84,75,14,33,55,58,42,101,43,73,29,56,30,202
18,154,50,71,65,14,30,53,52,39,94,44,69,28,53,26,180
18,161,51,74,67,14,30,54,54,37,93,40,75,31,56,27,181
22,166,52,74,64,14,30,55,52,37,90,39,76,27,55,27,177
24,156,50,71,66,14,30,53,54,37,91,38,69,24,55,27,175
18,166,72,90,78,15,33,56,65,42,106,37,74,25,57,30,205
19,163,55,70,67,15,33,53,56,40,93,39,73,25,57,28,176
35,161,54,82,70,14,31,53,54,39,93,44,71,27,55,30,196
24,164,52,77,68,13,33,54,53,37,91,38,75,26,55,27,183
18,158,56,82,74,15,31,53,57,37,95,40,71,27,56,27,196
19,157,71,96,86,16,34,51,65,40,104,37,70,27,56,24,219
18,160,52,70,67,15,31,55,52,38,89,37,73,27,55,28,174
19,169,61,77,71,15,34,57,57,40,96,38,77,24,57,30,186
38,161,57,81,77,16,32,55,55,36,96,41,74,27,55,26,199
35,163,63,89,81,17,33,57,55,37,96,39,76,28,56,23,209
37,155,57,83,82,14,34,55,54,41,94,44,71,27,56,23,209
38,157,55,78,74,16,32,52,53,38,92,51,70,28,57,25,203
37,163,61,85,80,15,32,52,61,39,98,38,71,28,55,26,203
18,158,65,89,83,15,34,56,62,40,100,40,74,28,57,23,212
18,164,55,76,71,14,33,54,56,38,96,36,73,28,55,27,183
31,154,50,73,72,15,35,51,55,37,90,36,67,29,56,24,181
29,161,54,77,68,14,34,54,55,39,90,34,71,27,56,30,179
25,157,63,88,76,15,33,53,62,37,99,35,69,27,60,29,199
29,154,55,77,71,16,32,52,57,37,96,34,70,28,55,25,182
18,160,58,81,74,15,33,55,56,41,94,43,75,29,57,26,198
18,159,47,66,62,13,28,51,54,37,91,35,73,25,55,25,163
18,157,51,80,69,15,31,51,54,37,92,32,71,25,57,28,181
19,168,68,88,82,14,31,56,59,39,99,36,78,26,56,29,206
18,163,55,77,70,14,30,53,54,41,95,38,75,25,56,28,185
19,155,49,74,70,14,32,53,51,43,90,37,70,24,56,26,181
18,156,49,71,68,14,31,53,52,39,88,34,71,27,56,26,173
18,163,54,77,67,14,31,56,55,38,93,39,75,24,55,30,183
18,161,46,69,66,14,33,56,50,37,87,34,76,28,57,27,169
43,167,69,91,88,16,36,54,56,42,97,34,74,29,56,26,213
23,154,53,76,70,14,33,51,56,37,92,32,67,26,57,28,178
16,161,61,77,72,14,32,54,62,41,99,37,73,22,56,28,186
15,161,59,82,75,14,32,55,56,41,95,32,74,25,58,26,189
17,157,54,75,67,15,32,54,55,37,94,34,70,29,58,29,176
16,157,51,73,66,15,30,56,54,37,90,34,72,27,58,27,173
16,165,60,75,70,15,32,57,59,39,97,35,77,31,57,27,180
16,164,55,75,70,14,31,56,56,40,94,33,76,30,57,28,178
15,157,55,79,77,16,32,52,56,39,92,32,72,26,57,24,188
15,163,50,71,64,14,30,56,53,40,89,37,76,25,55,27,172
15,162,63,87,80,15,35,56,59,41,97,34,73,27,59,24,201
16,157,50,69,65,15,31,55,55,38,90,35,76,29,55,28,169
15,163,56,74,68,15,32,54,57,40,94,31,73,26,55,29,173
15,162,46,74,62,14,31,56,48,40,87,33,79,26,54,26,169
16,152,59,84,83,16,31,52,60,35,98,31,70,26,56,22,198
15,146,46,72,68,13,31,49,53,38,89,32,66,28,54,25,172
15,156,63,82,73,16,32,54,63,40,101,33,69,27,55,27,188
15,154,51,75,69,15,31,53,54,38,90,33,71,28,55,27,177
15,160,49,74,68,15,32,57,51,38,89,33,75,27,55,27,175
15,164,51,72,65,14,29,57,52,40,90,30,75,25,55,27,167
15,156,46,72,64,13,28,53,53,34,86,41,73,28,54,26,177
16,166,55,77,70,14,31,57,54,40,94,36,78,26,58,28,183
16,155,42,67,61,14,30,50,50,36,84,34,69,26,54,26,162
15,154,51,71,62,15,31,52,56,35,92,34,68,26,54,28,167
16,156,44,65,62,14,29,52,50,37,87,32,72,25,55,26,159
15,164,48,70,63,14,30,57,50,36,87,34,77,29,56,29,167
15,154,50,74,68,14,32,53,54,38,89,34,70,28,56,27,176
16,170,57,73,68,15,32,56,55,39,94,35,78,28,57,31,176
15,159,51,73,66,14,30,54,54,40,89,37,72,27,56,30,176
16,159,63,82,75,14,32,54,59,39,98,32,72,25,56,28,189
15,161,56,73,68,14,32,55,55,40,92,38,75,26,56,28,179
16,159,49,78,71,14,35,54,52,39,88,32,73,23,56,28,181
15,164,61,78,73,15,33,56,56,41,96,37,74,29,56,30,188
15,153,50,71,67,14,30,49,59,37,93,35,69,28,55,27,173
14,161,74,95,88,16,34,55,66,39,106,36,74,29,55,24,219
13,150,41,68,61,13,29,49,49,36,84,32,69,26,54,26,161
13,152,49,80,77,13,30,52,52,35,88,33,70,28,57,24,190
14,155,65,91,84,14,34,53,63,42,101,40,71,25,58,24,215
13,156,51,76,69,13,31,54,54,40,89,35,73,28,57,27,180
13,155,58,84,77,15,31,53,60,38,98,31,70,25,57,25,192
